"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"86GS2028","GOVERNMENT OF INDIA","GS","Interest Payment","100","01-Dec-2023","01-Dec-2023","-","-"
"613GS2028","GOVERNMENT OF INDIA","GS","Interest Payment","100","01-Dec-2023","02-Dec-2023","-","-"
