Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
UPL,EQ,578.45,2,48830.97,40.5,231.85
BANKBARODA,EQ,241.2,1.47,124733.26,96.39,231.08
VOLTAS,EQ,1152.1,-4.39,38121.23,19.81,230.47
SKYWAYS,EQ,129.24,2.93,1878.42,175.97,229.11
INDOMIM,EQ,890.5,3.69,44033.52,25.83,225.31
LALITHAA,EQ,263.8,-1.42,14765.14,84.12,224.02
MPHASIS,EQ,2480,-1.02,47337.61,9.01,223.71
FEDERALBNK,EQ,353.35,1.17,87315.48,62.73,219.8
MARKSANS,EQ,334.1,3.63,15140.2,65.73,218.72
HYUNDAI,EQ,2154.4,-1.17,175053.85,10.13,215.17
WIPRO,EQ,177.09,-2.54,175399.45,120.57,214.43
TFCILTD,EQ,146.18,3.62,6767.8,148.52,214.06
OIL,EQ,498.15,1.66,81029.47,43.35,213.17
NIFTYBEES,EQ,272.55,-0.26,66599.4,77.05,209.78
TMPV,EQ,312.75,0.89,115190.19,66.67,206.7
MOLBIO,EQ,1111,5.48,12803.16,18.74,205.53
VEDL,EQ,270.7,-1.2,105854.2,75.81,204.2
JSWSTEEL,EQ,1306,-0.57,319376.29,15.63,203.6
BEML,EQ,2037.6,3.42,16970.97,9.66,194.5
JSWENERGY,EQ,539.8,4.21,98971.4,36.36,194.18
NAUKRI,EQ,1343.7,-0.91,87128.28,14.57,194.09
XPROINDIA,EQ,1278,12.52,2999.51,15.18,194.02
LIQUIDCASE,EQ,115.74,0.01,10186.58,166.36,192.54
WAAREEENER,EQ,2581.1,-0.27,74245.69,7.41,191.87
ABCAPITAL,EQ,397.05,0.66,108687.29,48.83,191.75
HINDALCO,EQ,1009.7,-0.46,226902.46,19.03,191.5
LTF,EQ,312.8,1.21,78398.71,61.66,189.19
ENGINERSIN,EQ,276.6,-1.23,15546.09,67.82,188.22
NAM-INDIA,EQ,1171.5,-0.63,74950.41,16,185.64
CUMMINSIND,EQ,5088.5,-0.32,141053.22,3.69,185.55
NAVINFLUOR,EQ,8552.5,-0.97,43860.88,2.18,184.24
FORCEMOT,EQ,17600,-0.69,22937.93,1.03,181.85
MANAPPURAM,EQ,340.9,1.16,32021.97,54.11,181.68
LODHA,EQ,1208.3,1.21,120736.14,15.33,181.52
CGPOWER,EQ,877.75,-0.88,138285.13,20.62,180.56
HAPPSTMNDS,EQ,355.8,-1.9,5417.94,49.99,177.56
HERITGFOOD,EQ,378.95,7.14,3516.5,47.31,176.28
OLAELEC,EQ,38.95,-3.85,18027.65,445.52,174.51
UNIONBANK,EQ,186.86,1.06,142641.55,94.2,174.07
APLAPOLLO,EQ,2210,-1.07,61362.51,7.86,173.49
RBZJEWEL,EQ,162,-4.14,648,103.55,173.22
UFLEX,EQ,696.6,7.99,5030.25,24.79,171.46
ZEEL,EQ,90.6,-3.01,8702.31,185.42,169.72
MRPL,EQ,175,2.09,30670.48,97.72,169.53
WINDLAS,EQ,1100.05,9.09,2270.09,15.65,169.47
CANBK,EQ,126.3,0.56,114562.33,132.32,166.55
RBLBANK,EQ,389.4,2.34,60393.58,42.97,165.95
BRITANNIA,EQ,5154,-0.64,124143.52,3.26,165.84
NATIONALUM,EQ,370,-0.54,67955.38,44.48,164.7
TORNTPOWER,EQ,1242.5,1.9,62610.02,13.13,164.52
JYOTHYLAB,EQ,202.5,-1.13,7436.09,81.33,164.46
APOLLO,EQ,382.5,0.79,14213.68,42.76,164.03
APARINDS,EQ,16889,-2.94,70718.19,0.94,159.39
GLAND,EQ,2851,-0.83,47032,5.56,159.31
ZYDUSLIFE,EQ,1154.2,-1.16,115131.89,13.77,158.89
UNOMINDA,EQ,1236,-3.01,71374.8,12.78,158.43
SAMMAANCAP,EQ,152.62,3.72,17727.47,105.31,157.46
RECLTD,EQ,316.45,0.76,83328.37,49.76,157.02
ASTRAL,EQ,1487,-1.33,39948.28,10.47,156.37
SSWL,EQ,352,-1.47,5535.73,45,155.46
CHOLAFIN,EQ,1825.9,0.62,155934.24,8.53,153.49
LUPIN,EQ,2155.2,0.1,98549.94,7.14,153.14
LICHSGFIN,EQ,541.25,1.19,29772.16,27.88,149.51
GODREJAGRO,EQ,666.05,1.78,12815.56,22.3,149.05
VMM,EQ,108.57,1.9,50862.97,137.54,148.85
GODREJPROP,EQ,1970.7,-0.37,59362.71,7.71,148.84
AVALON,EQ,2188,-5.63,14618.41,6.63,147.67
APOLLOHOSP,EQ,8719,-0.41,125365.84,1.69,147.1
MAHABANK,EQ,82.4,-0.36,63378.3,178.04,147
TORNTPHARM,EQ,5012,0.94,190635.56,2.96,146.92
RAYMOND,EQ,666.7,4.94,4438.47,21.81,144.84
BAJAJFINSV,EQ,1990,0.91,318810.21,7.31,143.79
NMDC,EQ,85.75,0.07,75389.84,167.27,142.19
ANTHEM,EQ,938,1.46,52847.67,14.85,139.61
BALUFORGE,EQ,580,-6.74,7040.73,23.44,138.06
AUROPHARMA,EQ,1648.2,-2.09,94833.78,8.16,136.63
PATANJALI,EQ,345,-0.23,37539.75,39.81,136.26
POLYMED,EQ,1796,2.25,18204.16,7.44,134.8
SHILPAMED,EQ,930,4.53,18189.11,14.65,134.51
DATAPATTNS,EQ,4515,0,25276.76,2.92,131.46
SCI,EQ,289.35,0.64,13477.89,44.5,129.83
PIRAMALFIN,EQ,2185,-1.85,51703.72,5.89,128.89
AMBER,EQ,7415,-1.24,26151.05,1.74,128.73
WOCKPHARMA,EQ,1902,2.78,30904.76,6.85,128.22
UNITDSPR,EQ,1469.5,-0.03,106884.21,8.79,128.17
IDFCFIRSTB,EQ,85.09,0.22,73362.13,151.08,128.1
VOGL,EQ,38.53,1.99,15066.73,332.54,127.56
GLENMARK,EQ,2460,-0.42,69427.27,5.16,126.22
PARAS,EQ,1407.6,1.99,11343.47,9.01,125.94
ASIANPAINT,EQ,2527.5,-1.86,242437.24,4.98,125.68
SBICARD,EQ,635.15,0.43,60443.61,19.69,124.29
NESTLEIND,EQ,1425,-0.92,274784.79,8.75,124.27
ANGELONE,EQ,279.25,-0.82,25514.72,44.37,123.48
EXIDEIND,EQ,426.4,-2.26,36244,28.79,123.46
GENUSPOWER,EQ,339,3.39,10313.82,37.06,123.2
MARICO,EQ,829.35,-1.04,107681.8,14.77,122.73
STLTECH,BE,714.95,3.06,36742.08,17.24,121.41
ABB,EQ,7447.5,0.7,157818.76,1.64,120.15
MAXHEALTH,EQ,994,-0.9,96743.68,11.95,118.7
BAJAJCON,EQ,486,2.98,6348.05,24.2,117.71
CDSL,EQ,1365.2,-1.85,28532.68,8.58,117.13
INDHOTEL,EQ,727.7,1.35,103583.16,16.24,116.97
TENNIND,EQ,520,-0.99,20987.42,22.72,115.99
URBANCO,EQ,172.47,2.89,26597.99,68.22,115.92
SBILIFE,EQ,1719.9,-1.12,172566.09,6.72,115.81
ALKEM,EQ,5210,-1.7,62293.37,2.18,113.98
VISL,EQ,37.25,4.99,14566.2,310.66,113.2
CONCOR,EQ,510,-0.78,38842.51,22.02,113
SYRMA,EQ,1439.7,-0.57,27761.8,7.85,112.92
GOLDIETF,EQ,127.94,-1.38,27430.71,88.05,112.77
TEJASNET,EQ,551.5,1.77,9820.3,20.71,112.7
POLICYBZR,EQ,1851.9,1.24,85686.46,6.11,112.38
IOC,EQ,137,0.34,193460.97,82.29,111.83
BALAMINES,EQ,2381.4,-1.17,7715.97,4.55,111.29
LICI,EQ,408.25,-0.95,516436.06,27.1,110.99
SUNSHINE,EQ,440.1,-2.36,1370.86,24.15,110.4
KFINTECH,EQ,929,-0.91,16059.82,11.82,109.26
NYKAA,EQ,337.4,-0.32,96635.2,32.68,109.06
PGEL,EQ,566,-0.68,16230.45,19.07,107.43
KIRLOSENG,EQ,2172,1.58,31606.91,4.99,107.08
TATACONSUM,EQ,1012,-1.8,100117.32,10.53,106.86
MOTILALOFS,EQ,1017.6,0.16,61292.41,10.44,105.38
SIEMENS,EQ,4018.9,-0.28,143121.27,2.63,105.36
PIDILITIND,EQ,1637,-0.4,166626.9,6.36,103.81
BANDHANBNK,EQ,161.52,-0.85,26022.67,63.96,102.91
INDUSTOWER,EQ,379,1.07,99986.37,27.08,102.02
MVELECTRO,EQ,683.95,-4.17,1866,14.44,101.22
CAPLIPOINT,EQ,2728,0.62,20735.99,3.74,100.72
GODREJCP,EQ,905,0,92609.1,11.2,100.5
MAZDOCK,EQ,2459,-1.05,99191.14,4.11,100.47
LTM,EQ,4588,-0.8,136089.86,2.18,99.7
IDBI,EQ,91.7,-0.39,98599.53,108.23,99.53
NHPC,EQ,75.65,-0.85,75990.69,130.55,99.12
YESBANK,EQ,22.15,0.23,69523.54,447.82,98.39
ACMESOLAR,EQ,397.9,-1.44,28126.53,24.5,98.19
SHIPROCKET,EQ,134.8,0.41,9807.75,72.54,97.34
ASTERDM,EQ,760,0.29,66247.11,12.75,96.45
GAIL,EQ,173,0.47,113749.22,55.81,96.1
BLUESTARCO,EQ,1445.3,-3.06,29717.51,6.58,95.44
CGCL,EQ,256.5,2.23,24679.25,37.13,94.87
INOXWIND,EQ,70.59,1.57,12199.63,135.62,94.83
CLEAN,EQ,863,4.34,9172.18,11.13,94.52
FMGOETZE,EQ,613.35,-1.84,3412.2,15.28,93.9
CAMS,EQ,741.85,-1.35,18419.95,12.72,93.77
USHAMART,EQ,502.1,0.5,15301.08,18.58,93.46
ICICIGI,EQ,1537,-1.91,76788.3,6.06,92.91
AUBANK,EQ,1077.9,-0.12,80904.81,8.64,92.62
CYIENT,EQ,1122,-3.66,11753.29,8.2,92.61
JTLIND,EQ,92,4.58,3616.35,100.46,92.28
NEULANDLAB,EQ,22945,-0.35,29438.18,0.4,91.47
KAJARIACER,EQ,1265,2.93,19878.6,7.26,90.96
IZMO,EQ,932,1.71,1394.51,9.63,89.89
HAVELLS,EQ,1193,-2.44,74868.11,7.52,89.78
SETFGOLD,EQ,127.4,-1.48,26233.22,70.37,89.73
SHANKESH,EQ,97.5,6.24,1433.56,93.01,89.15
AEGISLOG,EQ,1247.7,2.33,43794.27,7.23,88.7
AEGISVOPAK,EQ,286.5,6.07,31743.96,31.29,88.1
ALOKINDS,EQ,7.78,1.17,3862.96,1172.59,88.06
RISHABH,EQ,746.2,7.26,2884.99,11.78,86.62
VIYASH,EQ,258.15,-1.58,11356.21,33.3,86.46
TATACOMM,EQ,1705.5,-1.63,48609.61,5.06,86.29
SMLMAH,EQ,5308,-1.93,7681.55,1.58,86.25
PRESTIGE,EQ,1582,0.76,68141.52,5.46,84.74
ATALREAL,EQ,25.52,-4.24,316.18,332.01,84.7
KWIL,EQ,43.48,-1.96,10216.02,191.89,83.44
BELRISE,EQ,234.87,1.79,22715.5,35.7,83.2
MFSL,EQ,1505,-1.94,51939.77,5.48,83
PREMIERENE,EQ,1000,-1.27,45395.15,8.28,82.97
TDPOWERSYS,EQ,734.5,-3.11,22949.96,11.16,82.79
CPPLUS,EQ,3712,-0.4,43913.12,2.22,82.53
EBGNG,EQ,640,-1.61,7296.74,12.48,82.07
SILVERIETF,EQ,225.3,-0.95,14526.43,36.34,81.86
JINDALSTEL,EQ,1159.4,-0.05,118269.01,7.06,81.63
CIPLA,EQ,1412.8,-0.72,114133.5,5.78,81.53
RADICO,EQ,4476.2,0.04,59973.2,1.84,81.42
SKYGOLD,EQ,751,-3.5,11631.03,10.6,80.27
SUPRIYA,EQ,843.7,5.05,6790.33,9.61,80.25
ALIVUS,EQ,1413,-2.13,17347.61,5.62,80.02
TATAGOLD,EQ,14.53,-1.36,6009,550.19,80
LIQUID1,EQ,1120.89,0.01,2481.54,7.13,79.93
MANKIND,EQ,2391.5,1.49,98767.99,3.34,79.3
BALKRISIND,EQ,2335,0.14,45139.56,3.43,79.23
CROMPTON,EQ,227.72,-1.46,14663.23,34.77,79.13
INDIANB,EQ,878.8,-0.33,118371.19,8.99,78.48
ZENTEC,EQ,1835.1,3.05,16569.18,4.34,78.31
XTRANET,EQ,193,3.02,1009.11,39.42,78.29
RVNL,EQ,206,-1.14,42951.41,37.96,77.96
FINCABLES,EQ,1192,-4.51,18230.37,6.44,77.52
DMART,EQ,3813.4,-0.28,248727.48,2.04,77.46
ENRIN,EQ,3117,-1.75,111002.76,2.46,76.86
PTCIL,EQ,22865,0.48,34280.46,0.34,76.71
360ONE,EQ,1181.3,1.35,48145.59,6.67,76.58
SAGILITY,EQ,46.7,0.54,21861.8,164.49,76.52
TATATECH,EQ,815,0.01,33093.22,9.47,76.4
TIINDIA,EQ,2720,-1.56,52651.67,2.78,75.26
HCC,EQ,23.16,-0.86,6066.69,324.15,75.17
ANANTRAJ,EQ,592.95,0.88,21338.9,12.82,74.5
WELENT,EQ,744,5.45,10297.99,10.22,74.47
KTKBANK,EQ,329.4,-0.45,12461.23,22.46,73.58
BLEL,EQ,444,1.74,1878.23,16.57,73.47
JYOTICNC,EQ,961,-2.84,21855.36,7.57,73.08
EDELWEISS,EQ,126.4,-1.97,11964.16,57.06,72.89
HEG,EQ,707,-3.14,13643.51,10.21,72.82
BANKINDIA,EQ,143.1,0.53,65148.68,51.33,72.8
BDL,EQ,1253.7,0.3,45955.94,5.78,71.93
TATSILV,EQ,21.89,-0.86,5276.48,326.21,71.44
GUJTHEM,EQ,411.5,-2.01,5355.74,17.2,70.92
AZAD,EQ,2792,-1.84,18031.22,2.54,70.92
OBEROIRLTY,EQ,1866,-0.78,67848.18,3.78,70.03
PAGEIND,EQ,36200,1.47,40377.02,0.19,69.87
MANALIPETC,EQ,82.8,-1.48,1424.15,82.9,69.16
WELSPUNLIV,EQ,199.9,0.75,18885.6,34.49,68.66
GRSE,EQ,2497,-1.31,28603.63,2.73,68.33
DEEPAKNTR,EQ,1734,-2.74,23650.55,3.9,67.96
AFFLE,EQ,1518,-3.01,21385.49,4.43,67.39
LLOYDSME,EQ,1816.8,1.5,102268.93,3.7,66.49
PPLPHARMA,EQ,214,0.38,28490.85,31.02,66.46
MTARTECH,BE,6850,-1.39,21070.32,0.98,66.17
FORTIS,EQ,915,0,69078.67,7.25,65.96
PNGJL,EQ,591.1,0.76,8701.14,11.37,65.83
PAISALO,EQ,66.56,-0.76,6053.78,98.05,65.7
TNPETRO,EQ,135.5,2.38,1219.11,48.76,65.49
IRFC,EQ,82.48,-0.02,107789.04,79.78,65.47
LLOYDSENGG,EQ,83.1,-1.39,12273.01,78.58,65.37
GRANULES,EQ,837,-0.02,20740.6,7.88,65.25
LEAPIND,EQ,157,-1.55,6916.42,40.97,65.09
SEDEMAC,EQ,2888,-3.37,12756.44,2.26,65.06
TATAELXSI,EQ,3609,-0.8,22470.36,1.81,65.04
HORIZONIND,EQ,56.69,2.38,16343.18,116.84,64.74
JINDALSAW,EQ,310,0.08,19824.76,20.83,64.49
GICRE,EQ,355.2,0.13,62316.29,17.99,63.92
BAJAJHIND,EQ,21.89,-0.14,5233.17,289.51,63.29
PWL,EQ,116,0.92,33650.29,55.36,63.2
SUPREMEIND,EQ,3530.6,-2.06,44848.11,1.78,62.72
HDFCSILVER,EQ,215.41,-0.92,7446.75,29.04,62.59
BANKBEES,EQ,593.43,-0.06,8282.46,10.45,61.9
JINDWORLD,EQ,40.01,-4.92,4011.41,150.67,61.82
GESHIP,EQ,1305.1,-1.55,18632.54,4.71,61.75
LIQUIDADD,EQ,1143,0.01,1901.43,5.39,61.58
AEROFLEX,EQ,541.25,-1.96,7162.4,11.24,61.43
THANGAMAYL,EQ,5242,-1.31,16293.2,1.16,61.24
SYNCOMF,EQ,21.45,6.88,2016.3,289.86,60.84
DABUR,EQ,379,-1.3,67232.97,15.98,60.71
ACUTAAS,EQ,3147.5,-0.84,25768.94,1.9,59.84
HDFCLIFE,EQ,533,-1.35,115792.92,11.17,59.78
DYCL,EQ,536,-1.18,2597.38,10.9,58.74
GUJENERGY,EQ,262.22,3.11,24602.29,22.61,58.73
VTL,EQ,587.75,-2.42,17013.94,9.91,58.34
AKUMS,EQ,769.7,-1.2,12114.62,7.5,58.3
NH,EQ,1917.2,-1.11,39180.05,3.03,58.22
WABAG,EQ,1994,-0.99,12458.15,2.94,58.17
BIOCON,EQ,401,-0.01,65350.73,14.34,57.41
GMRAIRPORT,EQ,93.99,-0.14,99243.81,61.09,57.18
RATNAVEER,EQ,285.75,-1.92,2041.02,19.75,56.76
RAIN,EQ,205,-0.75,6895.09,27.67,56.73
HDFCGOLD,EQ,127.82,-1.46,22262.95,44.35,56.67
DRREDDY,EQ,1156.5,-1.24,96527.82,4.87,56.64
KRT,RR,110,0.38,48778.39,51.61,56.62
AWL,EQ,191,-1.74,24823.86,29.35,56.16
MRF,EQ,132575,0.18,56226.95,0.04,55.87
IRB,EQ,19.2,-0.78,23189.76,289.51,55.79
PREMEXPLN,EQ,668.6,0.7,3594.47,8.18,55.44
JSWINFRA,EQ,332.45,-0.7,77460.9,16.62,55.36
KISSHT,EQ,300,1.42,5054.49,18.92,55.33
CREDITACC,EQ,1400,0.48,22463.61,3.94,55.31
FLUOROCHEM,EQ,4729,-0.23,51948.07,1.17,54.99
DCBBANK,EQ,222.12,-1.01,7155.57,24.87,54.88
ICICIPRULI,EQ,499.5,0.82,72468.56,11,54.61
IRCTC,EQ,473.05,-1.72,37844,11.52,54.56
RATEGAIN,EQ,875,-3.98,10365.51,6.03,53.3
AMBUJACEM,EQ,402.7,0.12,100063.59,13.3,53.13
IREDA,EQ,112.55,-1.44,31617.9,47.11,53.05
AIIL,EQ,509,-5.62,43225.58,10.27,53.04
ECLERX,EQ,2000.8,1.37,18817.67,2.65,52.78
SANSERA,EQ,3814,-2.28,23800.72,1.38,52.56
PARAGMILK,EQ,253.1,-2.32,3179.18,20.39,52.32
VINDHYATEL,EQ,2731,5.99,3236.47,1.92,51.81
NLCINDIA,EQ,275.6,0.47,38215.7,18.74,51.74
CUB,EQ,230.06,-2.1,22794.05,22.27,51.21
THERMAX,EQ,3750,-4.17,44683.61,1.34,50.92
KIRIINDUS,EQ,522.85,1.34,3407.31,9.77,50.92
COLPAL,EQ,1861.5,0.09,50630.13,2.75,50.81
PNBHOUSING,EQ,1141,-0.95,29757.73,4.47,50.79
KIMS,EQ,750.1,-1.09,31504.69,6.71,50.55
SHREEJISPG,EQ,643.6,1.02,10485.42,7.72,49.98
CYIENTDLM,EQ,859.9,0.31,6826.18,5.81,49.57
GRAPHITE,EQ,723,-1.35,14125.66,6.8,49.56
AXISCADES,EQ,1690,2.79,7188.16,2.91,49.25
SPARC,EQ,200.75,1.91,6514.33,24.1,49
DELHIVERY,EQ,454.8,-1.3,34072.11,10.61,48.3
SHAILY,EQ,3169.1,-2.98,14576.35,1.51,48.16
INOXINDIA,EQ,2097,-3.18,19033.11,2.26,47.99
COCHINSHIP,EQ,1463,-0.87,38488.72,3.28,47.86
ATGL,EQ,618,0.71,67968.26,7.77,47.77
GPIL,EQ,239.45,-1.63,16117.32,19.89,47.64
KERNEX,EQ,1739,6.41,2922.15,2.8,47.58
CRAFTSMAN,EQ,11040,-1.89,28874.49,0.43,47.42
NSLNISP,EQ,45.9,0.64,13451.48,101.89,47.16
IEX,EQ,118.86,-0.29,10598.66,39.76,47.15
SHADOWFAX,EQ,253.5,-1.44,14869.33,18.56,47.07
JUBLFOOD,EQ,486.5,0.43,32101.47,9.76,46.96
AARTIIND,EQ,505.85,-3.62,18348.52,9.18,46.82
SUDARSCHEM,EQ,1246,0.43,9919.1,3.76,46.48
CARTRADE,EQ,2959.4,-0.36,14356.65,1.57,46.21
GODFRYPHLP,EQ,2025.4,-2.55,31592.55,2.26,46.07
ANNU,BE,75.6,5,495.12,63.33,46.03
ASIANENE,EQ,505,3.4,2456.68,9.19,45.98
WEL,EQ,76,-5.99,1018.46,58.97,45.95
KARURVYSYA,EQ,347.5,-0.03,33588,13.17,45.71
