Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SILVERBEES,EQ,222.25,-0.81,32385.57,141.39,314.26
ACMESOLAR,EQ,456.7,4.93,32282.95,69.19,314.14
SYRMA,EQ,1707,-1.27,32916.16,18.38,311.66
SHYAMMETL,EQ,1095,-0.45,30564.94,28.77,311.48
GROWW,EQ,190.13,-0.85,119279.89,159.75,304.12
ENGINERSIN,EQ,285.75,7.28,16060.36,106.4,299.75
LICI,EQ,400,-1.89,505999.82,73.82,294.78
GAJA,EQ,162,13.68,2284.37,181.47,292.98
DIXON,EQ,13350,2.73,81662.73,2.2,292.02
DHOOTTRANS,EQ,1570,-1.3,32114.04,17.41,279.84
SHAILY,EQ,3255,3.34,14971.45,8.39,276.26
BANDHANBNK,EQ,179,2.29,28838.9,152.71,274.54
ADANIENSOL,EQ,1397.6,-2.68,170920.12,19.44,274.08
CGPOWER,EQ,910,2.02,143365.96,30,273.75
GMRAIRPORT,EQ,98.7,-0.6,104217.09,275.37,273.66
AEGISLOG,EQ,1469.8,3.84,51589.98,17.93,262.43
AVALON,EQ,2484,-2.12,16613.56,10.47,259.72
KALYANKJIL,EQ,581.5,-0.06,60054.47,44.4,258.69
TMPV,EQ,301.65,-0.71,111101.9,84.88,255.7
HINDZINC,EQ,591.8,-0.7,250054.38,43.06,254.42
HINDCOPPER,EQ,504.5,1.43,48786.36,48.84,245.17
GOLDBEES,EQ,125.65,-0.66,58254.81,194.62,244.7
DMART,EQ,3800.4,1.35,247879.56,6.47,244.61
ATGL,EQ,638,-3.44,70167.88,38.27,244.52
MEESHO,EQ,219.5,2.36,101545.54,109.44,239.79
ADANIPOWER,EQ,206.55,-0.02,398325.37,114.94,238.71
ADANIENT,EQ,2975,-1.49,402645.48,7.83,234.38
ITC,EQ,267,1.79,334614,86.63,231.07
APARINDS,EQ,18940,0.43,79306.21,1.22,230.83
TATACHEM,EQ,694.5,0.18,17692.82,32.53,224.67
INDHOTEL,EQ,745,1.67,106045.7,29.84,223.1
BHEL,EQ,433.4,-1.48,150912.63,51.12,222.08
INDIGO,EQ,4941,0.43,191051.97,4.47,221.97
MOLBIO,EQ,1222,-5.15,14082.33,18,221.72
SHRIRAMFIN,EQ,1011.8,0.18,238074.87,21.9,221.7
MOREPENLAB,EQ,122.15,1.03,6693.25,178.55,221.33
NAUKRI,EQ,1296.4,3.61,84061.25,16.98,218.39
FEDDERSHOL,EQ,60.1,13.61,1210.51,357.66,216.21
ICICIGI,EQ,1509.1,3.5,75395.88,14.28,214.77
REFEX,EQ,295,8.52,4047.97,74.6,214.19
LICHSGFIN,EQ,568,3.62,31243.58,37.5,211.62
VBL,EQ,425,0.72,143756.02,49.4,211.54
LIQUIDCASE,EQ,116.02,0.02,10442.92,179.97,208.78
TMCV,EQ,444.5,0.36,163699.99,46.77,206.95
DLF,EQ,660.25,2.47,163432.68,31.48,206.91
DRREDDY,EQ,1198.3,1.12,100017.22,17.19,206.71
POWERINDIA,EQ,31870,-2.54,142052.12,0.64,205.19
TARSONS,EQ,345.5,12.87,1838.28,59.43,203.28
HSCL,EQ,674.05,-0.19,34010.82,29.62,202.88
AARTIPHARM,EQ,849,3.49,7698.72,24.2,201.24
HEROMOTOCO,EQ,5419,2.53,108456.52,3.55,191.5
PERSISTENT,EQ,5449,0.61,85957.98,3.53,191.34
EICHERMOT,EQ,7512.5,-0.05,206234.43,2.52,189.35
RADICO,EQ,4480,-1.22,60024.11,4.21,188.19
APOLLOHOSP,EQ,8912,-0.36,128140.89,2.09,186.69
POWERGRID,EQ,266.1,-1.55,247489.07,69.35,185.76
TATASTEEL,EQ,183.4,-1.15,228947.89,99.34,183.44
TORNTPHARM,EQ,4970,2.69,189038.05,3.61,179.04
CHENNPETRO,EQ,1377.9,-2.73,20518.5,12.81,177.57
POLYCAB,EQ,8369.5,-0.36,126121.32,2.12,177.56
USHAMART,EQ,537.45,5.96,16378.35,33.36,176.65
LUMINO,EQ,112.2,0.61,3417.09,155.97,176.36
EDELWEISS,EQ,139.4,2.31,13194.78,125.04,175.67
DATAPATTNS,EQ,4530,0.37,25360.74,3.83,173.75
IDFCFIRSTB,EQ,85.8,-0.14,73974.27,202.39,173.63
OBEROIRLTY,EQ,1821,2.02,66211.97,9.6,172.99
VEDL,EQ,260.5,-2.65,101865.61,66,172.17
GESHIP,EQ,1487,3.83,21229.48,11.7,171.86
SONACOMS,EQ,795.25,-1.58,49633.81,21.21,170.96
WELENT,EQ,786.95,-4.42,10892.47,21.4,169.2
HINDUNILVR,EQ,1947,0.78,457465.42,8.65,169.12
ULTRACEMCO,EQ,11100,0.78,327093.88,1.52,168.7
TRENT,EQ,2815.5,-0.3,150131.55,5.93,167.29
NTPC,EQ,326.4,0.85,316499.18,50.98,166.73
MILKYMIST,EQ,287.77,5,22153.78,57.78,164.28
CHOLAFIN,EQ,1764,-2,150657.24,9.23,164.19
STEAMHOUSE,EQ,107.25,9.46,2964.46,158.07,161.3
HDFCLIFE,EQ,559.4,1.53,121534.63,28.31,159.28
MONQ50,EQ,317.04,-20,465.26,43.03,158.99
PFOCUS,EQ,354,2.8,27568.6,45.81,158.91
SHILPAMED,EQ,1068,4.59,20888.14,14.76,155.62
AUROPHARMA,EQ,1713.4,-1.19,98585.25,9.02,155.41
WIPRO,EQ,164.55,-1.37,162985.71,92.82,152.62
SUNSHINE,EQ,429.5,7.83,1337.84,37.45,152.49
UPL,EQ,559.9,-3.47,47265.04,26.91,151.64
TECHM,EQ,1558.5,1.39,152753.85,9.71,150.61
JSWINFRA,EQ,350,0.5,81550.05,43.04,150.09
SYMBIOTEC,EQ,1168,6.66,7505.11,13.03,149.45
TDPOWERSYS,EQ,750.2,-1.77,23440.51,19.84,148.07
POLICYBZR,EQ,1793,2.87,82961.19,8.15,145.27
MAZDOCK,EQ,2232,-2.11,90034.42,6.4,143.73
INDORAMA,EQ,106.18,16.62,2772.5,138.23,143.47
ONGC,EQ,235.63,1.22,296429.12,61.14,143.42
CUMMINSIND,EQ,5067,-0.64,140457.24,2.81,142.86
COALINDIA,EQ,414.7,1.17,255568.34,34.43,142.42
DELHIVERY,EQ,435,1.64,32594.31,32.49,140.2
FILATEX,EQ,102.85,9.61,4567.14,139.09,139.79
RVNL,EQ,209.71,-2.14,43724.96,65.62,138.67
MARICO,EQ,824.4,2.55,107187.54,16.72,137.87
CENTUM,EQ,4753,9.69,7016.39,2.96,137.51
FEDERALBNK,EQ,332,-0.23,82055.24,41.37,137.08
SYNGENE,EQ,382.7,3.7,15448.42,36.23,136.64
ICICIAMC,EQ,3217,0.32,159002.97,4.24,136.38
COLPAL,EQ,1892,-1.35,51459.68,7.2,136.03
JIOFIN,EQ,229.97,0.03,151852.45,58.63,135.34
GCSL,EQ,635,2.66,1534.12,21.25,135.07
BHARATFORG,EQ,1968.9,0.35,94117.1,6.86,134.71
NYKAA,EQ,336,1.16,96240.31,40.82,134.44
GMMPFAUDLR,EQ,1509.8,2.92,6787.64,8.94,134.3
PARAS,EQ,1413,2.94,11386.99,9.56,132.59
PNBHOUSING,EQ,1141.1,0.71,29760.33,11.56,131.56
KROSS,EQ,258.26,7.97,1666.02,51.29,131.39
APLAPOLLO,EQ,2181.1,-3.92,60560.07,5.94,130.4
ESDS,EQ,1642.75,5,19254.83,8.01,128.45
ASHOKLEY,EQ,161.75,-0.77,95009.6,78.83,127.49
SBILIFE,EQ,1756,1.44,176188.18,7.07,124.75
SAIL,EQ,177.3,-0.02,73234.21,70.44,124.61
CIPLA,EQ,1386.1,-0.6,111977.26,8.95,124.56
EMUDHRA,EQ,662,7.91,5482.14,19.25,124.48
MUTHOOTFIN,EQ,2854.2,0.46,114587.13,4.34,123.64
WAAREEENER,EQ,2499,-2.41,71884.07,4.92,123.46
NEULANDLAB,EQ,22690,-0.66,29111.02,0.54,122.77
HDFCAMC,EQ,2440,0.62,104629.77,5.03,122.74
YESBANK,EQ,23.17,1.98,72726.68,527.56,122.13
OLAELEC,EQ,37.01,1.7,17129.74,329.16,121.36
JSWSTEEL,EQ,1268.6,-0.55,310230.29,9.42,120.01
BIOCON,EQ,395,2.6,64372.92,30.38,119.57
KPITTECH,EQ,536.8,0.9,14716.04,22.24,118.42
MOTHERSON,EQ,162.91,0.21,171935.44,72.65,118.04
IOC,EQ,136.53,-0.34,192797.27,86.16,117.94
ABB,EQ,7271,0.01,154078.58,1.61,117.38
PCBL,EQ,344.55,2.33,13556.75,33.37,115.96
LTM,EQ,4280,0.11,126953.93,2.71,115.77
CDSL,EQ,1361,-2.09,28444.9,8.39,114.57
ACUTAAS,EQ,3425,-0.44,28040.86,3.28,113.35
SUZLON,EQ,43.34,0.46,59573.37,260.03,112.78
VENUSPIPES,EQ,2220.1,-2.75,4599.18,4.89,111.67
URBANCO,EQ,172.7,2.12,26633.46,64.9,111.39
NIFTYBEES,EQ,267.85,0.5,66502.91,41.54,111.02
LGEINDIA,EQ,1656.5,-2.38,112438.65,6.69,110.96
PWL,EQ,135,-1.17,39161.97,82.87,110.94
TATAELXSI,EQ,3287,0.62,20467.55,3.37,110.74
COCHINSHIP,EQ,1385,-0.93,36436.69,7.85,108.63
UNITDSPR,EQ,1397,1.9,101610.91,7.74,108.41
JUBLFOOD,EQ,487.05,-2.59,32137.76,22,108.2
MASPTOP50,EQ,114.4,-8.1,1929.06,88.91,107.37
SANSERA,EQ,4300,0.94,26833.53,2.51,107.02
BAJAJ-AUTO,EQ,11460,0.4,314925.2,0.93,106.85
MARKSANS,EQ,338.5,5.73,15339.59,31.89,106.59
PREMIERENE,EQ,919.9,1.98,41759,11.74,106.34
FACT,EQ,796.65,4.25,51548.99,13.22,106.15
LIQUID1,EQ,1123.52,0.01,2434.66,9.45,106.13
TATAPOWER,EQ,367.15,-2.04,117316.89,28.76,105.49
TFCILTD,EQ,140,0.27,6481.68,74.79,105.14
RECLTD,EQ,310.2,-0.58,81682.61,33.72,105.09
NATIONALUM,EQ,352.5,0.57,64741.27,29.61,104.72
SAGILITY,EQ,45.95,0.64,21510.7,226.15,104.66
SMSPHARMA,EQ,467.85,5.62,4381.51,22.34,103.37
BANKBARODA,EQ,233.64,-0.55,120823.71,43.98,102.64
MAXHEALTH,EQ,1066.6,1.65,103813.27,9.65,102.46
KEI,EQ,4596,-1.16,43938.03,2.22,102.17
STLTECH,BE,808.9,-1.21,41570.28,12.65,101.7
VOLTAS,EQ,1142.1,2.81,37790.35,8.87,101.69
PNB,EQ,118,0.62,135616.73,86.24,101.61
UNIMECH,EQ,1702,6.96,8663.52,6.09,100.66
ZYDUSLIFE,EQ,1161,0.09,115810.19,8.64,100.43
GLENMARK,EQ,2450,0.11,69145.04,4.06,99.67
BDL,EQ,1175,-1.77,43071.09,8.41,98.69
BPCL,EQ,312.75,-0.4,135684.49,31.53,98.51
CPPLUS,EQ,3480,3.72,41168.55,2.87,98.17
BLUESTARCO,EQ,1565,2.17,32178.71,6.24,97.73
REDINGTON,EQ,392.8,-1.76,30708.1,23.61,93.19
BBOX,EQ,830,3.6,14740.73,11.2,93.14
NEOGEN,EQ,2364,-5,7102.03,3.92,93.12
PPLPHARMA,EQ,214,2.81,28490.85,43.31,92.33
SHREEJISPG,EQ,717.9,1.39,11695.9,12.91,91.67
EPL,EQ,240,0.27,7688.91,38.17,91.37
GVT&D,EQ,4366.1,-0.43,111792.48,2.07,91.09
LUPIN,EQ,2124.5,1.99,97146.13,4.29,90.75
AEGISVOPAK,EQ,317,0.65,35123.33,28.64,90.73
RBLBANK,EQ,402.4,-3.25,62438.09,22.14,89.53
UNOMINDA,EQ,1227.5,-4.4,70883.95,7.16,88.35
CONCORDBIO,EQ,1574,5.33,16466.59,5.61,87.92
INOXWIND,EQ,77.5,0.91,13393.84,112.94,86.92
JSWENERGY,EQ,517,-1.71,94791.06,16.73,86.46
AMBER,EQ,7098,-0.38,25033.06,1.21,86.42
GODREJCP,EQ,867.5,-1.42,88771.7,9.76,85.79
ANGELONE,EQ,296.15,-0.99,27069.19,28.58,85.03
ADANIGREEN,EQ,1303.6,-2.32,213972.1,6.44,84.66
MFSL,EQ,1569,0.64,54148.51,5.34,84.48
MANAPPURAM,EQ,315.1,-1.27,29598.48,26.7,84.43
NAVINFLUOR,EQ,8470,-1.4,43444.64,0.99,84.15
HFCL,BE,215,-0.33,32907.95,39.19,83.88
BRITANNIA,EQ,5023,0.5,120988.15,1.67,83.71
IDBI,EQ,83.07,0.01,89320.2,99.95,83.43
WABAG,EQ,2101,-1.48,13129.48,3.94,83.02
GOLDIETF,EQ,130.18,-0.75,28210.25,63.64,82.91
GLAND,EQ,2935.2,-0.9,48421.01,2.79,82.77
FORTIS,EQ,893.5,0.85,67455.51,9.16,82.54
JAYKAY,EQ,188.98,13.04,2462.16,44.33,82.34
DABUR,EQ,386.8,-2.14,68616.66,20.98,81.95
HYUNDAI,EQ,2144,-2.93,174208.81,3.8,81.78
GRAPHITE,EQ,812,-2.27,15864.5,9.95,81.65
AGI,EQ,820.3,10.1,5307.13,10.16,81.6
FCL,EQ,55.9,-1.96,6509.56,144.44,81.48
LTF,EQ,307.8,-1.6,77145.53,26.18,80.77
JINDALSTEL,EQ,1130.6,0.99,115331.16,7.08,80.64
MOTISONS,EQ,18,-1.64,2047.51,441.95,80.21
NHPC,EQ,75.8,-1.49,76141.36,104.06,79.01
NESTLEIND,EQ,1385,0.92,267071.53,5.73,78.94
EXIDEIND,EQ,432.85,-0.69,36792.25,18.1,78.59
SHREECEM,EQ,22550,-0.22,81362.09,0.35,78.42
MRPL,EQ,167.2,1.1,29303.45,46.54,78.13
XTRANET,EQ,343.37,10,1795.33,23.49,78.09
POONAWALLA,EQ,471.2,-1.71,41492.73,16.39,77.42
JSL,EQ,753.5,0.34,62120.02,10.36,77.39
AGIIL,EQ,271.05,0.22,3388.05,28.42,77.2
QPOWER,EQ,1488,-3.13,11523.68,5.13,77.04
SIEMENS,EQ,3887,-0.69,138424.04,1.97,76.74
TVSMOTOR,EQ,4155,-0.39,197398.7,1.83,76.56
BOSCHLTD,EQ,47565,1.2,140298.2,0.16,75.99
TATSILV,EQ,22.55,-0.84,5348.98,336.5,75.88
TI,EQ,581.5,2.25,14390.61,13.07,75.46
ACE,EQ,1230,0.07,14647.23,6.05,75.44
CHOICEIN,EQ,780,2.11,17376.57,9.67,75.29
NAM-INDIA,EQ,1146.7,-0.72,73383.02,6.55,75.28
TATATECH,EQ,723,0.08,29357.55,10.35,74.53
ZEEL,EQ,77.5,-1.42,7444.03,95.17,74.02
AUBANK,EQ,1038,-1.95,77952.74,7.04,73.39
MARINE,EQ,417.15,10.01,5837.78,18.25,73.18
UNIONBANK,EQ,178.09,0.87,135946.88,41.11,73.06
RAIN,EQ,212,2.46,7130.53,34,72.31
BELRISE,EQ,240.98,0.33,23306.43,29.79,72.06
HAVELLS,EQ,1103.1,-2.59,69226.33,6.48,71.77
BODALCHEM,EQ,197.75,3.41,2490.54,36.02,71.6
SCI,EQ,281,1.43,13088.95,25.07,70.85
SETFGOLD,EQ,129.58,-0.72,27121.71,54.47,70.62
KIRLOSENG,EQ,2131.6,-1.32,31019.01,3.28,70.32
TATACONSUM,EQ,1000.6,0.46,98989.51,6.88,69.35
AZAD,EQ,2763,-0.98,17843.94,2.49,69.21
EMIL,EQ,190.1,-3.15,7314.07,35.57,69.13
ANTELOPUS,EQ,1101,-0.35,3871.38,6.12,68.76
LCCPROJECT,EQ,143.3,-8.01,4150.99,47.13,68.66
NMDC,EQ,79.8,0.82,70158.7,85.13,68.33
GODREJPROP,EQ,1696.9,0.34,51115.12,3.99,67.98
HBLENGINE,EQ,751,-1.18,20817.34,8.98,67.9
AKUMS,EQ,820.95,4.75,12921.26,8.25,67.58
MANINDS,EQ,862.5,1.29,6469.58,7.8,67.46
FLUOROCHEM,EQ,4560,-0.58,50091.6,1.47,67.22
HDBFS,EQ,680.95,-2.5,56570.94,9.8,67.16
SHAREINDIA,EQ,226.56,-0.7,4927.5,29.76,66.93
VMM,EQ,101.65,-0.97,47621.08,65.38,66.59
TATACAP,EQ,343.5,-2.23,145811.25,19.38,66.55
PHOENIXLTD,EQ,1929,2.72,68996.06,3.45,66.46
TIMETECHNO,EQ,181.5,1.26,8959.48,36.79,66.29
ENRIN,EQ,3211,-0.53,114350.29,2.06,66.12
FORCEMOT,EQ,17485,-0.02,22788.05,0.38,66.06
KISSHT,EQ,362.9,1.92,6433.1,18.2,66.01
TIMEX,EQ,709.8,-0.62,7165.43,9.23,66
ASIANPAINT,EQ,2440.3,-0.45,234073.04,2.68,65.81
MAHABANK,EQ,82.2,-1.6,63224.47,79.04,65.08
GAIL,EQ,172.61,-0.74,113492.79,37.35,64.67
KARURVYSYA,EQ,326.4,-1.73,31548.56,19.87,64.66
KPL,EQ,3833.1,10.43,3977.3,1.71,64.54
INDUSTOWER,EQ,377.65,0.47,99630.22,16.95,64.07
ABCAPITAL,EQ,403.4,-1.62,110437.45,15.92,64.06
TEMPSENS,EQ,527,-0.87,4417.98,12.06,63.92
CANBK,EQ,123.7,-0.06,112203.96,51.72,63.85
HDFCSILVER,EQ,222.1,-0.83,7514.78,28.69,63.75
SAPPHIRE,EQ,238.9,3.82,7677.84,26.44,63.1
YATHARTH,EQ,1129.9,-0.84,10887.08,5.59,62.98
SHIPROCKET,EQ,122.5,0.75,8912.83,50.05,62.05
PVRINOX,EQ,1352,2.06,13276.63,4.61,61.95
HOMEFIRST,EQ,1255.5,1.14,13127.44,4.92,61.69
360ONE,EQ,1072.7,-0.04,43719.44,5.74,61.65
BAJAJHLDNG,EQ,11409,1.71,126974.77,0.54,61.64
ORCHPHARMA,EQ,1081,9.23,5482.74,5.74,61.55
NRBBEARING,EQ,524.9,-0.11,5087.47,11.57,61.42
EMAMILTD,EQ,382,3.68,16674.3,16.21,61.32
SILVERIETF,EQ,232.25,-0.7,15151.51,26.37,61.21
LEAPIND,EQ,146.05,3.97,6434.03,42.15,61.01
SBCL,EQ,1139.9,3.99,6566.3,5.27,60.91
AUGMONT,EQ,880.1,0.66,8041.78,6.83,60.79
SBICARD,EQ,637,-2.17,60619.67,9.5,60.75
IIFL,EQ,608.15,1.32,25869.55,10.02,60.65
GRASIM,EQ,3166,-1.35,215458.24,1.87,59.6
SAILIFE,EQ,1604,0.22,34068.03,3.68,59.46
WELSPUNLIV,EQ,215.6,0.44,20368.86,27.02,58.39
SURAJEST,EQ,216,12.35,1031.91,26.87,58.35
HINDPETRO,EQ,357.6,-0.39,76090.93,16.3,58.24
LLOYDSENGG,EQ,85.35,3.54,12605.31,68.22,56.99
MOBIKWIK,EQ,209.4,-1.45,1648.96,26.64,56.79
CASTROLIND,EQ,193.25,-1.97,19113.68,29.11,56.74
INDUSINDBK,EQ,956,-1.07,74485.84,5.88,56.52
SAMHI,EQ,160.32,-1.02,3564.87,35.18,56.23
FINCABLES,EQ,1400,-0.79,21411.51,3.99,56.13
BEML,EQ,2099,-1.69,17482.36,2.64,55.85
PAGEIND,EQ,35950,-1.24,40098.18,0.15,55.72
ARIS,EQ,141.5,6.13,1157.38,39.54,55.11
SOUTHBANK,EQ,45.49,-1.26,11915.2,121.35,55.02
MON100,EQ,330.95,0.19,16684.34,16.32,54.55
MIDHANI,EQ,417.9,0.14,7828.94,12.95,54.48
KMEW,EQ,2875,-0.37,7292.24,1.85,54.25
SKYGOLD,EQ,792,1.06,12266.01,6.85,53.75
NORTHARC,EQ,319,1.72,5157.08,16.67,53.08
LIQUIDADD,EQ,1145.63,0.01,1696.11,4.63,53.07
KFINTECH,EQ,896.7,-3.58,15501.44,5.86,52.93
GRANULES,EQ,873.7,-0.21,21650.02,5.97,52.46
STAR,EQ,1227.1,0.6,11310.51,4.22,52.39
TEJASNET,EQ,516.8,-0.29,9202.42,10.11,52.36
LIQUIDIETF,EQ,1000,0,1105.81,5.23,52.31
ONESOURCE,EQ,1599,0.26,18336.2,3.2,51.75
LODHA,EQ,1138,-0.59,113724.33,4.52,51.48
TATAGOLD,EQ,14.77,-0.54,6221.46,347.58,51.37
SAMMAANCAP,EQ,142.91,-0.7,16599.62,35.43,51.06
ALKEM,EQ,5364,-1.88,64134.67,0.95,51.05
THERMAX,EQ,3568.6,0.47,42522.12,1.42,50.65
SUPRIYA,EQ,962,6.15,7742.45,5.39,50.53
VOGL,EQ,33.85,-1.2,13236.66,148.01,50.43
BAJAJFINSV,EQ,1849.8,-0.15,296349.31,2.7,50.14
DBL,EQ,421.25,-1,6842.99,11.72,50.03
TBZ,EQ,633.7,5,4228.72,8.17,49.9
EBGNG,EQ,689,-2,7855.39,7.28,49.8
ISGEC,EQ,853,9.32,6272.07,5.93,49.75
ZOTA,EQ,1315,15,4554.19,4.01,49.71
IOLCP,EQ,202.5,-0.32,5943.93,24.31,49.63
GOKEX,EQ,689.7,-5.23,5053.96,7.08,49.54
ICICIPRULI,EQ,493,0.2,71545.18,9.97,49.49
SBC,EQ,49.2,-0.08,2342.85,99.06,49.13
MEDANTA,EQ,1504.9,0.37,40462.51,3.22,48.37
VINDHYATEL,EQ,2880,8.27,3413.05,1.71,48.13
AJANTPHARM,EQ,3521.2,-1.19,44000.57,1.35,48.13
CARTRADE,EQ,2919,-2.34,14160.66,1.63,47.86
AEROFLEX,EQ,515.4,0.88,6820.33,9.32,47.76
SJS,EQ,2335,-3.62,7530.27,2.04,47.63
ENTERO,EQ,1798.5,3.82,7827.62,2.68,47.57
SUPREMEIND,EQ,3500,-2.24,44459.4,1.34,47.35
GILLETTE,EQ,7050,-0.33,22972.58,0.67,47.28
MPHASIS,EQ,2296.2,-0.18,43845.95,2.07,47.27
PARAGMILK,EQ,273,1.68,3429.14,17.07,47.08
PIRAMALFIN,EQ,2226,-3.23,52673.91,2.07,46.74
CAPILLARY,EQ,510,5.36,4059.03,9.07,46.51
ASTERDM,EQ,755.2,0.02,65828.7,6.1,46.48
BLS,EQ,232.05,2.45,9554.45,20.12,46.32
NCC,EQ,135.97,-0.85,8536.83,33.59,46.25
MANALIPETC,EQ,86.88,5.41,1494.33,52.79,45.76
EPACKPEB,EQ,241.9,6.91,2434.26,18.88,45.75
CGCL,EQ,269,-0.61,25881.94,16.96,45.7
RPOWER,EQ,21.06,-0.33,8709.93,214.01,45.65
PGEL,EQ,536.55,1.4,15385.95,8.53,45.59
SHANKESH,EQ,91.06,-2.15,1338.87,49.27,45.56
JSWCEMENT,EQ,116.25,-1.01,15849.12,38.63,45.43
LIQGRWBEES,EQ,1056.32,0.01,208.39,4.26,44.96
HEG,BE,248.5,4.83,4795.49,18.13,44.75
SWANCORP,EQ,301.4,2.19,9447.59,14.84,44.63
MACPOWER,EQ,1949,-7.39,1949.81,2.22,44.58
VISL,EQ,30.84,-0.23,12059.64,143.94,44.56
COMSYN,EQ,301.2,-1.75,1215.02,14.7,44.47
JSFB,EQ,529.3,0.38,5597.48,8.35,44.25
CAMS,EQ,703.85,-0.59,17484.93,6.21,43.96
OMNI,EQ,550,-1.11,6801.63,7.88,43.66
CONCOR,EQ,487.05,-3.28,37094.6,8.85,43.58
SBIFUNDS,EQ,551.5,-1.75,112331.04,7.81,43.36
