Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
FINCABLES,EQ,1430.1,0.82,21871.86,33.59,481.73
ANTELOPUS,EQ,1140.2,1.43,4009.21,41.65,479.43
SWIGGY,EQ,278.2,-0.29,76791.92,172.34,478.96
SMSPHARMA,EQ,466,11.63,4364.18,104.02,471.04
CHENNPETRO,EQ,1570,-3.47,23379.09,29.17,469.48
GODREJPROP,EQ,1748,-6.62,52654.39,26.84,469.48
HINDALCO,EQ,981.5,-3.21,220565.28,47.54,468.05
LT,EQ,3930.7,-0.61,540811.68,11.95,468.01
LODHA,EQ,1116.9,-4,111603.24,41.92,460.27
INDIGO,EQ,4973,0.57,192289.3,9.24,451.91
HINDCOPPER,EQ,515,-2.33,49801.74,87.7,448.24
LAURUSLABS,EQ,1969,1.23,106387.48,22.77,446.69
BANDHANBNK,EQ,176.52,1.45,28439.34,253.35,445.82
NETWEB,EQ,5044.5,0.62,29987.49,8.7,434.85
HINDZINC,EQ,576.45,-2.89,243568.51,71.59,412.02
WESTLIFE,EQ,569.3,1.31,8860.8,72.22,411.3
M&M,EQ,3107,-0.54,386364.41,13.11,406.62
VBL,EQ,416.5,1.46,140879.66,97.19,400.72
MANINDS,EQ,868,-0.96,6510.83,45.25,393.6
MVELECTRO,EQ,841,0.66,2294.48,45.81,385.28
MOBIKWIK,EQ,209.45,7.59,1649.35,181.07,382.21
KALYANKJIL,EQ,601.15,-1.89,62083.82,63.41,378.85
HAL,EQ,4905,-0.91,328034.14,7.63,374.04
TDPOWERSYS,EQ,802.75,5.24,25082.47,42.85,337.3
EICHERMOT,EQ,7530,-2.17,206714.84,4.44,336.84
SOLARINDS,EQ,22290,-0.36,201702.33,1.49,332.87
WELCORP,EQ,2686.9,-3.24,70877.91,12.22,329.22
FILATEX,EQ,88,15.41,3907.71,388.99,328.65
POLYCAB,EQ,8241,-1.4,124184.94,4,328.47
LICI,EQ,404.1,-0.37,511186.31,81.45,328.45
AIIL,EQ,536.1,4.65,45526.98,59.95,325.51
SHRIRAMFIN,EQ,1028.6,-0.91,242027.89,31.71,325.21
APOLLO,EQ,421.15,1.92,15649.91,77.52,323.7
GRAPHITE,EQ,828,0.39,16177.1,39.72,323.67
BEL,EQ,404.35,-0.16,295570.91,78.06,314.8
VEDL,EQ,263.7,-1.99,103116.93,118.44,310.55
TECHM,EQ,1541,1,151038.61,20.07,309.86
ASHOKLEY,EQ,163.75,-1.43,96184.37,190.44,309.47
POWERGRID,EQ,269.1,-0.98,250279.25,114.23,308.33
TMCV,EQ,434.1,-1.17,159866.02,71.09,308.03
LIQUIDBEES,EQ,1000.01,0,10980.56,30.52,305.21
SHAREINDIA,EQ,198.12,0.92,4308.95,152.03,302.25
CUPID,EQ,279.7,0.81,37610.16,106.88,300.13
ADANIPORTS,EQ,1764.6,-0.19,406556.62,16.75,294.79
REDINGTON,EQ,394.2,0.56,30817.55,74.74,292.83
APARINDS,EQ,17499,1.26,73272.4,1.69,291.82
ITC,EQ,259.85,0.21,325653.36,111.16,289.53
OFSS,EQ,11763,0.32,102435.88,2.46,289.38
AHCL,EQ,19.8,12.88,1052.4,1507.49,287.93
DLF,EQ,644.5,-1.73,159534.05,45.02,287.28
LENSKART,EQ,681.9,-1.64,118603.29,41.11,282.69
GOLDBEES,EQ,125.19,-0.8,57811.69,224.73,280.8
MUTHOOTFIN,EQ,2792.1,-1.74,112094.01,10.15,280.58
DRREDDY,EQ,1165.5,1.97,97279.49,24.03,280.48
MRPL,EQ,175.4,-3.26,30740.58,157.09,279.74
BHEL,EQ,431,0.35,150076.93,65.48,278.54
HCLTECH,EQ,1206.1,-0.07,327295.15,22.73,275.91
WAAREEENER,EQ,2625,3.1,75508.48,10.67,275.45
CHOLAFIN,EQ,1845.9,-0.7,157644.1,15.05,274.07
BLACKBUCK,EQ,631,7.7,11494.75,44.33,269.18
DATAPATTNS,EQ,4829,1.08,27034.66,5.61,267.73
SUNPHARMA,EQ,1840,-1.13,441467.23,14.45,266.53
GVT&D,EQ,4548.1,0.07,116452.52,5.88,264.63
OIL,EQ,489.8,-2.1,79671.25,52.74,262.43
DMART,EQ,3688,-0.05,240548.32,7.1,260.91
MAXHEALTH,EQ,1037.7,-0.09,101000.4,25.07,258.67
PIIND,EQ,2259,-4.48,34273.12,11.25,253.84
MILKYMIST,EQ,292.77,5,22538.71,88.08,252.76
KIRLOSIND,EQ,3835,7.22,4030.42,6.39,250.23
BAJAJ-AUTO,EQ,11678,-0.76,320915.92,2.15,250.2
NIFTYBEES,EQ,267.4,0.09,65943.28,92.38,246.17
INDUSINDBK,EQ,978.2,-1.52,76215.53,25.05,244.79
ULTRACEMCO,EQ,11000,0.19,324147.09,2.23,244.42
LUMINO,EQ,108.7,0.71,3310.5,224.48,243.87
WOCKPHARMA,EQ,2179.2,-1.86,35408.86,11.1,243.37
ITDC,EQ,686.5,3.3,5888.07,34.31,241.44
NATIONALUM,EQ,361,-3.31,66302.41,65.61,235.06
SUZLON,EQ,44.12,-0.23,60645.53,527.77,231.43
TMPV,EQ,301.1,0.2,110899.33,76.83,231.26
CIPLA,EQ,1366,-0.53,110353.46,16.81,228.2
LALITHAA,EQ,338.2,0.18,18929.39,67.35,227.74
LIQUIDCASE,EQ,115.92,0.07,10424.38,191.75,222.24
ORIENTTECH,EQ,247.47,5.15,1133.56,84.3,221.49
HDFCLIFE,EQ,530,0.73,115147.22,41.28,217.37
PFC,EQ,353.45,0.18,116642.1,61.99,217.33
MOTHERSON,EQ,164.45,0.77,173560.76,132,216.46
ADANIPOWER,EQ,209.97,-1.65,404920.73,102.71,215.69
HINDUNILVR,EQ,1927,-0.79,452766.24,11,213.05
STLTECH,BE,897.45,5,46120.96,24.1,211.2
BLUESTARCO,EQ,1558,2.91,32034.78,13.36,206.56
HFCL,BE,235.05,0.74,35976.81,88.56,203.87
RACLGEAR,EQ,1800,13.34,2121.85,11.43,203.61
HINDPETRO,EQ,352,-0.18,74899.35,58.36,202.02
JSWSTEEL,EQ,1265,-2.99,309349.93,15.81,201.76
TITAN,EQ,5009.5,-0.23,444736.48,4.03,200.98
CGPOWER,EQ,909,-0.61,143208.41,21.63,195.72
KAYNES,EQ,3505,0.17,23495.65,5.56,192.45
TRENT,EQ,2802.4,-0.58,149433.02,6.78,189.45
OLAELEC,EQ,38.51,-1.63,17824,486.77,188.77
TVSMOTOR,EQ,4125,0.08,195973.43,4.55,187.23
SAILIFE,EQ,1585,-0.38,33664.48,11.7,186.09
APOLLOHOSP,EQ,8836,-0.72,127048.12,2.08,184.98
PERSISTENT,EQ,5516,0.12,87014.9,3.35,184.97
IDBI,EQ,83.55,2.36,89836.32,221.27,184.38
KWIL,EQ,43.3,4.26,10173.73,427.3,183.61
MAHABANK,EQ,84.2,-0.18,64762.78,216.76,182.06
ANGELONE,EQ,305,2.59,27878.11,59.43,177.1
MOREPENLAB,EQ,115.72,0.38,6340.92,153.04,175.15
SUNSHINE,EQ,407.8,-19.99,1270.25,39,174.93
NESTLEIND,EQ,1383.3,-0.21,266743.72,12.39,171.82
ZEEL,EQ,79.45,-1.85,7631.33,211.61,169.46
GRASIM,EQ,3281.9,-1.12,223345.67,5.16,169.19
CUMMINSIND,EQ,5070,-1.65,140540.4,3.31,167.8
POWERINDIA,EQ,31435,0.77,140113.22,0.54,166.61
NTPC,EQ,333.4,-0.48,323286.85,49.69,166.18
BANKBARODA,EQ,238.13,0.21,123145.65,70.18,165.98
COALINDIA,EQ,426.4,-1.3,262778.74,38.68,165.76
SWANCORP,EQ,295,-1.06,9246.98,56.51,164.97
AEGISLOG,EQ,1353,3.47,47490.3,12.17,162.93
HDFCAMC,EQ,2403.9,-1.23,103081.76,6.78,162.87
TATSILV,EQ,22.07,-2.73,5227.17,732.8,160.78
ASIANPAINT,EQ,2472.5,-1.02,237161.65,6.53,160.73
IIFL,EQ,600,-1.26,25522.86,26.61,160.62
ADANIENSOL,EQ,1373,-1.36,167911.65,11.54,158.46
SAIL,EQ,179,-2.59,73936.4,87.64,157.59
SUNTV,EQ,475.15,4.3,18724.93,33.12,157.52
INDOMIM,EQ,1013.2,0.66,50100.81,15.65,156.47
PTCIL,EQ,23440,4.71,35142.53,0.66,153.32
HERITGFOOD,EQ,419,5.26,3888.15,36.38,151.52
LTM,EQ,4275,-2.26,126805.61,3.49,150.52
PREMIERENE,EQ,974.2,0.65,44223.96,15.28,147.67
ONESOURCE,EQ,1592,3.25,18255.92,9.19,147.14
BAJAJFINSV,EQ,1913.5,-1.39,306554.44,7.62,145.54
JINDRILL,EQ,637.7,-2.52,1848.13,21.6,143.89
BIOCON,EQ,390.65,-0.26,63664,36.66,143.47
VOGL,EQ,36.9,1.46,14429.33,386.69,141.76
WIPRO,EQ,167.4,0.66,165804.2,84.85,141.64
RECLTD,EQ,312.7,-0.35,82340.91,45.1,141.34
PAISALO,EQ,83.99,1.25,7639.07,167.81,140.24
HDFCSILVER,EQ,216.84,-3,7303.63,65,140.18
SHILPAMED,EQ,959.05,2.04,18757.27,14.72,140.13
ABB,EQ,7274,-0.75,154142.15,1.92,139.73
NIACL,EQ,198.92,0.8,32782.02,70.24,139.56
CDSL,EQ,1360,0.37,28424,10.41,138.55
CANBK,EQ,124,-0.48,112476.08,111.31,137.44
TEMPSENS,EQ,586.5,0.89,4916.79,23.53,136.42
NYKAA,EQ,344.5,0.75,98668.73,39.78,136.06
PHOENIXLTD,EQ,1890,0.13,67601.12,7.23,135.91
TBZ,EQ,526.3,5,3512.03,27.35,135.75
SETL,EQ,468.15,4.99,9339.2,29.34,135.74
PNBHOUSING,EQ,1178.9,-0.01,30746.17,11.53,135.6
TEJASNET,EQ,554.9,0.93,9880.85,24.66,135.04
FCL,EQ,57.75,-1.64,6724.99,233.77,134.86
INDIANB,EQ,853.5,-0.35,114963.38,15.8,134.43
PNB,EQ,116.75,-0.09,134180.11,114.8,134.04
UNIONBANK,EQ,178.1,-0.61,135954.52,74.23,132.04
RBLBANK,EQ,412.55,0.43,63984.01,32.09,131.83
INDOCO,EQ,260.1,2.3,2400.82,50.02,131.44
HEROMOTOCO,EQ,5221.5,-1.11,104503.73,2.52,131.43
BBOX,EQ,805.1,8.09,14298.51,16.64,131.11
TORNTPHARM,EQ,4965.5,0.72,188866.89,2.63,130.09
LUPIN,EQ,2095,0.83,95797.2,6.22,130.01
EDELWEISS,EQ,132.7,-1.88,12560.6,97.24,129.07
BSOFT,EQ,281.5,2.07,7872.63,46.22,128.9
RATNAVEER,EQ,287.75,-7.36,2055.3,43.71,128.79
EMMVEE,EQ,344.8,0.63,23872.06,37.47,128.44
ADANIGREEN,EQ,1281.3,-1.37,210311.79,9.97,127.9
APLAPOLLO,EQ,2153.5,-1.88,59793.74,5.91,127.18
GESHIP,EQ,1414,0.99,20187.28,9.02,126.56
AZAD,EQ,2862,3.19,18483.29,4.54,126.08
BPCL,EQ,304.5,0.5,132105.28,41.38,124.31
ASTRAL,EQ,1411.4,-3.26,37917.28,8.72,123.37
MARICO,EQ,802.1,-0.11,104143.69,15.34,123.3
JSL,EQ,755.65,-0.85,62297.27,16.2,122.9
TECHNOCRAF,EQ,437.5,-0.43,1732.77,27.6,122.31
63MOONS,EQ,905.1,2.12,4170.57,13.37,122.22
LTF,EQ,309.1,-0.71,77471.36,39.56,121.41
ALKEM,EQ,5087.5,-0.98,60828.69,2.39,121.38
ANANTRAJ,EQ,597.1,-1.93,21488.25,20.42,121.1
BODALCHEM,EQ,171.6,3.31,2161.2,74.57,120.64
IDFCFIRSTB,EQ,86.21,-0.73,74327.76,139.38,120.13
MANKIND,EQ,2280,1.86,94174.28,5.31,119.68
SKIPPER,EQ,553.95,-4.98,6254.32,21.63,119.54
MAZDOCK,EQ,2339,-1.85,94350.58,5.1,118.71
GAIL,EQ,173.62,-0.5,114156.88,67.7,118.01
SHIPROCKET,EQ,134,3.74,9749.54,88.23,116.79
ZYDUSLIFE,EQ,1119.1,0.12,111630.65,10.39,116.61
FORCEMOT,EQ,17705,-2.59,23074.77,0.65,115.63
BDL,EQ,1190,-0.42,43620.94,9.75,114.86
BLUESTONE,EQ,892,4.31,13627.86,13.09,114.83
SYMBIOTEC,EQ,1135.05,-0.34,7293.39,10.11,113.56
GLAND,EQ,2935.9,-0.37,48432.56,3.89,113.47
MANAPPURAM,EQ,329,-0.54,30904.16,34.61,112.95
LIQUIDIETF,EQ,1000,0,1044.34,11.27,112.68
ACUTAAS,EQ,3375,-2.21,27631.5,3.25,111.11
AUBANK,EQ,1058.9,0.4,79478.71,10.59,111.04
PRESTIGE,EQ,1498,-2.95,64523.39,7.47,110.94
NOVARTIND,EQ,2366,-2.56,5841.84,4.55,110.31
GRSE,EQ,2447,0.48,28030.87,4.6,110.12
FEDERALBNK,EQ,344.5,-0.43,85139.82,31.89,109.51
SAGILITY,EQ,45.2,1.78,21159.6,244.3,109.05
PVRINOX,EQ,1232.1,0.88,12099.22,8.8,108.59
FIVESTAR,EQ,555.45,4.67,16396.25,19.6,107.61
HYUNDAI,EQ,2174,-1.41,176646.44,4.85,105.91
NEULANDLAB,EQ,23455,-1.45,30092.5,0.44,103.77
AUGMONT,EQ,881.8,-3.89,8057.32,11.69,103.76
SBICARD,EQ,655.2,-1.67,62351.66,15.72,103.01
IOLCP,EQ,195,-7.77,5723.79,51.29,102.61
CAMS,EQ,711,-0.14,17662.55,14.43,101.89
POLICYBZR,EQ,1797.3,-0.15,83160.15,5.64,101.24
SYRMA,EQ,1594.8,-0.25,30752.61,6.39,101.05
JSWINFRA,EQ,343.9,0.42,80128.75,29.58,100.78
SILVERIETF,EQ,226.8,-2.86,14706.15,44.59,100.62
PARAS,EQ,1430.4,-1.58,11527.21,7.04,100.34
AEROPLANE,EQ,205.8,-0.53,2131.09,48.5,97.47
BRITANNIA,EQ,4962,-0.94,119518.85,1.95,97.17
IOC,EQ,135.11,0.13,190792.05,72.03,96.89
BOSCHLTD,EQ,48385,-0.8,142716.88,0.2,96.6
NEOGEN,EQ,2387.3,-0.07,6536.83,4.09,96.46
ICICIGI,EQ,1459.8,-0.35,72932.02,6.64,96.25
OBEROIRLTY,EQ,1741.1,-2.84,63306.79,5.43,94.12
HSCL,EQ,664.25,0.08,33516.34,14.21,93.69
NHPC,EQ,76.38,0.04,76723.98,120.31,92.33
RAIN,EQ,216,-0.59,7265.07,43.34,92.27
TFCILTD,EQ,141.75,-0.99,6562.7,64.96,92.16
NAM-INDIA,EQ,1189.6,0.39,76108.42,7.76,91.33
HDFCNIFTY,EQ,263.32,-0.38,4922.36,34.61,91.26
360ONE,EQ,1091,-0.36,44465.29,8.35,90.76
BALRAMCHIN,EQ,693,-1.72,14663.71,13.01,90.73
TATACONSUM,EQ,991,-0.86,98039.78,9.06,90.02
TATAPOWER,EQ,364.65,-0.64,116518.06,24.26,88.66
INDOTHAI,EQ,41.17,-4.98,533.64,202,88.64
VOLTAS,EQ,1165,0.56,38548.07,7.62,88.37
MIDHANI,EQ,446.9,-3.55,8372.22,19.41,87.14
WHEELS,EQ,2229,-3.63,5446.12,3.86,86.83
GENESYS,EQ,304.15,1.49,2033.69,28.09,85.53
SOLARA,EQ,749.85,6.02,3604.55,11.6,84.6
IBULLSLTD,EQ,26.14,4.98,6096.38,328.65,84.23
JAMNAAUTO,EQ,135.98,3.12,5439,62.45,84.15
CARTRADE,EQ,3086.1,1.69,14971.3,2.74,84.07
GLENMARK,EQ,2419.2,0.17,68275.79,3.47,83.72
UPL,EQ,572.95,-0.41,48366.68,14.5,83.09
AUROPHARMA,EQ,1679.8,0.68,96651.98,4.94,82.67
AMBER,EQ,7245,-0.48,25551.5,1.12,80.7
RRKABEL,EQ,2428,-0.37,27462.02,3.32,79.93
ANTHEM,EQ,940.65,-0.18,53008.27,8.44,79.49
USHAMART,EQ,493.9,-0.37,15051.2,16.08,79.43
SETFGOLD,EQ,129.24,-0.78,26909.36,60.86,78.43
VMM,EQ,101.71,-1.63,47649.19,77.13,78.42
JINDWORLD,EQ,53,-4.74,5313.79,146.26,77.9
RVNL,EQ,204.9,-0.34,42722.06,38.17,77.57
HAVELLS,EQ,1111,-0.45,69722.1,6.99,77.42
UNITDSPR,EQ,1395,-0.36,101465.44,5.53,77.18
M&MFIN,EQ,356.5,-0.77,49552.47,21.7,76.94
TCC,EQ,56.01,4.46,1331.02,137.56,76.7
TNPETRO,EQ,129,-3.11,1160.63,56.5,76.55
NMDC,EQ,82.4,-2.6,72444.58,92.34,76.42
IEX,EQ,113.88,-2.36,10154.6,66.57,75.72
MAHSEAMLES,EQ,730,1.54,9781.95,10.45,75.71
AVALON,EQ,2266,1.75,15139.54,3.35,75.4
DYNAMATECH,EQ,12125,5.04,8234.62,0.62,74.51
NAVINFLUOR,EQ,8545,-1.79,43822.42,0.87,74.38
HBLENGINE,EQ,717.55,-0.33,19890.12,10.19,73.01
INDHOTEL,EQ,718.5,0.38,102273.61,10.2,72.92
PPLPHARMA,EQ,211.5,-0.47,28158.01,34.09,72.2
LLOYDSME,EQ,1802,-0.68,101435.83,4.01,72.19
POONAWALLA,EQ,444,-1.2,39097.56,16.34,72.08
DECNGOLD,EQ,230.1,1.87,4553.72,31.08,71.5
SRF,EQ,2482.4,-1.45,73584.5,2.89,71.48
URBANCO,EQ,166.15,0.97,25623.33,43.15,71.34
SIKA,EQ,1084,5.77,2298.17,6.55,70.99
SUDEEPPHRM,EQ,1212,-0.12,13689.37,5.93,70.87
LIQUID1,EQ,1122.52,0.05,2406.08,6.28,70.45
SUBEXLTD,EQ,21,6.28,1180.21,344.88,70.36
SMLMAH,EQ,6590,4.97,9536.81,1.09,70.23
FORTIS,EQ,887.8,-1.62,67025.18,7.85,70.03
PARAGMILK,EQ,266.1,0.47,3342.47,26.12,70
KTKBANK,EQ,327,-1.67,12371.76,21.27,69.29
KIRLOSENG,EQ,2170,-1.77,31577.81,3.16,69.16
GMRAIRPORT,EQ,97.98,0.53,103456.85,71.13,68.89
JYOTICNC,EQ,989,-1.48,22492.14,6.92,67.94
CCAVENUE,EQ,16.3,6.12,5686.09,424.06,67.6
SIEMENS,EQ,3957,0.07,140916.88,1.73,67.55
PATANJALI,EQ,341,0.37,37104.5,19.86,67.33
GODREJCP,EQ,865,-0.56,88515.88,7.73,67.01
GOLDIETF,EQ,129.69,-0.81,27965.69,51.71,66.93
TATATECH,EQ,765.6,-1.73,31087.33,8.72,66.76
DEEPA,EQ,186,-5.12,1787.91,35.01,66.45
ENRIN,EQ,3175,-0.13,113068.26,2.1,66.41
SONACOMS,EQ,788,-1.93,49181.32,8.32,65.92
PIRAMALFIN,EQ,2256,-1.73,53383.8,2.91,65.68
NAUKRI,EQ,1250.8,-1.12,81104.45,5.24,65.66
LIQUIDBETF,EQ,1098.68,0.05,597.87,5.92,65.06
IRFC,EQ,81.09,0.01,105972.52,80.29,64.69
LLOYDSENGG,EQ,83.05,3.1,12265.63,80.2,64.68
SHREEJISPG,EQ,689.6,-3.3,11234.84,9.19,64.3
ELLEN,EQ,380,1.74,5355.55,17.14,64.18
ABCAPITAL,EQ,395,-1.25,108133.16,16.3,64.17
ICICIPRULI,EQ,471.5,0.11,68425.05,13.55,63.77
ABSLAMC,EQ,1085.5,-0.28,31409.86,5.79,63.63
SHAILY,EQ,3277.5,-3.04,15074.94,1.93,63.31
UGARSUGAR,EQ,54.2,8.57,609.75,112.75,63.24
MOTILALOFS,EQ,1026.5,1.13,61828.48,6.25,63.21
JSFB,EQ,518.5,0.73,5483.27,12.55,62.94
UJJIVANSFB,EQ,65.8,-1.08,12837.95,95.97,62.75
CRAFTSMAN,EQ,11699,-1.28,30598.07,0.53,62.44
CPPLUS,EQ,3832,0.08,45332.73,1.61,62.19
FLUOROCHEM,EQ,4773,-0.28,52431.41,1.3,62.07
JINDALSTEL,EQ,1120.5,-1.45,114300.87,5.5,61.21
BANKINDIA,EQ,140,-0.71,63737.35,43.85,61.04
SAMMAANCAP,EQ,148,-1.18,17190.84,41.3,60.95
PIDILITIND,EQ,1566.9,-0.13,159491.57,3.89,60.68
VENUSPIPES,EQ,2022,3.74,4188.8,3.02,60.15
IONEXCHANG,EQ,446,2.42,6541.33,13.37,60.09
LGEINDIA,EQ,1638.5,-0.7,111216.86,3.59,59.04
LEAPIND,EQ,144.44,2.47,6363.11,41.73,58.82
AEROFLEX,EQ,565,0.14,7476.69,10.43,58.3
JINDALSAW,EQ,313,-1.42,20016.61,18.75,58.23
AETHER,EQ,1675,2.12,22231.91,3.52,57.83
PRICOLLTD,EQ,767.75,3.81,9357.45,7.6,57.61
RUBICON,EQ,1839.4,2.76,30447.94,3.19,57.19
KIRIINDUS,EQ,534.4,2.16,3482.58,10.68,56.5
PFIZER,EQ,4055,-0.99,18550.71,1.39,56.43
TATAGOLD,EQ,14.74,-0.61,6159.3,382.77,56.19
INOXWIND,EQ,76.5,0.63,13221.02,74.15,55.75
KFINTECH,EQ,900,0.11,15558.49,6.22,55.67
JPPOWER,EQ,16.1,-0.8,11034.07,346.94,55.54
INOXINDIA,EQ,2242.5,-2.32,20353.71,2.45,55.53
CONCORDBIO,EQ,1510,3.94,15797.05,3.73,55.43
BAJAJHLDNG,EQ,11134,1.29,123914.19,0.5,55.21
AEQUS,EQ,226.75,-1.4,15207.34,24.51,55.15
BHARATFORG,EQ,1944.9,-0.51,92969.85,2.84,54.76
WELSPUNLIV,EQ,208.15,-1.12,19665.02,26.53,54.72
BANKBEES,EQ,587.25,0.64,8161.85,9.31,54.35
EPL,EQ,239.45,-2.36,7671.29,22.53,54.24
MARKSANS,EQ,329.95,-0.14,14952.14,16.32,53.75
EXIDEIND,EQ,412.85,-1.9,35092.25,12.95,53.57
GPIL,EQ,244,-3.26,16427.03,21.62,53.15
JBMA,EQ,618,2.28,14615.35,8.57,53.07
KISSHT,EQ,328,-1.77,5814.43,15.97,52.72
CGCL,EQ,265.5,-2.48,25545.19,19.58,52.54
SANSERA,EQ,4115.5,0.19,25682.19,1.28,52.48
QPOWER,EQ,1429,-2,11066.76,3.65,52.23
MANIPALHOS,EQ,717.1,-2.2,94325.7,7.25,52.18
AEGISVOPAK,EQ,295.05,1.1,32691.29,17.76,52.17
SBILIFE,EQ,1684.7,-0.93,169034.3,3.09,52.07
GCSL,EQ,600.55,-2.32,1450.89,8.62,52.04
HCC,EQ,22.76,-0.22,5961.91,232.42,51.99
BAJAJHIND,EQ,20.93,-2.2,5003.66,245.96,51.77
DEEPAKNTR,EQ,1596,-3.03,21768.33,3.24,51.74
MFSL,EQ,1477,-0.2,50973.45,3.5,51.71
HOMEFIRST,EQ,1185,-2.02,12390.3,4.35,51.45
LIQUIDPLUS,EQ,1103.07,0.05,1175.4,4.66,51.41
SKYWAYS,EQ,116.5,4.78,1693.25,44.83,51.32
AMBUJACEM,EQ,391.85,-0.95,97367.56,13.11,51.14
UBL,EQ,1255,-0.14,33182.85,4.08,51.13
ANURAS,EQ,1217.2,-1.13,13857.8,4.19,50.93
FRACTAL,EQ,767,0.05,13270.81,6.63,50.91
COLPAL,EQ,1797.4,-0.61,48886.7,2.81,50.31
SHADOWFAX,EQ,255,-0.04,14961.63,19.97,50.23
KROSS,EQ,239,3.22,1541.78,21.36,49.93
NBCC,EQ,82.9,-1.24,22383,60.13,49.59
ACMESOLAR,EQ,401.8,1.15,28402.21,12.35,49.55
SHAKTIPUMP,EQ,493.15,-2,6085.37,10.08,49.54
VIYASH,EQ,256.95,-1.34,11303.43,18.6,47.76
TEGA,EQ,1728,0.49,12982.07,2.79,47.58
KPITTECH,EQ,553.75,0.51,15180.71,8.6,47.43
AFCONS,EQ,253.6,-2.78,9327.02,18.5,47.31
RENUKA,EQ,24.83,0.04,5285.04,192.03,47.24
ZENTEC,EQ,1728.1,-1.25,15603.08,2.74,47.11
UNIMECH,EQ,1609,2.61,8190.13,2.97,47.07
DIACABS,BE,369.05,4.99,22071.81,13.01,47.04
BAJAJCON,EQ,522.5,-0.37,6824.81,9.02,46.61
BEML,EQ,2030.5,0.07,16911.83,2.31,46.35
SBILIQETF,EQ,1055.8,0.05,81.28,4.36,46.02
DELHIVERY,EQ,439,-1.94,32888.43,10.48,45.95
NATCOPHARM,EQ,816.5,-0.26,14624.32,5.68,45.94
QUALIANCE,ST,236.1,4.98,317.6,20.45,45.93
ASTERDM,EQ,763.5,-0.39,66552.19,6,45.92
PGEL,EQ,545,0.55,15628.26,8.52,45.88
SSWL,EQ,371,-0.7,5834.54,12.2,45.76
CYIENTDLM,EQ,905.05,-1.98,7184.59,5.06,45.74
RADICO,EQ,4368.1,-2.06,58524.85,1.04,45.7
UNOMINDA,EQ,1201.6,-1.89,69388.31,3.75,45.26
VENKEYS,EQ,1783,5.09,2511.77,2.55,44.95
