Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
GLENMARK,EQ,2380,-2.07,67169.47,7.85,187.63
BANDHANBNK,EQ,187.7,2.62,30241.24,101.2,187.48
HAL,EQ,4800,0.54,321012,3.84,184.09
HINDCOPPER,EQ,495.4,-0.06,47906.37,36.49,180.12
SAIL,EQ,185,0.54,76414.72,96.81,178.65
TITAN,EQ,4884,1.07,433594.76,3.69,178.63
SBILIFE,EQ,1742,-0.74,174793.16,10.19,177.91
SYRMA,EQ,1730.2,1.86,33363.53,10.26,177.15
MANINDS,EQ,1020,5.94,7650.98,17.62,176.16
JIOFIN,EQ,227,-0.09,149891.31,77.41,175.56
LTF,EQ,284,0.71,71180.41,61.85,175.05
HINDPETRO,EQ,351,0.17,74686.57,49.58,174.08
IDFCFIRSTB,EQ,83.8,0.05,72254,204.25,170.96
SDBL,EQ,73.99,10.04,1459.65,228.24,170.52
GOLDBEES,EQ,124.4,0.79,58027.57,137.02,169.96
TVSMOTOR,EQ,4157.3,1.62,197507.97,4.11,169.65
POWERGRID,EQ,269.5,1.16,250651.27,62.41,167.61
ITC,EQ,269,0.37,337140.24,62.4,167.17
BLUESTONE,EQ,806,-0.14,12313.96,20.86,167.1
CUMMINSIND,EQ,4945,-0.56,137075.4,3.37,166.92
ADANIENT,EQ,2916.5,0.57,394727.91,5.71,166.6
CDSL,EQ,1318,-0.15,27546.2,12.48,165.14
TURTLEMINT,EQ,87.24,-19.99,2569.03,179.87,164.31
PERSISTENT,EQ,5372,1.8,84743.3,3.08,163.88
CIPLA,EQ,1399.7,0.05,113075.95,11.67,163.72
JSFB,EQ,533,1.97,5636.61,30.86,163.51
ASHOKLEY,EQ,159.08,1.13,93441.28,102.74,162.65
KALYANKJIL,EQ,573,-0.1,59176.63,28.31,162.05
LENSKART,EQ,680.25,0.63,118316.3,23.74,160.2
ADANIPORTS,EQ,1788,0.15,411947.89,8.95,160.12
HEROMOTOCO,EQ,5360,1.21,107275.69,3,160.09
WIPRO,EQ,164.02,0.23,162465.84,97,158.54
BLUECLOUDS,EQ,22.39,11.62,2066.78,695.99,157.29
WOCKPHARMA,EQ,2263.9,-1.04,36785.11,6.9,157.28
APOLLO,EQ,396.5,-0.64,14733.92,39.3,155.77
CHENNPETRO,EQ,1378,0.39,20519.99,11.15,154.58
IDBI,EQ,84.6,2.42,90965.32,183.28,154.2
APARINDS,EQ,17790,-0.08,74490.89,0.86,154.12
WAAREEENER,EQ,2495,0.52,71769.01,6.17,153.78
SHOPERSTOP,EQ,422,9.6,4650.68,35.88,152.98
ENRIN,EQ,3320,3.25,118232.01,4.63,152.25
LGEINDIA,EQ,1725.4,1.63,117115.39,8.83,151.9
IREDA,EQ,113.22,2.82,31806.12,133.44,150.79
MANAPPURAM,EQ,334,2.79,31373.83,44.93,148.2
EICHERMOT,EQ,7360,0.29,202047.98,2.01,147.63
SANSERA,EQ,4670,1.4,29142.47,3.15,146.91
TECHM,EQ,1548,0.32,151728.63,9.4,145.21
SOUTHBANK,EQ,49.9,0,13070.31,288.89,144.13
COFORGE,EQ,1784,-0.11,79019.79,8.03,142.98
JSWINFRA,EQ,362.9,0.61,84555.76,39.21,142.2
RBLBANK,EQ,415.05,0.56,64400.92,34.19,141.31
HINDUNILVR,EQ,1942.9,0.49,456502.09,7.32,141.25
NAUKRI,EQ,1254.8,2.52,81363.82,11.35,141.17
DELHIVERY,EQ,422.7,-0.84,31672.67,33.34,140.57
WHEELS,EQ,2345,7.53,6018.45,6.15,139.64
LIQUID1,EQ,1124.42,0.04,2420.02,12.4,139.39
GVT&D,EQ,4280,-0.15,109587.92,3.25,139
NIFTYBEES,EQ,264,0,65796.49,52.54,138.56
ROLEXRINGS,EQ,195.15,7.57,5119.43,71.69,137.11
BAJAJ-AUTO,EQ,11281,0.65,310006.21,1.22,137.08
ACMESOLAR,EQ,439.65,-1.57,31077.73,30.83,135.82
PFOCUS,EQ,316,-0.86,24609.25,42.24,133.88
EMIL,EQ,199,5.2,7656.5,67.76,133.27
ICICIGI,EQ,1553.7,-1.48,77625.15,8.5,133.09
JSL,EQ,747,1.09,61584.14,17.74,132.36
JSWSTEEL,EQ,1277,0.3,312284.47,10.32,131.6
MTARTECH,BE,6900,-2.13,21224.12,1.91,131.11
INDUSINDBK,EQ,912.2,-0.79,71073.2,14.26,130.28
INDGN,EQ,608.95,2.5,14673.67,20.96,128.39
TGVSL,EQ,125,14.35,1338.62,103.84,127.79
AVALON,EQ,2340,1.03,15650.46,5.35,127.57
SUNPHARMA,EQ,1852.2,0.12,444394.35,6.83,126.36
CLEANMAX,EQ,1394,0.64,16386.38,8.88,126.08
ADANIGREEN,EQ,1296.6,1.29,212823.13,9.72,125.17
LTM,EQ,4083,1.11,121110.49,3.02,122.32
SBC,EQ,53,10.39,2523.81,238.68,121.51
RECLTD,EQ,312.95,1.52,82406.75,38.97,120.98
DRREDDY,EQ,1201,0.05,100242.58,10.01,120.31
AZAD,EQ,2741,2.34,17701.86,4.39,119.9
ONGC,EQ,235.86,-1.31,296718.47,50.66,119.47
OBEROIRLTY,EQ,1858.5,1.14,67575.48,6.38,118.75
NYKAA,EQ,333.7,-0.48,95581.52,35.38,117.59
UNIONBANK,EQ,180.2,0.42,137557.57,64.66,116.14
NUVAMA,EQ,1675,-1.2,30906.38,6.74,114.85
RADICO,EQ,4557.1,1.69,61057.12,2.51,114.42
DMART,EQ,3834.2,1.23,250084.15,2.98,113.33
UPL,EQ,550.05,0.08,46433.53,20.68,113.16
FORCEMOT,EQ,17388,1.44,22661.63,0.65,111.76
HDFCGOLD,EQ,128.5,0.67,22771.52,87.2,111.71
GRAPHITE,EQ,820,0.65,16020.8,13.51,111.66
INDHOTEL,EQ,726.8,-0.27,103455.05,15.39,111.55
INDUSTOWER,EQ,374.65,-1.37,98838.77,29.53,111.01
KAPSTON,EQ,540,-6.59,1643.34,19.53,110.27
LIQUIDADD,EQ,1146.52,0.04,1806,9.57,109.76
BHARATFORG,EQ,2008,0.46,98111.02,5.49,109.52
GNFC,EQ,632,1.1,9286.65,17.34,108.81
BDL,EQ,1140,-1.3,41788.13,9.37,107.59
MOREPENLAB,EQ,120.6,3.43,6608.32,89.97,107.3
AUROPHARMA,EQ,1712,-0.23,98504.7,6.25,106.82
PIIND,EQ,2400,0.27,36412.35,4.46,106.73
ABCAPITAL,EQ,390,-0.03,106771.35,27.52,106.68
IOC,EQ,135.7,-0.42,191625.2,77.7,105.69
LCCPROJECT,EQ,148.8,3.18,4310.31,70.23,105.31
QUADFUTURE,EQ,541.3,8.17,2165.2,19.5,104.6
CANBK,EQ,124.99,-0.72,113374.07,83.42,104.47
RENTOMOJO,EQ,507.7,1.16,5285.91,20.49,103.92
ASIANPAINT,EQ,2444,2.14,234427.94,4.27,103.72
BIOCON,EQ,382.15,-1.25,62278.76,26.94,103.56
DATAPATTNS,EQ,4418,0.51,24733.72,2.33,102.83
MAHABANK,EQ,84.88,3.03,65285.8,121.67,101.87
REDINGTON,EQ,406.5,0.02,31779.13,24.74,101.23
VEDL,EQ,266.35,-0.43,104153.19,37.69,100.18
LCL,EQ,590.5,2.6,6238.63,16.73,100
GMRAIRPORT,EQ,97.95,0.62,103425.17,101.09,98.54
VMM,EQ,103.5,-1.86,48487.77,93.82,97.61
JSWENERGY,EQ,506.55,-0.68,92875.07,19.17,97.2
CARTRADE,EQ,3001.8,-0.1,14593.22,3.22,97.07
STEAMHOUSE,EQ,110.07,-3.2,3042.4,84.31,95.28
ASTERDM,EQ,758.75,-1.29,66138.15,12.51,95.14
LODHA,EQ,1165,0.6,116422.54,8.18,94.84
LLOYDSENT,EQ,79.59,5.31,12147.16,119.62,94.5
PNB,EQ,116.6,-0.44,134007.72,80.69,94.24
GAIL,EQ,172.7,-0.66,113551.97,54.55,94.17
TNPETRO,EQ,132.85,4.62,1195.27,70.3,94.16
ANANDRATHI,EQ,2130,-1.73,35366.79,4.36,93.72
MAZDOCK,EQ,2199.6,-0.11,88727.46,4.27,93.71
NEULANDLAB,EQ,21930,0.11,28135.95,0.42,93.01
HSCL,EQ,679.5,0.68,34285.82,13.51,91.86
NAVINFLUOR,EQ,8572,1.31,43967.82,1.07,91.84
PHOENIXLTD,EQ,1978.4,1.2,70762.99,4.64,91.61
LIQUIDIETF,EQ,1000,0,1198.02,9.12,91.23
NAZARA,EQ,377.9,0.89,13999.87,23.97,91.05
BOSCHLTD,EQ,48250,1.05,142318.68,0.19,90.71
LUPIN,EQ,2092,-0.41,95665.06,4.32,90.02
MOTILALOFS,EQ,1029,0.68,62046.36,8.66,89.75
NMDC,EQ,79.9,-1.14,70246.62,110.8,88.75
SHREEJISPG,EQ,751.5,3.68,12243.31,11.97,88.62
BLUESTARCO,EQ,1565,2.62,32178.71,5.71,88.4
MUTHOOTFIN,EQ,2835,0.34,113816.31,3.13,88.29
LALPATHLAB,EQ,1948,-0.68,32696.95,4.52,88.01
TATACONSUM,EQ,983.2,-0.31,97268.64,8.86,87.11
AGIIL,EQ,264.9,-2.41,3311.18,32.37,87.05
PWL,EQ,133,0.27,38636.62,65.2,86.96
DHOOTTRANS,EQ,1564,-1.49,31991.32,5.49,86.66
NAM-INDIA,EQ,1157,1.06,74052.86,7.52,86.52
HDFCAMC,EQ,2378,-0.1,102033.65,3.63,86.38
INDIANB,EQ,832,0.24,112067.4,10.36,86.05
UGARSUGAR,EQ,64.3,15.29,723.38,136.99,85.96
CGPOWER,EQ,886,-0.08,139584.88,9.64,85.37
UJJIVANSFB,EQ,65.1,3.84,12701.38,133.78,85.35
JYOTICNC,EQ,1063,-0.89,24175.08,7.93,84.68
SUNFLAG,EQ,407.15,2.61,7337.63,20.66,84.64
ANGELONE,EQ,288,-0.93,26324.25,28.92,83.51
MANKIND,EQ,2474.9,-1,102224.53,3.34,82.93
INOXWIND,EQ,74.75,2.27,12918.58,110.31,82.16
UTTAMSUGAR,EQ,292.8,12.62,1116.68,28.05,81.35
INOXINDIA,EQ,2142.2,3.75,19477.41,3.77,80.64
TI,EQ,580.05,-1.28,14379.32,13.73,80.55
SAMBHV,EQ,159,4.36,4685.28,51.27,80.52
SBICARD,EQ,611.2,-1.16,58164.43,13.11,80.35
HEGAM,EQ,244.3,3.85,4714.44,32.73,80.28
360ONE,EQ,1073,-0.72,43769.19,7.38,79.22
EXIDEIND,EQ,424.1,-0.57,36048.5,18.65,79.14
EMMVEE,EQ,322.45,1.53,22324.67,24.72,78.58
EMAMILTD,EQ,388,-0.64,16936.2,20.2,78.12
TDPOWERSYS,EQ,751.7,1.31,23487.38,10.41,78.06
CAPILLARY,EQ,607.2,6.99,4832.63,12.98,76.73
BELRISE,EQ,247,1.38,23888.65,30.74,75.98
PIDILITIND,EQ,1517.2,-0.32,154432.71,5.03,75.87
PARAGMILK,EQ,267.15,3.39,3355.66,28.25,75.42
MVELECTRO,EQ,811,-0.92,2212.63,9.22,74.6
APLAPOLLO,EQ,2214.7,1.37,61493.01,3.39,74.58
ANANTRAJ,EQ,615.5,-1.38,22150.43,11.99,74.24
FINCABLES,EQ,1465,-1.01,22405.61,5.01,73.17
FILATEX,EQ,109.3,3.78,4853.56,69.01,73.01
TATACHEM,EQ,644.9,-1.12,16429.23,11.31,72.86
STARHEALTH,EQ,557,1.2,32786.34,12.81,71.98
SHADOWFAX,EQ,282.3,-1.22,16567.84,25.08,71.87
HOMEFIRST,EQ,1113.5,-3.8,11643.11,6.41,71.71
RAIN,EQ,218.92,0.32,7363.28,32.45,70.83
PPLPHARMA,EQ,209.75,0.78,27925.03,33.62,70.54
TEMPSENS,EQ,529.8,-2.5,4441.46,13.21,70.29
PARAS,EQ,1324,-1.44,10669.76,5.28,70.23
AMBER,EQ,6960,0.71,24546.37,1,69.39
GOLDIETF,EQ,128.96,0.84,28073.55,53.78,69.18
PAISALO,EQ,89,-0.5,8135.93,77.22,68.67
YESBANK,EQ,22.5,0.27,70624,304.27,68.34
SYMBIOTEC,EQ,1005,-1.86,6457.74,6.76,67.81
ZEEL,EQ,76.81,-1.74,7377.75,87.94,67.76
STLTECH,BE,838.35,1.77,43096,8.07,67.74
GESHIP,EQ,1500,1.17,21415.07,4.54,67.66
HFCL,BE,211.3,0.29,32341.63,32.02,67.64
POONAWALLA,EQ,461.6,-1.11,40647.37,14.78,67.61
NATIONALUM,EQ,358.7,0.08,65879.98,18.69,67.16
MOLBIO,EQ,1250,0.3,14405,5.39,66.72
PATANJALI,EQ,403.95,-0.22,43954.15,16.48,66.68
COLPAL,EQ,1855.8,0.05,50475.09,3.6,66.33
TECHNOCRAF,EQ,491,3.36,1944.66,13.52,65.95
BBOX,EQ,800.7,0.67,14220.37,8.15,65.89
KEI,EQ,4673.5,0.8,44678.94,1.41,65.71
KARAMTARA,EQ,358.3,-2.91,11530.91,17.59,64.43
PIRAMALFIN,EQ,2129,1.17,50378.59,3.08,64.35
SHYAMMETL,EQ,1087.9,-0.91,30366.75,5.91,64.26
HERANBA,EQ,189.46,9.98,758.1,33.33,64.21
BAJAJHIND,EQ,20.79,4.47,4970.19,311.09,64.18
KPITTECH,EQ,519.4,0.49,14239.03,12.44,64.1
AARTIPHARM,EQ,942.1,0.84,8542.95,6.75,63.73
WELSPUNLIV,EQ,225.01,1.21,21257.88,28.58,63.69
INDIAGLYCO,EQ,308,0.65,2064.42,20.54,63.63
PGIL,EQ,1319,3.56,12185.06,4.77,63.27
TATAPOWER,EQ,367.5,1.11,117428.73,17.28,63.18
SSWL,EQ,385,2.37,6054.71,16.5,63.16
CPPLUS,EQ,3716,-2.21,43960.44,1.66,62.84
SETFGOLD,EQ,128.49,0.9,27075.32,48.56,62.22
TATSILV,EQ,22.22,1.37,5475.35,281.33,62.09
FIRSTCRY,EQ,180.52,0.5,9424.78,34.72,62.07
SHILPAMED,EQ,1010,0.27,19753.76,6.05,61.73
COMSYN,EQ,281.15,-3.88,1134.14,20.54,61.29
EDELWEISS,EQ,136.8,-1.59,12948.68,44.33,61.09
LICHSGFIN,EQ,566,0.31,31133.57,10.71,60.39
RAINBOW,EQ,1375,-2.66,13965.41,4.33,59.77
GRWRHITECH,EQ,6649,4.83,15447.22,0.9,59.77
ICICIAMC,EQ,3192,0.72,157767.32,1.87,59.32
GRSE,EQ,2315.8,-1.2,26527.95,2.53,58.65
BANKBARODA,EQ,235.26,0.41,121661.47,24.94,58.63
BPCL,EQ,308.5,0.46,133840.65,18.93,58.25
PAGEIND,EQ,37695,0.52,42044.53,0.15,58.18
LLOYDSME,EQ,1832,0.55,103124.55,3.18,58.15
MARINE,EQ,414,3.11,5793.7,14.23,57.95
COCHINSHIP,EQ,1377,0.51,36226.22,4.22,57.94
RENUKA,EQ,23.32,1.75,4963.64,245.34,57.7
ABB,EQ,7052.5,-1.07,149448.38,0.81,57.11
TATAELXSI,EQ,3186.9,0.1,19844.25,1.77,56.32
LIQUIDBETF,EQ,1100.49,0.04,574.88,5.11,56.22
VISL,EQ,32.78,2.02,12818.25,171.69,55.56
M&MFIN,EQ,333.25,-1.96,46328.12,16.62,55.49
TATAGOLD,EQ,14.63,0.76,6211.65,377.76,55.04
WABAG,EQ,2011,-0.9,12567.05,2.72,54.89
TEGA,EQ,2090,1.36,15701.69,2.61,54.38
SKYWAYS,EQ,126.6,-3.36,1840.05,42.53,54.28
DEEPAKFERT,EQ,1362,0.04,17193.59,3.95,54.1
CAMS,EQ,707.35,-0.46,17571.87,7.63,54.02
MRPL,EQ,164.7,0.13,28865.3,32.45,53.29
BRITANNIA,EQ,4937.5,0.87,118928.72,1.08,52.9
ZENTEC,EQ,1687,2.51,15231.98,3.19,52.64
REMSONSIND,EQ,117.3,5.56,409.13,42.62,52.45
KPIGREEN,EQ,344.9,3.51,6817.71,15.58,52.21
RRKABEL,EQ,2529.9,0,28614.56,2.07,52.16
IIFL,EQ,614.95,-0.42,26246.8,8.44,52.02
IPCALAB,EQ,1958.8,-1.92,49695.58,2.64,52.02
ICICIPRULI,EQ,463,-0.32,67191.99,11.22,51.92
NESTLEIND,EQ,1362.6,0.86,262752.11,3.83,51.92
UNITDSPR,EQ,1423.8,0.04,103560.21,3.62,51.7
CAPLIPOINT,EQ,2835,-1.13,21549.32,1.81,51.43
GRANULES,EQ,869.85,1.98,21554.62,5.97,51.4
SHRIPISTON,EQ,4763.1,5.22,22094.25,1.1,51.36
QUESS,EQ,342.85,-2.99,5121.7,15.21,51.3
AEQUS,EQ,246,1.32,16498.37,20.44,50.57
ACUTAAS,EQ,3272.7,-0.33,26793.96,1.53,50.14
TATACAP,EQ,339.05,0.83,143922.28,14.84,50.04
ASTRAL,EQ,1399,0.5,37584.16,3.59,49.99
IOLCP,EQ,203.6,0.19,5976.22,24.56,49.91
DYNAMATECH,EQ,13200,5.17,8964.7,0.38,49.72
RVNL,EQ,207,0.49,43159.92,24.05,49.53
SBIFUNDS,EQ,532.8,-0.89,108522.18,9.24,49.15
NHPC,EQ,76,-0.33,76342.26,64.82,49.13
JINDALSTEL,EQ,1164.8,0.6,118819.86,4.23,49.06
MANINFRA,EQ,130.5,5.1,5267.85,38.31,48.9
MARKSANS,EQ,337.5,0.03,15294.28,14.53,48.9
STLNETWORK,EQ,54.61,5,2665.56,89.82,48.62
VOGL,EQ,34.38,-0.43,13443.91,140.86,48.6
SAMMAANCAP,EQ,140.53,-0.01,16323.17,34.54,48.42
FIVESTAR,EQ,520.95,-0.74,15378.22,9.31,48.36
JPPOWER,EQ,15.93,0.57,10917.56,306.26,48.3
JAMNAAUTO,EQ,138,-0.28,5519.79,34.97,48.13
PVRINOX,EQ,1258,0.1,12353.56,3.75,47.32
MONQ50,EQ,216,3.13,316.98,21.01,47.16
SPARC,EQ,209.3,2.61,6791.78,22.34,46.48
VEDPOWER,EQ,33.03,2.9,12916.01,142.69,46.23
GODREJPROP,EQ,1700.1,1.73,51211.52,2.74,46.19
TATATECH,EQ,704.45,-1.85,28604.32,6.53,46
CHOLAHLDNG,EQ,1401.9,-2.14,26324.52,3.29,45.95
JUBLFOOD,EQ,484.55,1.18,31972.8,9.45,45.85
PRESTIGE,EQ,1477.8,0.19,63653.31,3.13,45.82
AMBUJACEM,EQ,383.8,-0.08,95367.28,11.8,45.38
BAJAJHLDNG,EQ,10940,0.21,121755.1,0.42,45.27
CARBORUNIV,EQ,1279.9,-1.28,24382.78,3.56,45.25
TEJASNET,EQ,506,-1.04,9011.74,8.94,45.2
PNGJL,EQ,617,4.36,9082.4,7.55,44.99
ZENSARTECH,EQ,433.1,2.5,9856.52,10.5,44.92
MANIPALHOS,EQ,730,-1.68,96022.54,6.09,44.41
SILVERIETF,EQ,228.39,1.23,14862.01,19.51,44.23
MPHASIS,EQ,2234,-0.63,42658.24,1.98,44
TEXRAIL,EQ,125.5,-1,5106.15,34.85,43.98
CASHIETF,EQ,1081.27,0.04,1036.86,4.05,43.8
PNBHOUSING,EQ,1094.9,0.04,28555.42,3.99,43.51
OLECTRA,EQ,1209,-2.81,9923.56,3.57,43.39
ASTRAMICRO,EQ,1617.2,1.32,15354.51,2.67,43.38
DALBHARAT,EQ,1703.5,-1.03,31951.86,2.54,43.16
PRIORITY,EQ,311,2.31,559.8,13.93,43.11
SAGILITY,EQ,44.69,-0.69,20920.86,96.24,42.89
LUMINO,EQ,105.35,-1.74,3208.47,40.53,42.83
DALMIASUG,EQ,429,7.38,3472.3,10.09,42.54
SAILIFE,EQ,1594.9,0,33874.75,2.66,42.45
CRAFTSMAN,EQ,10754,0.41,28126.48,0.4,42.28
AJAXENGG,EQ,606.9,5.51,6943.35,6.95,42.21
HDFCSILVER,EQ,219,1.53,7803.43,19.41,42.21
IBULLSLTD,EQ,29.83,5,6956.97,141.86,42.05
ORIANA,SM,332,9.32,3372.98,12.68,41.9
DWARKESH,EQ,45.16,10.85,836.82,95.15,41.72
NEPHROPLUS,EQ,696.5,-1.83,7003.94,5.93,41.47
VOLTAS,EQ,1118.2,0.43,36999.53,3.69,41.11
IKS,EQ,1827.4,-2.19,31353.28,2.24,40.8
STEELCAS,EQ,375,4.81,3795,10.78,40.71
RESPONIND,EQ,162.48,2.82,4331.86,24.49,40.69
PREMIERENE,EQ,896.4,-0.18,40692.21,4.55,40.67
KISSHT,EQ,348.35,3.28,6175.18,11.8,40.56
SUNTV,EQ,513.7,0.2,20244.13,7.92,40.49
KARURVYSYA,EQ,327,0.62,31606.55,12.34,40.25
SEITINVIT,IV,122.49,-1.22,3968.68,32.75,40.11
AEGISLOG,EQ,1366,-0.27,47946.6,2.91,40.07
GRAVITA,EQ,1497.2,-1.2,11050.6,2.66,40.06
ONEPOINT,EQ,69.8,0.71,1835.3,56.44,39.68
SUPREMEIND,EQ,3550,3.38,45094.54,1.13,39.5
