Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
PNCINFRA,EQ,139.5,3.76,3578.72,56.31,77.36
GODREJCP,EQ,873,1.16,89334.52,8.85,77.2
HINDPETRO,EQ,350.6,0.16,74601.46,21.71,76.37
IOC,EQ,134.27,-0.36,189605.87,56.41,75.84
CCAVENUE,EQ,16.32,6.53,5693.07,464.81,75.62
HSCL,EQ,653,0.03,32948.69,11.54,75.49
ICICIAMC,EQ,3085,-0.04,152478.75,2.45,75.21
ASTEC,EQ,750.85,13.43,1673.11,9.95,74.61
GMMPFAUDLR,EQ,1368.9,2.54,6154.19,5.47,74.08
ENRIN,EQ,3111.6,3.26,110810.46,2.4,73.54
PARAGMILK,EQ,264,-1.9,3316.09,26.97,73.45
TATSILV,EQ,22.01,-0.86,5237.39,333.19,73.17
NORTHARC,EQ,309.85,4.71,5009.16,23.59,73.1
EMMVEE,EQ,326,1.34,22570.45,22.72,73.09
AEQUS,EQ,229.3,3.91,15378.36,32.05,72.42
APLAPOLLO,EQ,2148.5,1.34,59654.91,3.36,71.95
BANDHANBNK,EQ,171.5,-0.58,27630.56,41.51,71.64
EDELWEISS,EQ,129,1.78,12210.38,55.86,71.56
XTRANET,EQ,302.14,6.75,1579.76,23.78,71.27
SBIFUNDS,EQ,541.9,2.23,110375.69,13.29,71.11
OBEROIRLTY,EQ,1740.7,1.98,63292.24,4.13,70.95
RVNL,EQ,201.7,2.13,42054.86,35.54,70.89
RRKABEL,EQ,2382.6,-0.62,26948.52,2.9,69.84
FILATEX,EQ,89.62,2.75,3979.65,77.39,69.75
RAIN,EQ,203.11,1.92,6831.52,34.67,69.75
TI,EQ,550,4.45,13611.06,13.03,69.69
PIRAMALFIN,EQ,2260,2.68,53478.45,3.12,69.32
BEML,EQ,2010,0.91,16741.09,3.41,69.13
SAILIFE,EQ,1543.3,0.27,32778.8,4.44,68.68
INOXINDIA,EQ,2028,2.48,18439.07,3.39,68.52
RADICO,EQ,4380,-1.93,58684.29,1.55,68.46
MANAPPURAM,EQ,316.05,-1.2,29687.72,21.5,68.33
LALPATHLAB,EQ,1927,1.65,32344.47,3.54,68.06
IOLCP,EQ,197.9,1.71,5808.91,34.78,68.01
CGCL,EQ,262.2,2.16,25227.68,25.91,67.95
JPPOWER,EQ,15.22,-1.23,10430.96,439.04,67.61
VIYASH,EQ,244.9,2.53,10788.34,27.65,67.17
MONQ50,EQ,330.33,20,484.76,20.81,66.48
LGEINDIA,EQ,1652,1.46,112133.2,3.99,66.11
ASTRAL,EQ,1398.9,1.19,37581.47,4.73,65.69
JSWINFRA,EQ,326.5,0.29,76074.55,19.91,65.07
UNOMINDA,EQ,1205,1.6,69584.65,5.3,63.81
AEGISLOG,EQ,1357.2,-1.74,47637.72,4.64,63.24
GRSE,EQ,2334.5,0.86,26742.16,2.7,63.23
HAVELLS,EQ,1092,0.19,68529.73,5.8,63.15
CSBBANK,EQ,323.8,-1.51,5617.47,19.59,62.85
AMBER,EQ,7046,1.67,24849.67,0.89,62.83
SAMMAANCAP,EQ,142.01,-0.13,16495.08,43.49,62.09
ACUTAAS,EQ,3320,-0.66,27181.21,1.83,60.65
MPHASIS,EQ,2320,0.14,44285.38,2.61,60.2
VISL,EQ,32,2.7,12513.24,188.5,59.42
DABUR,EQ,384.55,0.67,68217.52,15.28,58.66
SKIPPER,EQ,532.1,1.81,6007.62,11.1,58.43
M&MFIN,EQ,346.45,0.41,48155.55,16.82,58.2
EPL,EQ,232,-0.81,7432.61,24.96,57.91
CARTRADE,EQ,2946,2.1,14291.65,1.96,57.34
VOGL,EQ,34.8,-0.51,13608.15,163.21,57.12
IDBI,EQ,81.94,-1.22,88105.18,68.35,56.23
TATATECH,EQ,757,1.15,30738.12,7.38,55.86
TATACOMM,EQ,1796.9,-0.13,51214.66,3.1,55.77
ANGELONE,EQ,295,0.51,26964.08,18.82,55.59
USHAMART,EQ,497,3.79,15145.67,11.22,55.36
PIDILITIND,EQ,1551.5,0.5,157924.03,3.54,54.95
TATAGOLD,EQ,14.63,-0.34,6130.23,375.51,54.9
SHIPROCKET,EQ,120.8,-2.31,8789.14,44.69,54.66
GLENMARK,EQ,2416,0.25,68185.48,2.27,54.63
KNRCON,EQ,120.7,-0.92,3394.5,44.3,54.36
INDIACEM,EQ,356.5,6.53,11047.84,15.4,54.24
MTARTECH,BE,7061.5,3.97,21720.89,0.78,54.21
PVRINOX,EQ,1270,1.23,12471.4,4.25,53.89
BLUESTONE,EQ,832,-2.8,12711.19,6.39,53.86
STYLEBAAZA,EQ,390,4.75,2968.58,14.1,53.64
KTKBANK,EQ,314.2,-1.26,11888.92,17.02,53.55
SETFGOLD,EQ,128.31,-0.44,26792.45,41.19,52.82
TIMETECHNO,EQ,174.26,0.42,8602.09,29.84,52.49
SANSERA,EQ,4011,1.1,25030.07,1.31,52.27
ENDURANCE,EQ,2695,2.53,37908.64,1.94,52
TIINDIA,EQ,2598.8,1.25,50305.57,2,51.91
JSWENERGY,EQ,512,1.45,93874.32,10.17,51.89
SENORES,EQ,1409.9,2.4,6493.1,3.7,51.79
SYMBIOTEC,EQ,1052,0.88,6759.74,4.96,51.69
JINDALSAW,EQ,291.4,3.61,18635.27,17.82,51.63
HDFCSILVER,EQ,216.41,-1,7319.01,23.85,51.53
IRFC,EQ,79.31,0.46,103646.32,64.86,51.36
GRWRHITECH,EQ,6500,1.07,15101.06,0.79,50.81
COHANCE,EQ,439.95,1.62,16832.37,11.64,50.78
GOCLCORP,EQ,458.35,6.99,2272.16,11.22,50.77
PPLPHARMA,EQ,204.15,0.88,27179.47,24.75,50.6
SILVERIETF,EQ,226.3,-0.78,14705.64,22.38,50.58
PAGEIND,EQ,35020,2.17,39060.87,0.14,49.83
SIGNATURE,EQ,752.05,-0.06,10580.29,6.48,49.61
TITAGARH,EQ,828.9,1.94,11163.11,5.85,48.85
BALRAMCHIN,EQ,675,-1.11,14282.83,7.15,48.66
JYOTICNC,EQ,980,1.27,22287.46,4.92,48.63
ELLEN,EQ,371.45,-0.85,5235.05,12.93,48.55
URBANCO,EQ,162.5,-1.25,25060.43,29.59,48.45
ARE&M,EQ,795,0.44,14550.52,6.1,48.33
ASTERDM,EQ,762.1,2.82,66430.16,6.35,48.14
HCC,EQ,21.61,2.71,5660.67,221.2,48.07
ACMESOLAR,EQ,412.4,-1.34,29151.5,11.68,47.8
SHYAMMETL,EQ,1078.5,2.91,30104.37,4.39,47.43
CUB,EQ,232.5,2.31,23035.8,20.26,47.24
TECHNOCRAF,EQ,439.8,0.09,1741.88,10.69,47.24
GAIL,EQ,172,0.79,113091.71,27.41,47.21
AMBUJACEM,EQ,383.25,0.58,95230.62,12.25,46.86
360ONE,EQ,1061.3,1.5,43254.82,4.42,46.68
BALKRISIND,EQ,2178.7,2.53,42118.02,2.17,46.63
LIQGRWBEES,EQ,1055.79,0.01,197.88,4.4,46.49
ECLERX,EQ,1923.4,-1.93,18089.72,2.33,45.84
INDIANB,EQ,840.5,0.06,113212.32,5.4,45.65
SAGILITY,EQ,44.56,-1.02,20860,101.63,45.54
NAZARA,EQ,365.65,4.13,13546.05,12.58,45.21
ARVIND,EQ,541,-1.29,14717.4,8.26,45.14
MRF,EQ,125000,-0.01,53014.29,0.04,44.89
SOUTHBANK,EQ,45.95,1.68,12035.69,97.56,44.77
LXCHEM,EQ,178.99,4.23,4974.4,24.87,44.69
MANIPALHOS,EQ,723,1.18,95101.77,6.16,44.59
HDFCGOLD,EQ,128.61,-0.39,22587.29,34.32,44.11
EXIDEIND,EQ,418.6,0.75,35581,10.41,43.46
ARIS,EQ,127.9,9.76,1046.14,34.58,43.28
NEULANDLAB,EQ,22555,-0.31,28937.81,0.19,43.16
VOLTAS,EQ,1135,0.35,37555.42,3.8,43.1
VMM,EQ,101.24,0.27,47429,42.61,43.08
NLCINDIA,EQ,262.4,2.76,36385.34,16.56,43.05
GANECOS,EQ,995.1,-0.51,2666.47,4.4,42.87
BODALCHEM,EQ,182.13,5,2293.82,23.62,42.87
BORORENEW,EQ,449.7,0.83,6322.43,9.48,42.63
SARDAEN,EQ,508.35,2.21,17913.3,8.29,42.48
ANTHEM,EQ,929,2.26,52351.76,4.6,42.47
INOXWIND,EQ,74.1,-0.54,12806.24,57.12,42.42
TATAELXSI,EQ,3381.8,0.26,21057.86,1.24,41.79
KROSS,EQ,243.75,7.92,1572.42,17.45,41.57
BALUFORGE,EQ,502.4,3.96,6098.73,8.37,41.49
AWL,EQ,183.6,0.91,23862.1,22.42,41.37
MON100,EQ,322.85,-1.2,16275.99,12.76,41.37
UNIMECH,EQ,1568,3.44,7981.43,2.62,41.27
ENGINERSIN,EQ,264.5,1.48,14866.02,15.57,41.22
KSHINTL,EQ,1049.9,-0.99,7113.67,3.88,41.2
JISLJALEQS,EQ,30.3,4.23,2165.27,135.43,41.1
BELRISE,EQ,229,-0.15,22147.78,17.53,40.44
PWL,EQ,127.71,0.14,37047.22,31.48,40.38
UJJIVANSFB,EQ,63.99,-1.3,12484.81,62.37,40.1
KWIL,EQ,39.96,-3.29,9388.97,98.63,40.02
CEATLTD,EQ,3425.6,3.63,13856.58,1.18,39.89
VINCOFE,EQ,176.2,5.34,2581.13,22.56,39.58
PARADEEP,EQ,153.9,4.81,15982.83,26.08,39.53
TATACAP,EQ,343.95,0.13,146002.27,11.48,39.5
JKCEMENT,EQ,5025,5.79,38827.3,0.79,39.33
JUBLFOOD,EQ,480.2,1.95,31685.77,8.17,39.29
