Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
IFCI,EQ,92.25,-10.01,24855.05,2174.25,2062.49
GVT&D,EQ,4750,8.77,121622.1,42.74,2011.64
MIDHANI,EQ,470.9,12.15,8821.84,363.84,1708.32
ICICIBANK,EQ,1399.4,-1.97,1004369.1,121.23,1701.02
MVELECTRO,EQ,905,12.22,2469.09,187.75,1608.82
ESDS,EQ,1308.05,20,15331.78,127.61,1578.42
PCJEWELLER,EQ,13.55,-2.73,13157.77,11143.22,1516.59
DATAPATTNS,EQ,4940,7.61,27656.08,28.94,1406.14
HDFCBANK,EQ,703,-1.06,1083616.79,198.84,1401.33
HINDCOPPER,EQ,533,4.69,51542.38,248.76,1319.65
HAL,EQ,5031.1,3.62,336467.39,25.53,1282.52
RELIANCE,EQ,1294.9,-1.11,1752328.44,98,1268.23
RAYMOND,EQ,856.85,10.93,5704.37,133.58,1127.2
DEEPA,EQ,194.7,-11.9,1871.54,509.32,1036.87
ANTELOPUS,EQ,1109.8,12.64,3902.32,94.01,1022.63
BSE,EQ,3394,-1.51,138435.86,28.51,968.17
BEL,EQ,410.55,1.62,300102.97,232.25,958.28
NIACL,EQ,205,-11.33,33784,453.15,940.41
POWERINDIA,EQ,31135,-2.01,138776.05,2.78,863.24
DIVISLAB,EQ,9575,2.79,254186.17,8.39,794.76
WHEELS,EQ,2106.4,20,5146.57,39.13,783.67
BHARTIARTL,EQ,1844,-0.54,1150748.4,41.7,766.25
SWIGGY,EQ,275.7,-0.27,76101.84,257.75,714.17
SBIN,EQ,1008,0.21,930446.25,70.85,713.9
INFY,EQ,1082,-0.51,439100.75,62.69,679.74
PINELABS,EQ,169.97,3.33,19612.13,383.42,654.31
KALYANKJIL,EQ,612.6,3.65,63266.32,107.13,652.2
APOLLO,EQ,418.5,3.6,15551.44,154.8,645.9
IDBI,EQ,81.22,-10.5,87331.01,690.74,571.93
M&M,EQ,3160,0,392955.11,17.85,559.47
IDEA,EQ,15.42,-1.15,167064.96,3559.4,549.57
KOTAKBANK,EQ,419.25,-0.68,417055.48,124.07,522.74
KEI,EQ,4697.5,-0.14,44908.38,10.81,509.6
POLYCAB,EQ,8373.5,1.36,126181.6,6.05,506.54
TCS,EQ,2255.5,-0.64,816059.64,21.48,486.23
SOLARINDS,EQ,22455,2.3,203195.42,2.17,485.47
LT,EQ,3946.1,-1.32,542930.52,12.01,476.6
MCX,EQ,3342,0.35,85218.27,14.33,476.57
PPLPHARMA,EQ,226,2.89,30088.47,210.4,475.93
SYRMA,EQ,1639.9,0.31,31622.27,28.24,460.21
AXISBANK,EQ,1244.9,-1.67,387567.9,36.23,451.56
MARUTI,EQ,12641,-0.93,397436.29,3.57,451.22
TATASTEEL,EQ,184.15,-0.79,229884.15,242.73,449
MILKYMIST,EQ,275.7,-0.11,21224.58,156.71,437.85
IIFL,EQ,626.3,-4.24,26641.61,67.85,436.84
NETWEB,EQ,5101,-1.09,30323.36,8.12,416
SHIPROCKET,EQ,133.9,-0.97,9742.26,297.92,414.94
HINDZINC,EQ,595.5,1.08,251617.75,68.93,412.87
LAURUSLABS,EQ,1946.9,3.74,105193.39,21.15,407.59
PARAS,EQ,1506.7,1.16,12142.09,26.32,403.1
HFCL,BE,251.5,3.49,38494.65,158.66,400.58
PAYTM,EQ,1670,0.36,107148.51,23.38,388.84
BHARATFORG,EQ,2003.7,2.49,95780.6,19.47,388.34
MEESHO,EQ,210.6,0.14,97399.73,183.23,387.66
