Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HINDZINC,EQ,601,2.22,253941.67,46.5,277.78
SOLARINDS,EQ,21445,-0.26,194055.92,1.28,274.49
ANANTRAJ,EQ,625.3,-0.48,22503.1,42.15,267.31
POWERINDIA,EQ,31650,-1.09,141071.53,0.83,264.82
TITAGARH,EQ,872.3,3.33,11747.59,30.01,264.22
LIQUIDBEES,EQ,1000.01,0,10981.2,26.07,260.71
SMLMAH,EQ,6298.5,10,9114.97,4.28,260.31
GOLDBEES,EQ,127.09,0.68,58515.23,204.15,259.72
ACMESOLAR,EQ,419,4.25,29618.03,62.04,258.98
BHEL,EQ,431.1,-0.16,150111.75,59.25,257.06
COALINDIA,EQ,415.35,0.13,255968.92,61.27,253.87
SUZLON,EQ,45.35,-1.48,62336.24,553.66,252.03
ITC,EQ,264.1,0.42,330979.44,95.19,251.99
APOLLOHOSP,EQ,8650,-0.48,124373.73,2.88,250.12
CUMMINSIND,EQ,5035,-0.71,139570.2,4.84,243.87
CUPID,EQ,283.6,1.3,38134.58,84.35,239.27
GVT&D,EQ,4306.3,-1.28,110261.32,5.5,238.84
WELENT,EQ,818,6.96,11322.25,29.15,234.77
NTPC,EQ,332.5,0.48,322414.15,70.32,233.63
INOXINDIA,EQ,2246.5,3.23,20390.02,10.27,232.99
MVELECTRO,EQ,724,-0.91,1975.27,31.73,232.38
ASHOKLEY,EQ,169,-0.21,99268.14,135.1,230.44
DIVISLAB,EQ,9100,-1.62,241576.41,2.5,229.49
PAISALO,EQ,74.02,5.32,6732.28,312.02,227.99
LICI,EQ,415.35,-0.37,525417.56,54.12,225.85
SAMMAANCAP,EQ,157.9,2.73,18340.77,138.53,219.56
COFORGE,EQ,1972.8,0.05,87371.06,11.08,218.94
ADANIPORTS,EQ,1707.3,0.05,393354.94,12.82,218.89
FLUOROCHEM,EQ,4565,-2.76,50146.53,4.74,218.66
LIQUIDCASE,EQ,115.79,0.03,10267.26,184.36,213.47
APLAPOLLO,EQ,2250,4.2,62473.14,9.56,212.37
POWERGRID,EQ,266,0.15,247396.06,79.67,212.05
CGCL,EQ,281.9,3.83,27123.12,75.95,209.9
HDFCAMC,EQ,2458.3,-2.09,105414.49,8.45,209.3
NATIONALUM,EQ,374.1,0.03,68708.4,55.18,207.02
MOTISONS,EQ,16.6,8,1888.26,1237.01,204.48
OFSS,EQ,12058,-0.75,105004.83,1.66,202.55
MOREPENLAB,EQ,113.6,-3.28,6224.75,175.64,201.72
LAURUSLABS,EQ,1840,-1.53,99417.45,10.76,199.12
HINDCOPPER,EQ,521.7,0.62,50449.64,38.02,197.98
INDIGO,EQ,4977,-0.06,192443.97,3.94,197.07
ADANIENSOL,EQ,1409.6,1.72,172387.66,13.87,194.61
ADANIPOWER,EQ,207.2,-0.52,399578.87,93.28,193.64
CGPOWER,EQ,891,-0.45,140372.6,21.6,193.24
BANKBARODA,EQ,239,-0.6,123595.56,78.17,187.69
TECHM,EQ,1596.9,-0.07,156517.56,11.74,187.46
RECLTD,EQ,318.7,1.63,83920.85,58.94,186.52
MAZDOCK,EQ,2475,0.04,99836.55,7.35,184.89
HEG,EQ,725.5,2.55,14000.52,25.66,184.81
FINCABLES,EQ,1225,-3.08,18735.07,14.92,184.49
BAJAJ-AUTO,EQ,11919,-0.01,327538.69,1.54,184.11
CIPLA,EQ,1385,-0.7,111887.66,13.26,183.58
LUPIN,EQ,2110,-1.03,96483.1,8.63,182.66
NAM-INDIA,EQ,1159.9,-0.43,74208.26,15.23,177.29
BDL,EQ,1255,-0.21,46003.59,13.92,177.23
TVSMOTOR,EQ,4133.1,-1.59,196358.26,4.25,176.35
APOLLO,EQ,389.8,1.71,14484.95,45,174.74
GICRE,EQ,359.1,4.72,63000.5,49.32,174.71
DATAPATTNS,EQ,4570,-0.38,25584.67,3.78,174.38
HSCL,EQ,670.6,1.3,33836.74,25.97,173.57
MARSONS,EQ,137.91,9.86,2373.43,127.25,172.55
PERSISTENT,EQ,5643,-0.25,89018.33,3.03,171.67
MUTHOOTFIN,EQ,2913.8,-0.43,116979.88,5.83,171.28
VBL,EQ,407.6,0.11,137869.27,41.45,169.36
INOXWIND,EQ,74.4,0.54,12858.09,226.88,169.23
TRENT,EQ,2853,1.33,152131.18,5.77,165.16
TBZ,EQ,480.85,10,3208.74,34.86,164.67
APARINDS,EQ,17437,-1.51,73012.79,0.93,164.06
VEDL,EQ,272.1,0.59,106401.66,59.93,162.77
SYMBIOTEC,EQ,1075.5,-0.13,6910.74,15.1,162.22
OLAELEC,EQ,38.21,1.97,17685.15,425.7,162.15
MTARTECH,BE,7161,5,22026.94,2.22,157.9
CDSL,EQ,1394.6,0.04,29147.14,11.17,156.86
TORNTPHARM,EQ,4857,-0.99,184740,3.23,156.81
SHREEJISPG,EQ,684,2.97,11143.61,23.37,156.07
PTCIL,EQ,23680,-0.59,35502.36,0.65,155.76
TITAN,EQ,5020,-0.14,445668.65,3.11,155.48
KERNEX,EQ,1814.6,6.14,3049.19,8.52,155.36
AVALON,EQ,2184.3,-2.86,14593.69,6.84,154.33
BALRAMCHIN,EQ,691.55,-1.82,14633.02,22.32,154.32
WELSPUNLIV,EQ,209,4.18,19745.33,74.71,154.06
EDELWEISS,EQ,135.9,0.85,12863.37,112.74,153.77
CANBK,EQ,125.5,-0.24,113836.67,121.41,153.65
BALAMINES,EQ,2516,4.06,8152.09,6.09,153.36
UNIONBANK,EQ,187.22,-0.94,142916.36,79.1,148.95
TEMPSENS,EQ,552.8,-2.77,4634.27,26.51,148.65
SUNPHARMA,EQ,1899,-0.89,455622.98,7.61,144.86
JSWSTEEL,EQ,1325,1.3,324022.65,10.94,144.61
BEML,EQ,2058,-1.03,17140.88,6.88,143.56
WAAREEENER,EQ,2635,2.14,75796.13,5.48,143.28
GESHIP,EQ,1366,0.92,19501.99,10.44,142.37
FEDERALBNK,EQ,343,-0.46,84757.92,41.15,141.2
TATAPOWER,EQ,368,0.63,117588.5,38.26,140.39
BRIGADE,EQ,693,-2.71,22609.77,19.81,140.24
JSWENERGY,EQ,539.85,0.06,98980.57,25.99,139.73
RAYMOND,EQ,741.55,-2.16,4936.78,18.67,139.68
RBZJEWEL,EQ,201.4,5.07,805.6,69.3,138.46
IEX,EQ,118.91,-0.2,10603.12,115.47,138.35
IIFL,EQ,652,1.34,27734.84,21.19,138.22
BRITANNIA,EQ,5101.5,-0.56,122878.96,2.7,138.2
NESTLEIND,EQ,1410.5,-0.39,271988.73,9.74,137.38
CHENNPETRO,EQ,1450,0.69,21592.15,9.34,135.29
RATNAVEER,EQ,308,7.65,2199.94,44.94,135.24
RVNL,EQ,212.49,1.52,44304.59,62.87,133.36
IDFCFIRSTB,EQ,86.71,-0.9,74758.84,152.88,133.21
SPLPETRO,EQ,768.2,5.84,14445.34,17.26,132.79
INDUSINDBK,EQ,1008.5,0.37,78576.32,13.21,132.43
REDINGTON,EQ,371.3,-0.31,29027.28,35.55,131.83
PNB,EQ,117,0.58,134467.44,111.61,131.18
DLF,EQ,681.9,0.04,168791.73,19.12,131.07
KIRIINDUS,EQ,561,-3.1,3655.92,22.44,129.73
IGL,EQ,158.31,5.95,22163.43,81.75,128.34
XTRANET,EQ,234.24,20,1224.74,55.85,126.2
SUNSHINE,EQ,444,1.19,1383.01,27.46,125.79
TMPV,EQ,311.5,-0.16,114729.8,40.1,125.48
ONGC,EQ,234.65,-0.15,295196.25,53.38,125.22
ICICIGI,EQ,1510,-0.77,75439.39,8.25,125.01
CHOLAFIN,EQ,1839,-0.56,157053,6.77,124.69
BIOCON,EQ,397.4,-1.14,64764.04,31.09,124.67
URBANCO,EQ,182,2.56,28067.69,69.41,124.47
HIKAL,EQ,222.9,-7.11,2748.37,53.59,122.97
WIPRO,EQ,176.4,0.39,174718.4,68.83,122.25
GMMPFAUDLR,EQ,1160,8.06,5215.04,10.49,120.29
MAHABANK,EQ,85.95,-0.43,66108.8,138.03,119.32
ZEEL,EQ,91.52,-0.13,8790.67,130.37,119.16
TFCILTD,EQ,143.16,-2.42,6627.98,82.11,118.54
RADHIKAJWE,EQ,84.2,18.06,993.56,145.44,118
VOGL,EQ,38.11,1.52,14902.49,309.18,117.58
HYUNDAI,EQ,2205,2.46,179165.31,5.31,116.45
SBICARD,EQ,658.25,-0.42,62641.91,17.53,116.06
LODHA,EQ,1222,-0.97,122105.08,9.48,115.94
MAXHEALTH,EQ,984.8,-1.02,95848.27,11.67,115.74
NEWGEN,EQ,526.5,1.71,7503.15,21.61,115.1
MOTHERSON,EQ,160.7,-0.8,169603,71.4,115.05
GODREJCP,EQ,878,-0.23,89846.17,13.06,114.26
HINDPETRO,EQ,356.5,-1.34,75856.87,31.55,112.76
NAVINFLUOR,EQ,8553,-1.66,43863.44,1.31,112.59
NMDC,EQ,84.7,0.61,74466.69,132.24,111.98
LTM,EQ,4554,-0.13,135081.35,2.44,111.69
ABB,EQ,7410,-0.3,157024.11,1.51,111.65
OBEROIRLTY,EQ,1875.6,-1.39,68197.24,5.86,111.62
INDHOTEL,EQ,720,-1.64,102487.12,15.28,110.42
EXIDEIND,EQ,424.2,0.28,36057,25.81,109.17
DMART,EQ,3770,0.19,245896.73,2.89,108.58
PNBHOUSING,EQ,1166,1.79,30409.74,9.24,108.54
SKYWAYS,EQ,121.15,-6.85,1760.84,83.39,107.55
JYOTICNC,EQ,1002.5,-2.37,22799.17,10.52,106.98
IOLCP,EQ,199,1.31,5841.2,52.92,105.92
FCL,EQ,51.7,6.91,6020.47,206.92,105.49
GUJENERGY,EQ,263.45,-0.25,24717.69,39.53,104.75
PREMIERENE,EQ,1002,-0.6,45485.94,10.46,104.63
TATACONSUM,EQ,1010,-0.9,99919.46,10.31,104.41
CYIENTDLM,EQ,855.5,2.27,6791.25,12.02,104.36
LTF,EQ,314,-0.92,78699.47,32.8,103.96
MANORAMA,EQ,1976.9,0.54,12478.67,5.22,103.96
CROMPTON,EQ,232.4,2.6,14964.58,44.44,103.71
COLPAL,EQ,1829.2,-1.12,49751.61,5.63,103.65
JINDALSTEL,EQ,1165,1.75,118840.26,8.93,103.42
DIFFNKG,EQ,476.8,-0.17,1784.48,20.72,103.06
PIIND,EQ,2465,1.86,37398.52,4.16,102.94
DEEPINDS,EQ,783,5.12,5011.2,13.24,102.86
HFCL,BE,231.44,5,35424.26,43.96,101.28
ASIANPAINT,EQ,2527.3,-0.56,242418.06,3.99,101.25
UPL,EQ,582.15,-0.55,49143.32,17.3,101.16
GLENMARK,EQ,2437.2,-0.89,68783.8,4.13,100.54
63MOONS,EQ,875,2.79,4031.87,11.37,100.35
VISL,EQ,35.76,-0.86,13983.55,282.24,100.31
SHANTIGEAR,EQ,615.55,5.62,4722.24,16.12,100.15
ADANIGREEN,EQ,1301.3,1.39,213594.58,7.68,99.61
GRANULES,EQ,849.8,-0.47,21057.78,11.73,99.47
M&MFIN,EQ,374.75,-0.35,52089.17,26.29,98.9
PIDILITIND,EQ,1629.5,-0.54,165863.5,6.06,98.81
ASTRAL,EQ,1492.9,-0.15,40106.78,6.59,98.48
ENGINERSIN,EQ,280,-0.69,15737.19,34.9,98.37
AMBER,EQ,7474,0.86,26359.13,1.28,95.88
LCL,EQ,580.8,4.94,6136.15,16.28,95.21
COCHINSHIP,EQ,1499.1,0.83,39438.44,6.31,95.19
EXICOM,EQ,178.4,7.39,2481.18,53.89,94.79
AUROPHARMA,EQ,1653.1,0.97,95115.72,5.74,94.72
CARTRADE,EQ,3002,0.33,14563.31,3.16,94.66
THERMAX,EQ,3650,-2.25,43492.05,2.58,94.51
TDPOWERSYS,EQ,739.5,2.35,23106.18,12.84,94.18
PRESTIGE,EQ,1587,-1.75,68356.89,5.88,94.15
EPL,EQ,247.25,0.28,7921.18,37.18,92
RADICO,EQ,4494,-1.43,60211.69,2.05,91.97
SBCL,EQ,1115,-3.54,6422.87,8.1,91.9
JISLJALEQS,EQ,31.2,10.8,2229.58,295.49,91.72
ASTERDM,EQ,785.35,-0.21,68456.79,11.58,91.16
GMRAIRPORT,EQ,97.45,0.6,102897.22,92.86,90.38
DYCL,EQ,488,-10.34,2364.78,17.9,90.34
SRF,EQ,2547,-2.67,75499.4,3.52,90.19
SAILIFE,EQ,1584.9,0.64,33649.58,5.62,89.64
DELHIVERY,EQ,457.9,-1.39,34304.35,19.36,89.24
CRISIL,EQ,4790,0.64,35029.28,1.85,89.18
BLUESTONE,EQ,845,4.98,12907.32,10.65,88.92
VIYASH,EQ,266.15,2.19,11708.14,33.14,87.8
ABCAPITAL,EQ,404.9,0.72,110841.87,21.68,87.7
BAJAJFINSV,EQ,1970,-1.11,315606.09,4.38,86.64
TATATECH,EQ,802,-0.39,32565.36,10.68,86.6
AUGMONT,EQ,900,-2.46,8223.62,9.43,86.46
NIFTYBEES,EQ,273.23,0.22,66909.01,31.63,86.45
ASTRAMICRO,EQ,1734.4,4.16,16467.26,5.03,86.31
AEGISLOG,EQ,1270,-1.34,44577,6.66,86.11
RAIN,EQ,214.98,1.54,7230.76,40.09,85.91
MANIPALHOS,EQ,723,-0.41,95101.77,11.77,85.85
SHANKESH,EQ,98.78,1.42,1452.38,84.75,85.45
LEAPIND,EQ,150.11,-1.51,6612.89,55.9,85.16
USHAMART,EQ,512,-0.71,15602.78,16.32,84.91
GENUSPOWER,EQ,339.4,-0.09,10325.99,24.86,84.73
FORCEMOT,EQ,17500,0,22807.6,0.48,84.56
MFSL,EQ,1548.4,0.74,53437.57,5.43,84.44
ICICIAMC,EQ,2965,-0.5,146547.65,2.81,83.72
MARICO,EQ,815.15,-1.48,105838.09,10.21,83.56
MOTILALOFS,EQ,1037,2.39,62460.92,8.07,83.37
SYRMA,EQ,1460,0.5,28153.25,5.69,83.04
VMM,EQ,106.14,-1.54,49724.56,77.84,82.99
ANTHEM,EQ,933.35,-1.82,52585.69,8.73,82.11
POLICYBZR,EQ,1836,-1.82,84950.78,4.45,82.03
ENRIN,EQ,3115.1,-1.27,110935.1,2.62,82
KIRLOSENG,EQ,2192,-3.33,31897.95,3.65,81.57
SKYGOLD,EQ,788,6.2,12204.06,10.7,81.13
MAHSEAMLES,EQ,688,5.28,9219.15,11.79,80.76
CASTROLIND,EQ,190.31,2.09,18822.89,42.32,80.05
BOSCHLTD,EQ,46820,-0.38,138100.74,0.17,79.23
BODALCHEM,EQ,155.49,3.14,1958.3,50.5,78.53
RKFORGE,EQ,701.95,-3.43,12787.42,11.16,78.53
PARAS,EQ,1414.5,0.21,11399.08,5.52,78.53
UJJIVANSFB,EQ,64.51,2.41,12570.04,121.68,78.1
TATSILV,EQ,22.64,1.34,5387.31,344.7,77.94
GRAPHITE,EQ,735,1.9,14360.11,10.67,77.87
GRSE,EQ,2538,1.12,29073.3,3,76.19
MASTERTR,EQ,89.5,10.45,1100.99,83.61,76.15
CPPLUS,EQ,3705,-1.23,43830.31,2.02,75.18
BALUFORGE,EQ,577.25,1.21,7007.35,13.05,75.04
OMAXE,EQ,136.05,6.88,2488.36,56.08,75.03
BALKRISIND,EQ,2281,-1.99,44095.65,3.24,74.22
NAUKRI,EQ,1319.8,-0.77,85578.55,5.56,73.68
GRAVITA,EQ,1668.9,-0.94,12317.89,4.43,73.01
TATAELXSI,EQ,3558,-0.61,22152.83,2.04,73
NYKAA,EQ,332.5,-0.51,95231.79,21.56,72.04
KPITTECH,EQ,575.45,-1.38,15775.61,12.4,72
YESBANK,EQ,22.5,-0.18,70622.52,317.4,71.48
UNOMINDA,EQ,1249.7,-1.52,72165.92,5.75,71.42
SIEMENS,EQ,3977,-1.32,141629.12,1.77,70.89
KRT,RR,112.8,-0.63,50020.03,61.92,69.64
INDIANB,EQ,879.7,-1.02,118492.42,7.87,69.62
MEDANTA,EQ,1478,4.28,39739.25,4.7,69.14
LIQUID1,EQ,1121.44,0.04,2414.64,6.17,69.14
360ONE,EQ,1137,-1.56,46340.08,6.03,68.83
MANAPPURAM,EQ,339.7,-0.38,31909.25,20.17,68.71
MOLBIO,EQ,1158.9,2.09,13355.16,5.94,68.09
SHIPROCKET,EQ,135.99,0.07,9894.33,49.9,67.87
GAIL,EQ,173.4,-0.73,114012.23,38.78,67.12
KFINTECH,EQ,928.9,0.13,16058.09,7.16,67.02
JSWINFRA,EQ,333,-0.33,77589.05,20.02,66.94
TATAGOLD,EQ,14.95,0.88,6199.96,442.64,66.13
DRREDDY,EQ,1151,-0.35,96069.24,5.68,65.94
BAJAJCON,EQ,516,1.39,6739.91,12.8,65.72
IRFC,EQ,83.4,0.91,108991.34,78.84,65.7
KTKBANK,EQ,340,0.07,12862.23,19.19,65.46
CMPDI,EQ,243.6,1.64,17393.04,26.94,65.19
DABUR,EQ,380.9,0.05,67570.02,17.02,64.8
SONACOMS,EQ,789,-1.38,49224.97,8.17,64.64
ACE,EQ,1127,-1.62,13420.68,5.57,64.53
AUBANK,EQ,1065,-0.65,79936.57,6.03,64.43
KRN,EQ,1581.1,4.99,10349.64,4.09,64.42
SBIFUNDS,EQ,561.6,-0.43,114388.24,11.43,64.25
LGEINDIA,EQ,1640,-1.34,111318.67,3.88,63.75
SHANTIGOLD,EQ,258.3,5.41,1982.18,24.89,63.5
SHILPAMED,EQ,958,0.26,18736.74,6.53,62.9
CUB,EQ,235.24,0.38,23307.28,26.21,62.86
BLUESTARCO,EQ,1484,-0.11,30513.23,4.2,62.57
AZAD,EQ,2781,0.51,17960.18,2.24,62.49
TATACHEM,EQ,624.7,-2.6,15914.62,9.91,62.23
OIL,EQ,488.3,-0.14,79427.26,12.59,61.62
GODREJPROP,EQ,1982,-0.97,59703.09,3.07,61.3
CARERATING,EQ,1731,1.32,5209.26,3.54,61.14
VIKRAMSOLR,EQ,168.5,-1.84,6105.67,35.51,60.89
EBGNG,EQ,604,-2.91,6886.3,10.05,60.81
MRF,EQ,130000,-0.39,55134.86,0.05,60.61
PATANJALI,EQ,342.5,-0.12,37267.72,17.5,60.04
JMFINANCIL,EQ,132,-1.88,12631.87,45.07,59.82
ALEMBICLTD,EQ,111.7,2,2868.25,53.09,59.76
SBC,EQ,45.95,6.24,2188.09,132.41,59.72
INDUSTOWER,EQ,376.8,0.49,99405.97,15.78,59.51
PFOCUS,EQ,307.05,5.28,23912.25,19.6,58.89
IOC,EQ,137.6,-0.15,194308.24,42.78,58.75
PARADEEP,EQ,157.21,3.41,16326.58,37.78,58.74
ZYDUSLIFE,EQ,1120,-2.01,111720.43,5.17,58.42
BPCL,EQ,315.7,-1.36,136964.33,18.35,58.38
KSHINTL,EQ,1090.9,6.67,7391.47,5.42,58.19
CAPLIPOINT,EQ,2794,-1.79,21237.67,2.09,58.15
VOLTAMP,EQ,11426,2.18,11559.82,0.51,58.14
SETFGOLD,EQ,131.22,0.77,27191.84,44.22,58.02
SETL,EQ,408.5,4.44,8149.23,14.31,58.01
SILVERIETF,EQ,232.34,1.04,15017.98,24.9,57.87
WHEELS,EQ,1725,4.27,4214.69,3.36,57.74
JSL,EQ,740,0.22,61007.05,7.81,57.59
FORTIS,EQ,905,-1.36,68323.71,6.27,57.05
MANALIPETC,EQ,86.55,-3.54,1488.65,64.36,56.88
CCAVENUE,EQ,15.76,2.34,5497.72,358.76,56.65
IXIGO,EQ,167,2.99,7366.12,34,56.57
AWL,EQ,188,-1.46,24433.96,29.87,56.2
CONCOR,EQ,508,-0.17,38690.19,11.08,55.97
PPLPHARMA,EQ,213.96,-0.25,28485.52,26.18,55.83
AEROFLEX,EQ,539.65,-0.46,7141.23,10.27,55.44
PGEL,EQ,562.3,1.52,16124.35,9.91,55.43
MMTC,EQ,64.19,3,9628.5,84.43,54.89
GOLDIETF,EQ,131.9,0.88,28368.25,41.5,54.73
VOLTAS,EQ,1170,-0.68,38713.51,4.61,54.32
MARKSANS,EQ,327.8,-1.32,14854.71,16.54,54.28
LIQUIDIETF,EQ,1000,0,1031.19,5.41,54.07
LALPATHLAB,EQ,1895,-1.57,31807.35,2.88,54.02
SJS,EQ,2320,-3.78,7430.18,2.29,53.62
MRPL,EQ,175.4,-0.34,30740.58,30.31,53.37
SCI,EQ,296.1,0.73,13792.31,17.92,53.16
EMCURE,EQ,1925.9,4.04,36534.18,2.77,52.97
UNITDSPR,EQ,1471.7,-1.16,107044.23,3.57,52.55
PAGEIND,EQ,36300,1.21,40488.56,0.15,52.5
ALOKINDS,EQ,7.86,4.38,3902.68,657.91,52.44
IONEXCHANG,EQ,411.8,7.74,6039.73,12.93,52.18
SAGILITY,EQ,46.82,0.04,21917.98,111.37,52.18
FMGOETZE,EQ,503,-3.21,2798.3,10.3,52
NUVOCO,EQ,352.3,4.2,12582.61,14.82,51.89
PHOENIXLTD,EQ,1942,-0.92,69458.29,2.64,51.44
TORNTPOWER,EQ,1302,0.99,65608.24,3.99,51.37
HDFCSILVER,EQ,222.62,1.15,7802.86,22.87,50.94
RAYMONDREL,EQ,532.9,-0.72,3547.71,9.37,50.81
AIAENG,EQ,4211,-1.07,39297.21,1.18,50.13
RAMBHAJO,EQ,268.68,10,1230.82,19.15,50.08
TATACAP,EQ,375.25,0.91,159288.71,13.32,49.89
JPPOWER,EQ,16.36,1.36,11212.26,306.96,49.76
SUPREMEIND,EQ,3475,-0.94,44141.84,1.39,48.73
INDGN,EQ,599.8,-0.06,14453.19,8.05,48.63
BANDHANBNK,EQ,164.95,0.44,26575.29,29.29,48.44
TATACOMM,EQ,1751.6,3.25,49923.53,2.77,48.35
NUVAMA,EQ,1812,-1.48,33380.35,2.63,48.18
NEULANDLAB,EQ,22640,-1.09,29046.87,0.21,48.13
ICICIPRULI,EQ,494.55,-0.1,71761,9.63,47.94
HONASA,EQ,470,-1.48,15323.14,9.97,47.75
JSLL,EQ,519.95,3.69,6463.02,9.21,47.71
KANSAINER,EQ,194.5,-0.31,15730.75,24.65,47.71
ACUTAAS,EQ,3169,-1,25944.96,1.5,47.68
FIVESTAR,EQ,521.5,-2.45,15394.09,9.15,47.57
RATEGAIN,EQ,852,-2.04,10093.05,5.51,47.31
EMAMILTD,EQ,367,-0.33,16019.55,12.94,47.19
JINDRILL,EQ,663.95,2.16,1924.2,7.09,46.98
GNFC,EQ,598,1.81,8787.05,7.92,46.98
HCC,EQ,22.97,-0.69,6016.92,202.67,46.84
TIINDIA,EQ,2698,-1.37,52225.81,1.73,46.71
KWIL,EQ,42.15,-0.38,9903.53,110.43,46.6
CEMPRO,EQ,1299,0.16,22315.21,3.59,46.47
BAJAJHIND,EQ,21.96,-0.54,5249.9,212.81,46.29
PRIORITY,BE,241.5,5,434.7,19.59,45.76
