Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
BANKBARODA,EQ,237,-0.84,122561.28,68.24,161.66
NIFTYBEES,EQ,271.4,-0.68,66498.19,59.22,160.86
LTM,EQ,4448,-2.33,131937.16,3.62,160.62
CHOLAFIN,EQ,1848.2,0.5,157838.69,8.76,160.03
CUB,EQ,237.6,0.67,23541.1,65.86,159.84
EPL,EQ,248.7,0.65,7967.63,62.83,158.2
APLAPOLLO,EQ,2215,-1.56,61501.34,7.09,157.31
GMMPFAUDLR,EQ,1236,7.67,5556.71,12.81,156.86
SMLMAH,EQ,6376,1.23,9227.12,2.48,156.47
CUPID,EQ,281,-0.76,37784.97,55.17,155.79
BRITANNIA,EQ,5042.5,-1.16,121457.84,3.08,155.2
INDOMIM,EQ,948.9,-2.33,46921.29,16.01,153.86
JPPOWER,EQ,16.75,2.82,11479.54,914.76,152.86
INDHOTEL,EQ,716.2,-0.53,101946.22,21.37,152.51
SOLARA,EQ,699.8,9.49,3344.66,21.88,151.39
AUGMONT,EQ,887.8,-1.52,8112.14,16.7,150.44
JSWENERGY,EQ,530,-1.82,97174.59,27.38,146.06
TVSMOTOR,EQ,4132,-0.03,196306,3.53,145.94
GODREJPROP,EQ,1922.2,-3.02,57901.76,7.53,144.78
RBLBANK,EQ,415,0.16,64363.99,34.85,144.13
NYKAA,EQ,332.7,0.06,95289.07,42.86,143.94
MFSL,EQ,1520,-1.83,52457.45,9.38,143.05
INDUSINDBK,EQ,998,-1.04,77758.23,14.19,142.56
AZAD,EQ,2875,3.52,18567.25,4.93,140.77
PPLPHARMA,EQ,219.5,2.46,29223.09,64.07,140.24
HINDUNILVR,EQ,1960,-0.68,460519.89,7.13,140.18
DATAPATTNS,EQ,4604.5,0.43,25777.82,3.04,140.05
VAML,EQ,438.8,0.24,171587.83,31.88,139.58
ENRIN,EQ,3115,-0.02,110931.54,4.41,139.19
TATACONSUM,EQ,1015,0.5,100414.11,13.68,138.75
HINDPETRO,EQ,356.9,0.11,75941.99,38.59,136.36
OIL,EQ,487,-0.27,79215.8,28.12,136.27
NMDC,EQ,83.85,-1,73719.39,158.59,133.5
RML,EQ,1398,7.88,3863.67,9.77,133.38
SUPREMEIND,EQ,3598,3.54,45704.27,3.71,132.59
MAZDOCK,EQ,2454.2,-0.84,98997.52,5.36,132.14
VEDL,EQ,268,-1.51,104798.4,48.93,131.59
SUZLON,EQ,45.55,0.44,62611.15,289.12,131
MANIPALHOS,EQ,723,-0.3,95101.77,18,130.49
WELSPUNLIV,EQ,212.92,2.12,20115.67,61.24,130.38
MTARTECH,BE,7519,5,23128.14,1.76,130.29
GVT&D,EQ,4367.2,1.41,111820.64,2.96,128.95
APARINDS,EQ,17749,1.88,74319.21,0.73,128.52
PNB,EQ,115.6,-1.2,132858.42,110.63,128.46
SHIPROCKET,EQ,134.5,-1.04,9785.92,92.63,127.22
BALUFORGE,EQ,555.75,-3.2,6746.35,22.64,126.08
ONGC,EQ,233.7,-0.4,294001.13,53.92,125.94
BALAMINES,EQ,2560,1.38,8294.66,4.9,125.84
NESTLEIND,EQ,1398,-0.89,269578.34,8.97,125.46
BAJAJ-AUTO,EQ,11800,-1,324268.53,1.06,125.03
TITAGARH,EQ,891.3,2.23,12003.47,13.84,123.17
GESHIP,EQ,1372,0.17,19587.65,8.88,122.02
NATIONALUM,EQ,365.9,-2.19,67202.36,32.8,121.29
MOLBIO,EQ,1130,-2.63,13022.12,10.68,120.62
BLEL,EQ,479,5.7,2026.29,25.68,120.55
RECLTD,EQ,316.4,-0.72,83315.21,37.7,120.09
CANBK,EQ,124,-1.2,112476.08,96.29,119.91
RATNAVEER,EQ,304.85,0.03,2177.44,37.37,115.75
MAITHANALL,EQ,1102,1.05,3208.09,9.94,114.53
INOXWIND,EQ,75.6,1.61,13065.48,151.34,113.79
PIRAMALFIN,EQ,2275,2.25,53833.39,5.01,113.6
HFCL,BE,243.01,5,37195.17,46.8,113.26
DMART,EQ,3710,-1.59,241983.26,3.04,112.63
HYUNDAI,EQ,2210,0.23,179571.58,5.09,112.29
TORNTPHARM,EQ,4914,1.17,186908.05,2.29,112.06
SKYWAYS,EQ,113.2,-7.76,1645.29,97.19,111.85
LICI,EQ,411.5,-0.93,520547.31,26.95,111.51
TEXRAIL,EQ,119.5,3.03,4862.03,92.09,111.25
ASTRAL,EQ,1498.2,0.36,40249.17,7.43,110.96
SUPRIYA,EQ,913,7.05,7348.08,12.26,110.73
NAUKRI,EQ,1302.5,-1.31,84456.78,8.56,110.59
JKPAPER,EQ,419.5,3.38,7606.32,26.18,110.53
SHANTIGOLD,EQ,270.2,5.41,2073.5,40.68,109.86
BAJAJHIND,EQ,22.82,4.39,5455.5,478.55,108.68
OLAELEC,EQ,38.1,-0.26,17634.24,284.26,108.33
MUTHOOTFIN,EQ,2880,-1.16,115622.92,3.71,107.42
SIGNPOST,EQ,271,10.95,1448.5,38.77,106.68
VENUSPIPES,EQ,1811,11.04,3751.69,6.03,106.39
BLUESTONE,EQ,872,3.47,13319.75,12.13,105.6
HDBFS,EQ,683.95,0.18,56820.17,15.39,105.18
MAHABANK,EQ,85,-1.11,65378.1,122.87,105.14
SHANKESH,EQ,102.45,3.57,1506.34,100.84,104.88
SSWL,EQ,370.7,2.45,5829.82,27.8,104.23
SHILPAMED,EQ,942,-2.3,18423.81,10.88,102.55
TEGA,EQ,1612,4.13,12110.58,6.35,101.96
BEML,EQ,2091.1,1.62,17416.56,4.87,101.77
UPL,EQ,573,-1.57,48370.9,17.54,101.77
CUMMINSIND,EQ,5030,-0.1,139431.6,2.02,101.46
QPOWER,EQ,1484.8,-0.7,11498.9,6.61,101.3
HAVELLS,EQ,1150,-0.35,72169.59,8.82,101.21
BDL,EQ,1241.7,-1.06,45516.07,8.08,101.1
VOGL,EQ,37.03,-2.6,14480.17,269.51,100.42
WAAREEENER,EQ,2593,-1.59,74587.99,3.82,99.95
AUBANK,EQ,1053,-1.13,79035.87,9.4,99.28
ABCAPITAL,EQ,403.25,-0.41,110390.18,24.52,98.56
BAJAJFINSV,EQ,1938.6,-1.59,310575.61,5.03,98.29
BIOCON,EQ,391.4,-1.51,63786.23,24.88,97.57
SETFGOLD,EQ,129.45,-1.35,26792.3,75.29,97.44
SHREEJISPG,EQ,700,2.92,11404.28,14.05,96.66
HEG,BE,273,5,5268.29,36.15,96.24
BBOX,EQ,777,9.09,13799.46,12.55,95.78
DABUR,EQ,375.5,-1.42,66612.09,25.3,95.06
PIDILITIND,EQ,1575,-3.34,160316.05,5.92,94.68
GENUSPOWER,EQ,337.45,-0.1,10266.67,27.77,94.67
JYOTICNC,EQ,1020.2,1.62,23201.7,9.27,93.95
MARKSANS,EQ,337,3.14,15271.62,27.98,93.41
COCHINSHIP,EQ,1506.4,0.49,39630.49,6.16,93.04
IDFCFIRSTB,EQ,86.44,-0.31,74526.06,106.17,91.63
TEMPSENS,EQ,543.2,-2.09,4553.79,16.63,91.16
SONACOMS,EQ,788,-0.13,49162.58,11.59,91.12
ENGINERSIN,EQ,277,-0.88,15568.57,32.73,90.95
AMBER,EQ,7439,-0.47,26235.69,1.22,90.93
FORCEMOT,EQ,17829,1.88,23236.38,0.51,90.84
TECHNOCRAF,EQ,389.9,6.5,1544.25,23.43,90.63
LICHSGFIN,EQ,552,-1.79,30363.48,16.19,90.45
MPHASIS,EQ,2369.1,-2.18,45220.78,3.83,90.29
FINCABLES,EQ,1225,0.39,18735.07,7.32,89.93
GRANULES,EQ,867,2.2,21483.99,10.33,89.43
AUROPHARMA,EQ,1660,0.42,95512.73,5.37,88.94
ADANIGREEN,EQ,1288,-1.02,211411.53,6.86,88.93
INDIANB,EQ,869.4,-1.17,117105.05,10.05,87.49
RENUKA,EQ,25.12,4.49,5346.77,346.93,87.32
MOTISONS,EQ,16.79,1.88,1909.87,509.24,86.32
JINDALSTEL,EQ,1147.9,-1.47,117095.91,7.53,85.91
KRT,RR,113.11,0.55,50157.49,75.63,85.64
BANDHANBNK,EQ,164.7,-0.15,26535.01,52.04,85.39
TATAGOLD,EQ,14.77,-1.14,6131.51,577.97,85.08
PNBHOUSING,EQ,1182.1,1.38,30829.63,7.22,85.01
URBANCO,EQ,176.2,-2.7,27173.22,47.74,84.95
DLF,EQ,672.7,-1.35,166514.44,12.53,84.75
CIPLA,EQ,1395,0.72,112696.25,6.06,84.18
ICICIAMC,EQ,3004,1.11,148475.26,2.8,83.61
JSWINFRA,EQ,330.05,-0.89,76901.7,24.87,83.17
BODALCHEM,EQ,171.18,10,2155.91,49.1,83.15
BALKRISIND,EQ,2292.8,0.36,44323.77,3.64,82.78
ABB,EQ,7434,0.32,157532.69,1.11,82.25
ASTRAMICRO,EQ,1725,-0.23,16378.01,4.71,81.75
CHENNPETRO,EQ,1429.7,-1.55,21289.86,5.68,81.23
IOC,EQ,135.15,-1.78,190848.54,59.56,80.99
ESDS,EQ,1090.05,20,12776.58,7.43,80.95
FORTIS,EQ,910,0.55,68701.19,8.93,80.77
ICICIPRULI,EQ,470.65,-4.83,68293.03,16.79,80.68
BELRISE,EQ,231.1,-2.43,22350.88,34.32,80.04
AEROFLEX,EQ,555.5,3.36,7350.97,14.29,79.34
SIEMENS,EQ,3927,-1.26,139848.52,2.01,79.17
MSTCLTD,EQ,793,8.01,5582.72,10.16,78.57
E2E,BE,630,4.73,12950.59,12.49,78.43
WABAG,EQ,2012,0.33,12570.61,3.89,78.36
EXICOM,EQ,183.9,3.4,2557.68,42.32,78.1
TALBROAUTO,EQ,430.95,5.69,2660.17,17.98,77.59
JAYNECOIND,EQ,89.58,0.61,8698.2,85,77.27
GNFC,EQ,599.8,0.52,8813.5,12.81,76.77
VISL,EQ,34.7,-1.95,13569.05,217.59,76.68
ATALREAL,EQ,26.51,1.11,328.45,283.99,75.34
BLUESTARCO,EQ,1496,0.81,30759.97,5.04,75.31
SAMMAANCAP,EQ,155.77,-1.65,18093.36,47.9,74.83
YESBANK,EQ,22.42,-0.36,70371.42,333.64,74.64
KPITTECH,EQ,562.25,-2.29,15413.74,13.17,74.49
GCSL,EQ,602.7,1.27,1456.08,12.23,74.15
BPCL,EQ,312.9,-0.89,135749.57,23.63,73.92
HDFCAMC,EQ,2432,-1.07,104286.72,3,73.53
HCC,EQ,23.6,2.7,6181.94,312.79,72.97
IDBI,EQ,90.94,0.34,97782.35,79.85,72.67
VINCOFE,EQ,178.74,4.74,2618.33,40.27,72.37
SAILIFE,EQ,1589,0.3,33736.63,4.57,72.23
ALKEM,EQ,5242.5,1.01,62681.95,1.4,71.82
GOLDIETF,EQ,130,-1.37,27959.61,55.01,71.33
DEEPAKNTR,EQ,1645,-3.94,22436.66,4.25,70.43
V2RETAIL,EQ,221.97,2.53,8093.86,31.6,70.38
EXIDEIND,EQ,425.75,0.33,36188.75,16.63,70.12
PTCIL,EQ,23740,-0.38,35592.31,0.29,69.81
ASTERDM,EQ,795.9,1.29,69376.41,8.82,69.73
FMGOETZE,EQ,482.4,-3.8,2683.69,14.55,69.21
AFFLE,EQ,1625.1,0.53,22894.31,4.24,69.07
SPLPETRO,EQ,804.8,4.38,15133.57,8.64,68.73
M&MFIN,EQ,372.95,-0.19,51838.97,18.59,68.63
JINDALSAW,EQ,308.1,0.92,19703.25,22.1,68.41
TDPOWERSYS,EQ,739.2,-0.12,23096.81,9.25,68.38
PATANJALI,EQ,340.9,-0.47,37093.62,19.78,67.31
NHPC,EQ,76,-0.33,76342.26,88.25,67.18
HBLENGINE,EQ,706.95,1.61,19596.3,9.62,67.09
CMPDI,EQ,240.8,-1.28,17193.12,27.56,66.82
EMMVEE,EQ,325.7,0.15,22549.68,20.33,66.55
MARSONS,EQ,128.8,-6.37,2216.65,48.49,66.26
TFCILTD,EQ,140,-2.28,6481.68,46.19,65.87
NAVINFLUOR,EQ,8600,0.5,44104.48,0.76,65.71
MVGJL,EQ,215.88,20,1054.52,32.03,65.7
GLENMARK,EQ,2451.9,0.6,69198.67,2.68,65.69
KISSHT,EQ,320.95,3.77,5689.46,20.53,65.52
AARTIPHARM,EQ,859,0.02,7789.4,7.45,65.01
LTF,EQ,312.5,-0.48,78323.52,20.69,64.86
PNGJL,EQ,619.8,1.77,9123.62,10.31,64.55
HDFCSILVER,EQ,219.8,-1.3,7411.9,29.27,64.29
HDFCLIFE,EQ,533.2,-2.42,115836.37,11.9,64.14
CPPLUS,EQ,3747.9,1.17,44337.82,1.7,64.1
ICICIGI,EQ,1493.4,-1.1,74610.68,4.26,64.06
MAHSEAMLES,EQ,689,0.13,9232.55,9.12,63.84
THEMISMED,EQ,132.51,10.04,1220.42,47.33,63.55
ANTHEM,EQ,931.5,-0.27,52492.64,6.68,63.16
NH,EQ,1913.3,2.95,39100.35,3.29,62.78
SENCO,EQ,365,1.77,5982.39,17.19,62.7
ZENTEC,EQ,1804.6,0.18,16293.8,3.44,61.84
PDMJEPAPER,EQ,101.99,9.41,968.4,59.21,61.61
VINDHYATEL,EQ,2778,1.66,3292.17,2.15,61.53
RISHABH,EQ,812,9.96,3141.84,7.74,61.4
TATATECH,EQ,787,-1.63,31956.28,7.74,61.08
ENTERO,EQ,1888,3.3,8217.16,3.22,60.82
GICRE,EQ,352,-1.8,61754.88,17.13,60.41
ANANDRATHI,EQ,2225,0.41,36944.18,2.7,60.35
UJJIVANSFB,EQ,64.96,0.82,12657.72,93.39,60.26
ASIANPAINT,EQ,2500.9,-1.04,239885.78,2.4,60.14
VIYASH,EQ,263.75,-0.79,11602.56,22.71,59.93
WHEELS,EQ,1768,2.5,4319.76,3.42,59.77
SENORES,EQ,1510,5.71,6954.09,4.04,59.68
INDOTHAI,EQ,37.53,4.98,486.46,165.02,59.52
BRIGADE,EQ,676,-2.89,22055.13,8.68,59.42
TATSILV,EQ,22.35,-1.19,5301.54,265.65,59.21
BAJAJCON,EQ,521.5,0.76,6811.75,11.31,59.05
ARE&M,EQ,843,-2.45,15429.04,6.95,58.67
SHAILY,EQ,3340,1.88,15362.41,1.74,58.46
DYCL,EQ,461.05,-5.5,2234.19,12.47,58.25
AEQUS,EQ,234.25,-3.27,15710.34,24.61,58.02
MARICO,EQ,806,-1.12,104650.06,7.17,57.91
JISLJALEQS,EQ,32.4,4.96,2315.34,179.73,57.77
DEEPINDS,EQ,785,-0.18,5024,7.36,57.72
ACMESOLAR,EQ,412,-1.44,29123.22,13.68,56.85
TATAELXSI,EQ,3497,-1.71,21773.03,1.62,56.59
ABFRL,EQ,53,0.06,6468.7,104.41,56.06
MANINDS,EQ,822,4.24,6165.79,6.95,55.65
STYLEBAAZA,EQ,400,-0.06,3044.69,13.8,55.46
GOLDAXIS,EQ,126.25,-1.45,5633.37,43.84,55.13
BANKBEES,EQ,591.74,-0.75,8276.33,9.3,55.04
SHADOWFAX,EQ,250.1,-3.64,14669.9,21.78,54.85
SHANTIINOR,ST,165.55,4.98,285.53,34.42,54.57
UNITDSPR,EQ,1440,-2.15,104738.52,3.77,54.37
GRSE,EQ,2510,-0.92,28752.55,2.15,54.25
PREMIERENE,EQ,990,-1.2,44941.2,5.43,54
KRN,EQ,1623,2.81,10623.91,3.3,53.82
SKYGOLD,EQ,786.6,0.66,12182.38,6.83,53.77
PFOCUS,EQ,315,2.61,24531.38,17.28,53.44
CEMPRO,EQ,1311,1.05,22521.35,4.02,53.34
RPEL,EQ,1681,-6.98,7719.48,3.13,52.96
SRF,EQ,2546,-0.04,75469.76,2.08,52.91
COLPAL,EQ,1813.5,-0.86,49324.59,2.9,52.62
ELGIEQUIP,EQ,644.9,0.44,20437.46,8.08,52.18
SANSERA,EQ,3890,2.84,24274.99,1.35,52.17
LGEINDIA,EQ,1645,0.26,111658.06,3.14,51.86
NORTHARC,EQ,306.9,1.57,4961.46,16.92,51.84
KIRLOSENG,EQ,2160,-1.9,31432.29,2.38,51.75
NCC,EQ,150.5,0.53,9449.09,34.34,51.59
THERMAX,EQ,3619,-0.51,43122.66,1.42,51.49
BANKINDIA,EQ,142.02,-2.06,64656.99,36.05,51.32
RAMBHAJO,EQ,273.44,1.77,1252.63,18.32,51.06
PARADEEP,EQ,158.6,1.02,16470.93,32.29,50.87
THANGAMAYL,EQ,5492,3,17070.25,0.93,50.72
NEULANDLAB,EQ,22955,1.3,29451.01,0.22,50.63
HINDOILEXP,EQ,188,1.62,2486.17,26.52,50.59
PETRONET,EQ,290.95,0.99,43642.5,17.38,50.58
KERNEX,EQ,1777.9,-2.15,2987.52,2.81,50.46
HERITGFOOD,EQ,381,-0.35,3535.53,13.06,50.28
SETL,EQ,388.55,-4.99,7751.25,12.62,50.21
LODHA,EQ,1200,-1.8,119906.79,4.11,49.81
SBIFUNDS,EQ,557,-0.91,113451.3,8.92,49.68
GMRAIRPORT,EQ,95.94,-1.55,101302.82,51.31,49.62
KOPRAN,EQ,245.6,5.62,1185.94,20.37,49.57
AEROENTER,EQ,155.4,9.58,1758.57,32.6,49.4
RADICO,EQ,4444,-1.11,59541.78,1.11,49.31
IRFC,EQ,83,-0.48,108468.6,59.17,49.26
WELENT,EQ,783.1,-3.75,10839.19,6.21,49.11
RKFORGE,EQ,706,0.73,12861.2,6.98,49.05
NRBBEARING,EQ,484.1,8.3,4692.02,10.29,48.9
JINDRILL,EQ,666,0.44,1930.14,7.22,48.72
MRF,EQ,128980,-0.74,54702.26,0.04,48.63
PHOENIXLTD,EQ,1905,-1.91,68137.63,2.54,48.53
DRREDDY,EQ,1144.2,-0.59,95501.67,4.21,48.44
SONATSOFTW,EQ,284.1,-0.4,7966.87,17.37,48.42
CLEANMAX,EQ,1378.6,2.28,16196.45,3.48,48.24
