Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
SSRETAIL,EQ,748.8,20,5568.64,457.36,3074.57
HDFCBANK,EQ,737.25,-0.18,1136596.22,231.97,1715.46
OLAELEC,EQ,41.82,10.69,19356,3901.78,1617.68
ELECON,EQ,466.3,10.88,10463.77,309.87,1433.55
CUPID,EQ,275.25,6.6,37011.79,526.38,1413.21
HEROMOTORS,EQ,98.4,20,4469.48,1398.43,1276.21
PCJEWELLER,EQ,14.48,6.63,14105.09,8674.41,1248.25
GLASSWALL,EQ,282.7,-8.6,2485.93,351.96,1045.12
RELIANCE,EQ,1248,0.61,1688860.83,83.52,1041.75
MANINDS,EQ,1000.3,17.7,7503.21,106.91,1018.67
ATHERENERG,EQ,1499.4,-2.88,59150.31,66.87,1001.99
KANOHAR,EQ,911.1,4.66,7214.71,107.97,973.11
BSE,EQ,3270.7,1.1,133406.65,27.97,908.82
BAJFINANCE,EQ,1043.2,3.41,649456.08,86.19,891.02
WOCKPHARMA,EQ,2333,6.75,37907.88,38.35,886.73
WHIRLPOOL,EQ,865.25,20,10977.59,107.53,879.51
OPTIEMUS,EQ,830.8,17.2,7415.81,106.28,869.93
RAYMONDREL,EQ,669.25,13.53,4455.45,128.02,847.54
BLUESTONE,EQ,850,-8.64,12986.19,92.2,799.22
BANDHANBNK,EQ,191.38,3.62,30834.14,418.45,796.47
M&M,EQ,3035,-0.31,377411,26,789.52
MARINE,EQ,428.5,4.14,5996.62,190.64,778.8
SAIL,EQ,185.44,6.57,76596.46,416.16,759.15
TATASTEEL,EQ,190.82,3.16,238210.67,397.98,754.38
MCX,EQ,3374,3.41,86034.25,22.5,745.47
PINELABS,EQ,189.1,-4.29,21819.46,370.96,715.7
MEESHO,EQ,237,-1.33,109641.43,292.56,690.51
BHARTIARTL,EQ,1833.2,0.88,1144008.65,36.98,676.13
ICICIBANK,EQ,1340,0.03,961849.55,47.58,637.05
SOLARINDS,EQ,19730,-0.8,178536.88,3.16,633.46
ETERNAL,EQ,342.65,0.19,330669.26,183.6,628.81
IFCI,EQ,79.95,5.28,21541.04,775.13,607.93
IDFCFIRSTB,EQ,87.9,2.96,75789.1,645.18,569.31
ESDS,EQ,1733.7,0.51,20320.87,30.49,544.64
SWIGGY,EQ,278.5,-1.95,76874.73,187.49,526.45
INFY,EQ,1020.5,-0.86,414142.62,51.09,521.26
TMCV,EQ,450.3,2.32,165836,115.33,512.48
HINDALCO,EQ,1003.8,3.17,225576.6,51.59,511.56
TRANSRAILL,EQ,491.5,3.01,6598.68,103.97,503.53
RAYMOND,EQ,1125,0.72,7489.54,44.61,494.54
WELCORP,EQ,2796.5,2.38,73769.05,17.4,489.27
VAML,EQ,438,2.97,171275,111.94,488.96
DIVISLAB,EQ,9624,2.91,255486.96,4.89,465.34
TCS,EQ,2089.6,-0.73,756035.57,22.28,465.25
POLICYBZR,EQ,1886.3,4.5,87289.05,24.78,463.59
SBIN,EQ,994.1,0.72,917630.53,45.22,448.69
ARVSMART,EQ,628,6.77,2882.33,66.51,430.72
PAYTM,EQ,1775,-2.17,113885.39,24.1,428.6
RENTOMOJO,EQ,517.6,-1.39,5388.98,78.82,425.65
SUZLON,EQ,42.39,-1.42,58267.54,993.23,418.74
ADANIPOWER,EQ,204.8,-1.04,394950.55,202.7,415.5
360ONE,EQ,1108,3.21,45158.15,36.42,404.92
IDEA,EQ,14.52,1.75,157314.09,2721.41,391.61
PFC,EQ,346,0.06,114183.52,111.5,387.48
KEI,EQ,4722.5,3.22,45147.38,8.09,380.17
APOLLOHOSP,EQ,9069,2.64,130398.31,4.2,376.88
TITAN,EQ,4880,-0.98,433239.65,7.7,376.21
LT,EQ,3929.9,1.64,540712.97,9.45,370.55
INDOMIM,EQ,1251.65,1.49,61891.7,28.64,362.93
SILVERBEES,EQ,220.29,0.01,32024.85,162.19,359.87
KOTAKBANK,EQ,413.25,0.15,411086.89,86.28,357.26
TVSMOTOR,EQ,4135,-0.12,196448.52,8.63,356.52
SHANTIGOLD,EQ,284.5,10.25,2183.24,125.82,355.49
ITC,EQ,270.15,1.64,338561.69,131.42,353.48
HCLTECH,EQ,1256.7,-1.08,341026.29,27.24,343.93
NTPC,EQ,326,-0.55,316111.32,105.25,343.91
ENGINERSIN,EQ,306.25,1.22,17212.55,112.29,340.44
COALINDIA,EQ,424.55,-0.81,261638.63,79.56,337.64
MPIMANIPAL,EQ,371.95,9.85,8621.97,88.36,336.91
LALITHAA,EQ,352.9,5,19752.16,95.1,333.92
LENSKART,EQ,686.2,-0.76,119351.19,47.85,328.38
AHCL,EQ,29.87,3.5,1587.64,1130.9,328.3
LIQUIDBEES,EQ,1000,0,10260.93,32.53,325.29
HINDCOPPER,EQ,512.8,0.91,49588.99,61.41,316.47
VEDL,EQ,271,3.04,105971.52,117.35,315.4
SHRIRAMFIN,EQ,1010.8,0.48,237839.58,29.16,294.47
INDIGO,EQ,5028.5,-0.03,194435.3,5.82,293.11
MOLBIO,EQ,1309,3.58,15084.92,21.93,287.88
AXISBANK,EQ,1243.2,0.04,387069.63,22.88,285.07
KAYNES,EQ,3458,0.09,23180.58,8.05,278.73
LAURUSLABS,EQ,2034,1.37,109899.51,13.64,276.14
AARTIPHARM,EQ,935.05,5.8,8479.02,29.46,276.01
WELSPUNLIV,EQ,223.5,0.9,21115.22,120.79,273.59
EKC,EQ,114.05,13.13,1279.73,238.55,272.28
MARUTI,EQ,12230,0.33,384514.35,2.2,268.79
BEL,EQ,396.05,-0.46,289503.79,67.32,267.87
MOTISONS,EQ,18.9,4.77,2149.89,1442.51,266.87
COFORGE,EQ,1782.4,-1.14,78938.66,14.74,264.21
NETWEB,EQ,4726.5,-1.88,28097.88,5.5,262.19
SONACOMS,EQ,833,2.97,51989.9,31.84,262.09
BIKAJI,EQ,593,7.11,14868.67,43.79,260.92
ADANIENT,EQ,2993.2,-0.13,405108.72,8.55,256.6
SANSERA,EQ,4619,0.71,28824.21,5.46,253.52
INDUSINDBK,EQ,959.3,0.45,74742.95,26.26,252.64
DIXON,EQ,13200,0.89,80745.17,1.92,252.52
GVT&D,EQ,4417,1.59,113095.75,5.67,249.37
RATNAVEER,EQ,331.5,-0.24,2782.16,74.95,248.12
GROWW,EQ,188.69,-0.26,118376.49,128.92,243.47
ULTRACEMCO,EQ,11155,1.41,328714.62,2.18,242.79
HINDZINC,EQ,595.45,0.84,251596.62,40.65,242.61
RADICO,EQ,4601.9,3.44,61657.36,5.28,242.48
SYRMA,EQ,1719,-1.31,33147.56,14,241.63
