Symbol,Series,LTP,%chng,Mkt Cap (₹ Crores),Volume (Lakhs),Value (₹ Crores)
HDFCBANK,EQ,738.6,-0.12,1138677.47,354.84,2641.87
MEESHO,EQ,240.6,9.79,111306.87,1083.59,2564.75
GLASSWALL,EQ,311.6,5.55,2740.06,703.05,2167.49
PINELABS,EQ,197.3,1.86,22765.62,820.09,1628.37
RELIANCE,EQ,1240.4,-0.56,1678576.1,106.84,1330.37
GABRIEL,EQ,1478,14.55,26194.6,78.91,1138.33
TRANSRAILL,EQ,474,14.44,6363.74,239.72,1125.88
CUPID,EQ,258.6,2.9,34772.93,433.53,1121.15
KAYNES,EQ,3455,-5.34,23160.47,30.23,1059.46
BSE,EQ,3235,2.34,131950.5,31.66,1020.9
INDOMIM,EQ,1235.35,6.36,61085.7,81.76,990.3
INFY,EQ,1029.4,-0.88,417754.45,93.41,959.6
PROTEAN,EQ,626.65,6.51,2545.53,148.18,928.62
SWIGGY,EQ,284.05,4.16,78406.71,326.05,912.31
ICICIBANK,EQ,1339.6,-0.4,961562.43,64.33,862.3
PCJEWELLER,EQ,13.48,5.39,13130.98,6385.01,849.85
SOLARINDS,EQ,19890,3.24,179984.72,3.97,788.01
TCS,EQ,2105,-1.11,761607.42,36.42,767.78
ETERNAL,EQ,342,1.82,330041.99,222.77,754.54
BHARTIARTL,EQ,1817.2,-0.71,1134023.85,41.34,754.18
IDEA,EQ,14.27,3.11,154605.51,5278.12,744.74
SYRMA,EQ,1732.9,1.14,33415.59,40.24,713.04
COALINDIA,EQ,428,3.21,263764.77,166.76,710.22
ENGINERSIN,EQ,300.6,5.38,16894.99,235.38,695.28
PATANJALI,EQ,404,1.97,43959.59,155.61,630.7
JSWINFRA,EQ,369.05,5.56,85988.71,171.24,628.63
TITAN,EQ,4928.5,1.1,437545.41,12.38,611.45
SBIN,EQ,987,-0.9,911076.68,61.26,605.13
RAYMOND,EQ,1117,2.95,7436.29,49.5,570.1
APOLLO,EQ,408.6,6.01,15183.56,137.58,557.49
OPTIEMUS,EQ,708.9,20,6327.72,80.47,541.31
ATHERENERG,EQ,1543.8,-3.09,60901.86,34.26,538.48
LT,EQ,3866.4,-0.98,531964.86,13.55,527.08
DIXON,EQ,13084,-1.99,80035.59,4.01,524.59
M&M,EQ,3044.5,-0.35,378592.35,17.08,521.95
IFCI,EQ,75.8,2.09,20422.9,678.78,514.51
LENSKART,EQ,692,1.19,120359.99,68.69,473.15
BAJFINANCE,EQ,1008.8,-1.22,628039.97,45.82,464.43
DHOOTTRANS,EQ,1660.9,4.97,33973.39,28.48,461.66
KANOHAR,EQ,878,1.27,6952.6,53.06,460.95
RHIM,EQ,378.6,2.88,7818.14,118.83,457.87
PACEDIGITK,EQ,168.98,9.12,3647.46,267.36,456.7
JAINREC,EQ,291.35,6.82,10054.08,156.3,455.37
NETWEB,EQ,4822,2.2,28665.61,9.28,444.56
INDIGO,EQ,5030,1.8,194493.3,8.74,436.54
SANSERA,EQ,4615.5,7.41,28802.37,9.15,413.66
LTM,EQ,4158.3,-2.84,123344.04,9.96,411.78
