"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ","Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share","1","18-Sep-2023","18-Sep-2023","-","-"
"TECHNOE","Techno Electric & Engineering Company Limited","EQ","Annual General Meeting","2","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"788GS2030","GOVERNMENT OF INDIA","GS","Interest Payment","100","18-Sep-2023","18-Sep-2023","-","-"
"IZMO","IZMO Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"JAYNECOIND","Jayaswal Neco Industries Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","EQ","Annual General Meeting/Dividend - Rs  3 Per Share","10","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"KAPSTON","Kapston Services Limited","EQ","Annual General Meeting","5","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"KAUSHALYA","Kaushalya Infrastructure Development Corporation Limited","EQ","Annual General Meeting","1000","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"KINGFA","Kingfa Science & Technology (India) Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"KIRIINDUS","Kiri Industries Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"KMSUGAR","K.M.Sugar Mills Limited","EQ","Annual General Meeting","2","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","EQ","Annual General Meeting/Dividend - Rs 16 Per Share","10","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"LGBFORGE","LGB Forge Limited","EQ","Annual General Meeting","1","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","EQ","Dividend - Re 0.50 Per Share","10","18-Sep-2023","18-Sep-2023","-","-"
"LOTUSEYE","Lotus Eye Hospital and Institute Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"MADRASFERT","Madras Fertilizers Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","19-Sep-2023","25-Sep-2023"
"MAITHANALL","Maithan Alloys Limited","EQ","Annual General Meeting/Dividend - Rs  6 Per Share","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"MALUPAPER","Malu Paper Mills Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","19-Sep-2023","26-Sep-2023"
"MANGCHEFER","Mangalore Chemicals & Fertilizers Limited","EQ","Dividend - Rs 1.50 Per Share","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"MANOMAY","Manomay Tex India Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"MARATHON","Marathon Nextgen Realty Limited","EQ","Annual General Meeting","5","18-Sep-2023","-","19-Sep-2023","27-Sep-2023"
"MARATHON","Marathon Nextgen Realty Limited","EQ","Dividend - Re 1  Per Share","5","18-Sep-2023","18-Sep-2023","-","-"
"MARINE","Marine Electricals (India) Limited","EQ","Annual General Meeting","2","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"MASTEK","Mastek Limited","EQ","Annual General Meeting/Dividend - Rs 12 Per Share","5","18-Sep-2023","-","20-Sep-2023","21-Sep-2023"
"MBAPL","Madhya Bharat Agro Products Limited","EQ","Annual General Meeting/Dividend - Rs 0.50 Per Share","10","18-Sep-2023","19-Sep-2023","-","-"
"MHLXMIRU","Mahalaxmi Rubtech Limited","EQ","Annual General Meeting","10","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"MOLDTECH","Mold-Tek Technologies Limited","EQ","Annual General Meeting/Dividend - Rs 1.40 Per Share","2","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
"MOLDTKPAC","Mold-Tek Packaging Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","5","18-Sep-2023","-","20-Sep-2023","26-Sep-2023"
