"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"NURECA","Nureca Limited","EQ","Annual General Meeting","10","13-Jul-2022","-","15-Jul-2022","21-Jul-2022"
"21STCENMGM","21st Century Management Services Limited","EQ","Annual General Meeting","10","13-Jul-2022","-","15-Jul-2022","21-Jul-2022"
"ORIENTBELL","Orient Bell Limited","EQ","Annual General Meeting/Dividend - Rs 1 Per Share","10","13-Jul-2022","-","15-Jul-2022","21-Jul-2022"
"ABSLAMC","Aditya Birla Sun Life AMC Limited","EQ","Dividend - Rs 5.85 Per Share","5","13-Jul-2022","14-Jul-2022","-","-"
"SHANKARA","Shankara Building Products Limited","EQ","Annual General Meeting/Dividend - Rs 1 Per Share","10","13-Jul-2022","-","15-Jul-2022","22-Jul-2022"
"WENDT","Wendt (India) Limited","EQ","Annual General Meeting/Dividend - Rs 45 Per Share","10","13-Jul-2022","-","15-Jul-2022","22-Jul-2022"
"MAGADSUGAR","Magadh Sugar & Energy Limited","EQ","Annual General Meeting/Dividend - Rs 6.50 Per Share","10","13-Jul-2022","-","15-Jul-2022","21-Jul-2022"
"20MICRONS","20 Microns Limited","EQ","Annual General Meeting","5","13-Jul-2022","-","15-Jul-2022","22-Jul-2022"
"SHREECEM","SHREE CEMENT LIMITED","EQ","Dividend - Rs 45 Per Share","10","13-Jul-2022","14-Jul-2022","-","-"
"VSTIND","VST Industries Limited","EQ","Dividend - Rs 140 Per Share","10","13-Jul-2022","-","15-Jul-2022","29-Jul-2022"
