"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"RATNAVEER","Ratnaveer Precision Engineering Limited","EQ","Rights 7:40 @ Premium Rs 254/-","10","25-Aug-2026","26-Aug-2026","-","-"
"NRAIL","N R Agarwal Industries Limited","EQ","Dividend - Rs 2 Per Share","10","25-Aug-2026","26-Aug-2026","-","-"
"MASFIN","MAS Financial Services Limited","EQ","Dividend - Re 0.75 Per Share","10","25-Aug-2026","26-Aug-2026","-","-"
"PREMCO","Premco Global Limited","EQ","Dividend - Rs 2 Per Share","10","25-Aug-2026","26-Aug-2026","-","-"
"QUINT","Quint Digital Limited","EQ","Rights - 7 Ccps And 7 Warrants:40","10","25-Aug-2026","25-Aug-2026","-","-"
"CORDELIA","Waterways Leisure Tourism Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","25-Aug-2026","26-Aug-2026","-","-"
"DEEPAKFERT","Deepak Fertilizers and Petrochemicals Corporation Limited","EQ","Dividend - Rs 10 Per Share","10","25-Aug-2026","25-Aug-2026","-","-"
"DIFFNKG","Diffusion Engineers Limited","EQ","Dividend - Rs 1.50 Per Share","10","25-Aug-2026","26-Aug-2026","-","-"
"DUCON","Ducon Infratechnologies Limited","EQ","Rights 10:13 @ Premium Rs 0/-","1","25-Aug-2026","25-Aug-2026","-","-"
"AVL","Aditya Vision Limited","EQ","Dividend - Rs 1.25 Per Share","1","25-Aug-2026","26-Aug-2026","-","-"
"SBCL","Shivalik Bimetal Controls Limited","EQ","Dividend - Rs 2 Per Share","2","25-Aug-2026","26-Aug-2026","-","-"
