"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"MAHEPC","Mahindra EPC Irrigation Limited","EQ"," Annual General Meeting/Dividend - Rs 1.20 Per Share","10","28-Jul-2020","-","30-Jul-2020","03-Aug-2020"
"SOLARA","Solara Active Pharma Sciences Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","28-Jul-2020","-","30-Jul-2020","04-Aug-2020"
"CIGNITITEC","Cigniti Technologies Limited","EQ"," Annual General Meeting","10","28-Jul-2020","-","30-Jul-2020","03-Aug-2020"
"GRANULES","Granules India Limited","EQ"," Interim Dividend - Rs 0.25 Per Share","1","28-Jul-2020","29-Jul-2020","-","-"
"HATSUN","Hatsun Agro Product Limited","EQ"," Interim Dividend - Rs 4 Per Share Special Dividend Rs 4 Per Share","1","28-Jul-2020","29-Jul-2020","-","-"
"ADFFOODS","ADF Foods Limited","EQ"," Annual General Meeting","2","28-Jul-2020","-","30-Jul-2020","05-Aug-2020"
"SESHAPAPER","Seshasayee Paper and Boards Limited","EQ"," Annual General Meeting/Dividend - Rs 3.50 Per Share Special Dividend - Rs 0.50 Per Share","2","28-Jul-2020","-","30-Jul-2020","08-Aug-2020"
"SPENCERS","Spencer's Retail Limited","EQ"," Rights 2:15 @ Premium Rs 70/-","5","28-Jul-2020","29-Jul-2020","-","-"
"PNBHOUSING","PNB Housing Finance Limited","EQ"," Annual General Meeting","10","28-Jul-2020","-","30-Jul-2020","05-Aug-2020"
"RBL","Rane Brake Lining Limited","EQ"," Annual General Meeting/Dividend - Rs 11 Per Share","10","28-Jul-2020","29-Jul-2020","-","-"
"SATIN","Satin Creditcare Network Limited","EQ"," Annual General Meeting","10","28-Jul-2020","-","30-Jul-2020","05-Aug-2020"
