"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CANBK","Canara Bank","EQ","Dividend - Rs 6.5 Per Share","2","15-Jun-2022","16-Jun-2022","-","-"
"CANBK","Canara Bank","EQ","Annual General Meeting","2","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
"NEWGEN","Newgen Software Technologies Limited","EQ","Annual General Meeting/Dividend - Rs 4.5 Per Share","10","15-Jun-2022","16-Jun-2022","-","-"
"TATAELXSI","Tata Elxsi Limited","EQ","Annual General Meeting/Dividend - Rs 42.5 Per Share","10","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
"TINPLATE","The Tinplate Company of India Limited","EQ","Annual General Meeting/Dividend - Rs 4 Per Share","10","15-Jun-2022","-","17-Jun-2022","04-Jul-2022"
"HINDUNILVR","Hindustan Unilever Limited","EQ","Annual General Meeting/Dividend - Rs  19 Per Share","1","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
"KHAICHEM","Khaitan Chemicals & Fertilizers Limited","EQ","Annual General Meeting/Dividend - Rs 0.15 Per Share","1","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
"TATACHEM","Tata Chemicals Limited","EQ","Annual General Meeting/Dividend - Rs 12.5 Per Share","10","15-Jun-2022","-","17-Jun-2022","22-Jun-2022"
"TATASTEEL","Tata Steel Limited","EQ","Annual General Meeting/Dividend - Rs  51 Per Share","1","15-Jun-2022","-","17-Jun-2022","28-Jun-2022"
"TEAMGTY","Team India Guaranty Limited","EQ","Annual General Meeting","10","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
"KEC","KEC International Limited","EQ","Dividend - Rs 4 Per Share","2","15-Jun-2022","16-Jun-2022","-","-"
"TATAPOWER","Tata Power Company Limited","EQ","Dividend - Rs 1.75 Per Share","1","15-Jun-2022","-","17-Jun-2022","07-Jul-2022"
"SONATSOFTW","Sonata Software Limited","EQ","Annual General Meeting/Dividend - Rs 13 Per Share","1","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
"SHRIRAMFIN","Shriram Finance Limited","EQ","Annual General Meeting","2","15-Jun-2022","-","17-Jun-2022","23-Jun-2022"
