"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ADSL","Allied Digital Services Limited","EQ","Annual General Meeting/Dividend - Rs 1.25 Per Share","5","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"IRBINVIT","IRB InvIT Fund","IV","Distribution - Rs 2 Per Unit Consists Of Rs 1.70 Per Unit As Interest/ Rs 0.30 Per Unit As Return Of Capital","102","10-Aug-2023","10-Aug-2023","-","-"
"GOACARBON","Goa Carbon Limited","EQ","Annual General Meeting/Dividend - Rs 17.50 Per Share","10","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"KCP","KCP Limited","EQ","Annual General Meeting/Dividend - Re 0.10 Per Share","1","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"LUMAXIND","Lumax Industries Limited","EQ","Annual General Meeting/Dividend - Rs 27 Per Share","10","10-Aug-2023","-","11-Aug-2023","22-Aug-2023"
"RAMAPHO","Rama Phosphates Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","5","10-Aug-2023","-","11-Aug-2023","18-Aug-2023"
"SMARTLINK","Smartlink Holdings Limited","EQ","Annual General Meeting","2","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"TERASOFT","Tera Software Limited","EQ","Annual General Meeting","10","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","Annual General Meeting/Dividend - Re 0.40 Per Share","1","10-Aug-2023","-","11-Aug-2023","23-Aug-2023"
"METROPOLIS","Metropolis Healthcare Limited","EQ","Annual General Meeting","2","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"VAIBHAVGBL","Vaibhav Global Limited","EQ","Interim Dividend - Rs 1.50 Per Share","2","10-Aug-2023","10-Aug-2023","-","-"
"JUBLINGREA","Jubilant Ingrevia Limited","EQ","Dividend - Rs 2.50 Per Share","1","10-Aug-2023","10-Aug-2023","-","-"
"JUBLPHARMA","Jubilant Pharmova Limited","EQ","Dividend - Rs 5 Per Share","1","10-Aug-2023","10-Aug-2023","-","-"
"LINDEINDIA","Linde India Limited","EQ","Annual General Meeting/Dividend - Rs 4.50 Per Share/Special Dividend -Rs 7.50 Per Share","10","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"LUMAXTECH","Lumax Auto Technologies Limited","EQ","Annual General Meeting/Dividend - Rs 4.50 Per Share","2","10-Aug-2023","-","11-Aug-2023","22-Aug-2023"
"ALKEM","Alkem Laboratories Limited","EQ","Dividend - Rs 10 Per Share","2","10-Aug-2023","10-Aug-2023","-","-"
"POWERINDIA","Hitachi Energy India Limited","EQ","Annual General Meeting/Dividend - Rs 3.40 Per Share","2","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
"MANINFRA","Man Infraconstruction Limited","EQ","Interim Dividend - Rs 0.36 Per Sh","2","10-Aug-2023","10-Aug-2023","-","-"
"BALAJITELE","Balaji Telefilms Limited","EQ","Annual General Meeting","2","10-Aug-2023","-","11-Aug-2023","17-Aug-2023"
