"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","EQ","Annual General Meeting/Dividend - Rs 1.20 Per Share","2","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"NUVAMA","Nuvama Wealth Management Limited","EQ","Interim Dividend - Rs 81.50 Per Share","10","07-Aug-2024","07-Aug-2024","-","-"
"IRIS","Iris Business Services Limited","EQ","Annual General Meeting","10","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"MINDACORP","Minda Corporation Limited","EQ","Dividend - Re 0.90 Per Share","2","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"QUINTEGRA","Quintegra Solutions Limited","EQ","Annual General Meeting","10","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"TAKE","Take Solutions Limited","EQ","Annual General Meeting","1","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"TFCILTD","Tourism Finance Corporation of India Limited","EQ","Annual General Meeting/ Dividend - Rs 2.50 Per Share","10","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"360ONE","360 ONE WAM LIMITED","EQ","Interim Dividend - Rs 2.50 Per Share","1","07-Aug-2024","07-Aug-2024","-","-"
"BHARTIARTL","Bharti Airtel Limited","EQ","Dividend - Rs 8 Per Share","5","07-Aug-2024","07-Aug-2024","-","-"
"CASTROLIND","Castrol India Limited","EQ","Interim Dividend - Rs 3.50 Per Share","5","07-Aug-2024","07-Aug-2024","-","-"
"EICHERMOT","Eicher Motors Limited","EQ","Dividend - Rs 51 Per Share","1","07-Aug-2024","07-Aug-2024","-","-"
"ESAFSFB","ESAF Small Finance Bank Limited","EQ","Dividend - Rs 0.70 Per Share","10","07-Aug-2024","07-Aug-2024","-","-"
"ESAFSFB","ESAF Small Finance Bank Limited","EQ","Annual General Meeting","10","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"GABRIEL","Gabriel India Limited","EQ","Dividend - Rs 2.50 Per Share","1","07-Aug-2024","07-Aug-2024","-","-"
"GABRIEL","Gabriel India Limited","EQ","Annual General Meeting","1","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
"INFIBEAM","Infibeam Avenues Limited","EQ","Annual General Meeting/Dividend - Rs 0.05 Per Share","1","07-Aug-2024","07-Aug-2024","-","-"
"NTPC","NTPC Limited","EQ","Dividend - Rs 3.25 Per Share","10","07-Aug-2024","07-Aug-2024","-","-"
"ELGIRUBCO","Elgi Rubber Company Limited","EQ","Annual General Meeting","1","07-Aug-2024","-","08-Aug-2024","14-Aug-2024"
