"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BIRLAMONEY","Aditya Birla Money Limited","EQ","Annual General Meeting","1","22-Jul-2024","-","23-Jul-2024","30-Jul-2024"
"LLOYDSME","Lloyds Metals And Energy Limited","EQ","Extra Ordinary General Meeting","1","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"GTECJAINX","G-TEC JAINX EDUCATION LIMITED","EQ","Annual General Meeting","10","22-Jul-2024","-","23-Jul-2024","30-Jul-2024"
"IFBAGRO","IFB Agro Industries Limited","EQ","Annual General Meeting","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"IFBIND","IFB Industries Limited","EQ","Annual General Meeting","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"IMFA","Indian Metals & Ferro Alloys Limited","EQ","Annual General Meeting/Dividend - Rs 7.50 Per Share","10","22-Jul-2024","-","23-Jul-2024","31-Jul-2024"
"CHEMBOND","Chembond Chemicals Ltd","EQ","Dividend - Rs 3.50 Per Share","5","22-Jul-2024","22-Jul-2024","-","-"
"CHEMBOND","Chembond Chemicals Ltd","EQ","Annual General Meeting","5","22-Jul-2024","-","23-Jul-2024","30-Jul-2024"
"MAHASTEEL","Mahamaya Steel Industries Limited","EQ","Annual General Meeting","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"SWELECTES","Swelect Energy Systems Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share/Special Dividend - Re 1 Per Share","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"TIPSFILMS","Tips Films Limited","EQ","Annual General Meeting","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"XPROINDIA","Xpro India Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"EXIDEIND","Exide Industries Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","1","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"HAPPYFORGE","Happy Forgings Limited","EQ","Dividend - Rs 4 Per Share","2","22-Jul-2024","22-Jul-2024","-","-"
"VOLTAMP","Voltamp Transformers Limited","EQ","Annual General Meeting/Dividend - Rs 90 Per Share","10","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"DIVGIITTS","Divgi Torqtransfer Systems Limited","EQ","Dividend - Rs 2.60 Per Share","5","22-Jul-2024","22-Jul-2024","-","-"
"DIVGIITTS","Divgi Torqtransfer Systems Limited","EQ","Annual General Meeting","5","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"HAPPYFORGE","Happy Forgings Limited","EQ","Annual General Meeting","2","22-Jul-2024","-","23-Jul-2024","29-Jul-2024"
"CARBORUNIV","Carborundum Universal Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","1","22-Jul-2024","-","23-Jul-2024","30-Jul-2024"
