"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BAJAJFINSV","Bajaj Finserv Limited","EQ","Dividend - Rs 0.80 Per Share","1","30-Jun-2023","30-Jun-2023","-","-"
"BAJAJ-AUTO","Bajaj Auto Limited","EQ","Dividend - Rs 140 Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
"AEGISLOG","Aegis Logistics Limited","EQ","Dividend - Rs 1.25 Per Share","1","30-Jun-2023","30-Jun-2023","-","-"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","EQ","Dividend - Rs 13 Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
"GLAXO","GlaxoSmithKline Pharmaceuticals Limited","EQ","Dividend - Rs 32  Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
"ESCORTS","Escorts Kubota Limited","EQ","Annual General Meeting/Dividend - Rs 7 Per Share","10","30-Jun-2023","-","01-Jul-2023","14-Jul-2023"
"SYNGENE","Syngene International Limited","EQ","Dividend - Rs 0.50 Per Share/Special Dividend - Rs 0.75 Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
"BAJFINANCE","Bajaj Finance Limited","EQ","Dividend - Rs 30 Per Share","1","30-Jun-2023","30-Jun-2023","-","-"
"BANKBARODA","Bank of Baroda","EQ","Annual General Meeting/Dividend - Rs 5.50 Per Share","2","30-Jun-2023","-","01-Jul-2023","07-Jul-2023"
"CANFINHOME","Can Fin Homes Limited","EQ","Dividend - Rs 2 Per Share","2","30-Jun-2023","30-Jun-2023","-","-"
"GREENLAM","Greenlam Industries Limited","EQ","Dividend - Rs 1.50 Per Share","1","30-Jun-2023","30-Jun-2023","-","-"
"HITECHCORP","Hitech Corporation Limited","EQ","Dividend - Re 1 Per Share","10","30-Jun-2023","01-Jul-2023","-","-"
"IOB","Indian Overseas Bank","EQ","Annual General Meeting","10","30-Jun-2023","-","01-Jul-2023","07-Jul-2023"
"KUANTUM","Kuantum Papers Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","1","30-Jun-2023","-","01-Jul-2023","07-Jul-2023"
"MAHSCOOTER","Maharashtra Scooters Limited","EQ","Dividend - Rs 60 Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
"NILKAMAL","Nilkamal Limited","EQ","Annual General Meeting/Dividend - Rs 20 Per Share","10","30-Jun-2023","-","01-Jul-2023","07-Jul-2023"
"SANGINITA","Sanginita Chemicals Limited","EQ","Annual General Meeting","10","30-Jun-2023","-","01-Jul-2023","08-Jul-2023"
"SONACOMS","Sona BLW Precision Forgings Limited","EQ","Dividend - Rs 1.53 Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
"VAIBHAVGBL","Vaibhav Global Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","2","30-Jun-2023","-","01-Jul-2023","01-Jul-2023"
"WELENT","Welspun Enterprises Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","30-Jun-2023","-","01-Jul-2023","03-Jul-2023"
"NAM-INDIA","Nippon Life India Asset Management Limited","EQ","Dividend - Rs 7.50 Per Share","10","30-Jun-2023","30-Jun-2023","-","-"
