"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ULTRACEMCO","UltraTech Cement Limited","EQ","Dividend - Rs 240 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"GRANULES","Granules India Limited","EQ","Dividend - Rs 1.75 Per Share","1","30-Jul-2026","30-Jul-2026","-","-"
"YASHO","Yasho Industries Limited","EQ","Dividend - Re 0.50 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"IGPL","IG Petrochemicals Limited","EQ","Dividend - Rs 5 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"BASF","BASF India Limited","EQ","Dividend - Rs 25 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"BIRLANU","BirlaNu Limited","EQ","Dividend - Rs 15 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"IVP","IVP Limited","EQ","Dividend - Rs 1.50 Per Sh","10","30-Jul-2026","30-Jul-2026","-","-"
"JKTYRE","JK Tyre & Industries Limited","EQ","Dividend - Rs 4 Per Share","2","30-Jul-2026","30-Jul-2026","-","-"
"CHEVIOT","Cheviot Company Limited","EQ","Dividend - Rs 25 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"KOKUYOCMLN","Kokuyo Camlin Limited","EQ","Dividend - Re 0.30 Per Share","1","30-Jul-2026","30-Jul-2026","-","-"
"LALPATHLAB","Dr. Lal Path Labs Ltd.","EQ","Interim Dividend - Rs 5 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"DWARKESH","Dwarikesh Sugar Industries Limited","EQ","Dividend - Re 0.10 Per Share","1","30-Jul-2026","30-Jul-2026","-","-"
"MARICO","Marico Limited","EQ","Dividend - Rs 4 Per Share","1","30-Jul-2026","30-Jul-2026","-","-"
"ALBERTDAVD","Albert David Limited","EQ","Dividend - Rs 5 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"GPTHEALTH","GPT Healthcare Limited","EQ","Dividend - Rs1.50 Per Share","10","30-Jul-2026","30-Jul-2026","-","-"
"SHAREINDIA","Share India Securities Limited","EQ","Interim Dividend - Re 0.50 Per Share","2","30-Jul-2026","30-Jul-2026","-","-"
