"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"TATASTEEL","Tata Steel Limited","EQ"," Dividend - Rs 10 Per Share","1","06-Aug-2020","-","08-Aug-2020","20-Aug-2020"
"HEXAWARE","Hexaware Technologies Limited","EQ"," Interim Dividend - Rs  1.50 Per Share","2","06-Aug-2020","07-Aug-2020","-","-"
"WHIRLPOOL","Whirlpool of India Limited","EQ"," Annual General Meeting/Dividend - Rs 5 Per Share","10","06-Aug-2020","-","08-Aug-2020","21-Aug-2020"
"ELGIEQUIP","Elgi Equipments Limited","EQ"," Annual General Meeting","1","06-Aug-2020","-","08-Aug-2020","14-Aug-2020"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","EQ"," Annual General Meeting/Dividend - Rs  10 Per Share","2","06-Aug-2020","-","08-Aug-2020","14-Aug-2020"
"PDMJEPAPER","Pudumjee Paper Products Limited","EQ"," Annual General Meeting","1","06-Aug-2020","-","08-Aug-2020","20-Aug-2020"
"WELCORP","Welspun Corp Limited","EQ"," Dividend - Rs 0.50 Per Share","5","06-Aug-2020","07-Aug-2020","-","-"
"VISHNU","Vishnu Chemicals Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","2","06-Aug-2020","-","08-Aug-2020","14-Aug-2020"
"75GS2034","GOVERNMENT OF INDIA","GS"," Interest Payment","100","06-Aug-2020","07-Aug-2020","-","-"
"INTELLECT","Intellect Design Arena Limited","EQ"," Annual General Meeting","5","06-Aug-2020","-","10-Aug-2020","21-Aug-2020"
"SRF","SRF Limited","EQ"," Interim Dividend - Rs 5 Per Share","10","06-Aug-2020","07-Aug-2020","-","-"
"TFCILTD","Tourism Finance Corporation of India Limited","EQ"," Annual General Meeting","2","06-Aug-2020","-","10-Aug-2020","17-Aug-2020"
"GMMPFAUDLR","GMM Pfaudler Limited","EQ"," Interim Dividend - Re 1 Per Share","2","06-Aug-2020","07-Aug-2020","-","-"
"RANEHOLDIN","Rane Holdings Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","10","06-Aug-2020","07-Aug-2020","-","-"
"AMJLAND","Amj Land Holdings Limited","EQ"," Annual General Meeting","2","06-Aug-2020","-","08-Aug-2020","20-Aug-2020"
"BHARTIARTL","Bharti Airtel Limited","EQ"," Dividend - Rs 2 Per Share","5","06-Aug-2020","07-Aug-2020","-","-"
"CREDITACC","CREDITACCESS GRAMEEN LIMITED","EQ"," Annual General Meeting","10","06-Aug-2020","-","08-Aug-2020","11-Aug-2020"
