"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"NEOGEN","Neogen Chemicals Limited","EQ","Annual General Meeting/Dividend - Rs  3 Per Share","10","25-Aug-2023","-","26-Aug-2023","05-Sep-2023"
"CDSL","Central Depository Services (India) Limited","EQ","Dividend - Rs 16 Per Share","10","25-Aug-2023","25-Aug-2023","-","-"
"ENGINERSIN","Engineers India Limited","EQ","Dividend - Re 1 Per Sh","5","25-Aug-2023","25-Aug-2023","-","-"
"INDIAMART","Indiamart Intermesh Limited","EQ","Buy Back","10","25-Aug-2023","25-Aug-2023","-","-"
"MAPMYINDIA","C.E. Info Systems Limited","EQ","Annual General Meeting/Dividend - Rs  3 Per Share","2","25-Aug-2023","-","26-Aug-2023","01-Sep-2023"
"ACLGATI","Allcargo Gati Limited","EQ","Annual General Meeting","2","25-Aug-2023","-","28-Aug-2023","04-Sep-2023"
"HYBRIDFIN","Hybrid Financial Services Limited","EQ","Annual General Meeting","5","25-Aug-2023","-","28-Aug-2023","01-Sep-2023"
"NDLVENTURE","NDL Ventures Limited","EQ","Dividend - Rs 2 Per Share","10","25-Aug-2023","25-Aug-2023","-","-"
"NCC","NCC Limited","EQ","Dividend - Rs 2.20 Per Share","2","25-Aug-2023","25-Aug-2023","-","-"
"ABB","ABB India Limited","EQ","Special Dividend - Rs  5.50 Per Share","2","25-Aug-2023","25-Aug-2023","-","-"
"OIL","Oil India Limited","EQ","Annual General Meeting/Dividend - Rs  5.50 Per Share","10","25-Aug-2023","-","26-Aug-2023","09-Sep-2023"
"PEL","Piramal Enterprises Limited","EQ","Buy Back","2","25-Aug-2023","25-Aug-2023","-","-"
"SURYAROSNI","Surya Roshni Limited","EQ","Dividend - Rs 4 Per Share","5","25-Aug-2023","25-Aug-2023","-","-"
"WELINV","Welspun Investments and Commercials Limited","EQ","Annual General Meeting","10","25-Aug-2023","-","26-Aug-2023","28-Aug-2023"
"DEEPAKFERT","Deepak Fertilizers and Petrochemicals Corporation Limited","EQ","Annual General Meeting/Dividend - Rs  10 Per Share","10","25-Aug-2023","-","26-Aug-2023","01-Sep-2023"
"GAEL","Gujarat Ambuja Exports Limited","EQ","Annual General Meeting/Dividend - Re  0.70 Per Share","1","25-Aug-2023","-","26-Aug-2023","02-Sep-2023"
"SALZERELEC","Salzer Electronics Limited","EQ","Annual General Meeting/Dividend - Rs 2.20 Per Share","10","25-Aug-2023","25-Aug-2023","-","-"
"VSTTILLERS","V.S.T Tillers Tractors Limited","EQ","Annual General Meeting/Dividend - Rs 25 Per Share","10","25-Aug-2023","-","26-Aug-2023","31-Aug-2023"
"KEI","KEI Industries Limited","EQ","Annual General Meeting","2","25-Aug-2023","-","26-Aug-2023","01-Sep-2023"
"PVP","PVP Ventures Limited","EQ","Annual General Meeting","10","25-Aug-2023","-","28-Aug-2023","01-Sep-2023"
"UNIDT","United Drilling Tools Limited","EQ","Dividend - Re 0.60 Per Share","10","25-Aug-2023","26-Aug-2023","-","-"
"UNIDT","United Drilling Tools Limited","EQ","Interim Dividend - Re 0.60 Per Share","10","25-Aug-2023","26-Aug-2023","-","-"
"FDC","FDC Limited","EQ","Buy Back","1","25-Aug-2023","25-Aug-2023","-","-"
"GICHSGFIN","GIC Housing Finance Limited","EQ","Dividend - Rs 4.50 Per Share","10","25-Aug-2023","25-Aug-2023","-","-"
"GULFOILLUB","Gulf Oil Lubricants India Limited","EQ","Dividend - Rs 25 Per Share","2","25-Aug-2023","25-Aug-2023","-","-"
"GVKPIL","GVK Power & Infrastructure Limited","EQ","Annual General Meeting","1","25-Aug-2023","-","28-Aug-2023","30-Aug-2023"
"KRBL","KRBL Limited","EQ","Dividend - Re 1 Per Share","1","25-Aug-2023","25-Aug-2023","-","-"
"MUNJALAU","Munjal Auto Industries Limited","EQ","Annual General Meeting/Dividend - Rs  2 Per Share","2","25-Aug-2023","-","27-Aug-2023","02-Sep-2023"
"SEAMECLTD","Seamec Limited","EQ","Interim Dividend - Re 1 Per Sh","10","25-Aug-2023","25-Aug-2023","-","-"
"KRBL","KRBL Limited","EQ","Buy Back","1","25-Aug-2023","25-Aug-2023","-","-"
"ANIKINDS","Anik Industries Limited","EQ","Annual General Meeting","10","25-Aug-2023","-","26-Aug-2023","04-Sep-2023"
