"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CITIUSINVT","Citius TransNet Investment Trust","IV","Distribution - Rs 2.06 Per Unit Consists Of Re 0.7126 Per Unit As Interest/ Rs 1.3458 Per Unit As Repayment Of Debt/ Re 0.0016 Per Unit As Other Income","100","18-Aug-2026","18-Aug-2026","-","-"
"STYL","Seshaasai Technologies Limited","EQ","Dividend - Rs 2.50 Per Share","10","18-Aug-2026","18-Aug-2026","-","-"
"IITL","Industrial Investment Trust Limited","EQ","Buy Back","10","18-Aug-2026","18-Aug-2026","-","-"
"JMA","Jullundur Motor Agency (Delhi) Limited","EQ","Dividend - Rs 2 Per Share & Special Dividend Re 1 Per Share","2","18-Aug-2026","18-Aug-2026","-","-"
"KIRLPNU","Kirloskar Pneumatic Company Limited","EQ","Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share","1","18-Aug-2026","18-Aug-2026","-","-"
"SUNTV","Sun TV Network Limited","EQ","Interim Dividend - Rs 5 Per Share","5","18-Aug-2026","18-Aug-2026","-","-"
"THEJO","Thejo Engineering Limited","EQ","Dividend - Rs 5 Per Share","10","18-Aug-2026","18-Aug-2026","-","-"
"SYRMA","Syrma SGS Technology Limited","EQ","Dividend - Rs 1.50 Per Share","10","18-Aug-2026","18-Aug-2026","-","-"
"MGL","Mahanagar Gas Limited","EQ","Dividend - Rs 18 Per Share","10","18-Aug-2026","18-Aug-2026","-","-"
"SEITINVIT","Sustainable Energy Infra Trust","IV","Distribution - Rs 3.20900 Per Unit Consist Of Rs 3.20674 Per Unit As Interest / Re 0.00226 Per Unit As Other Income","100","18-Aug-2026","18-Aug-2026","-","-"
"ROSSELLIND","Rossell India Limited","EQ","Dividend - Re 0.40 Per Share","2","18-Aug-2026","18-Aug-2026","-","-"
"ROUTE","ROUTE MOBILE LIMITED","EQ","Dividend - Rs 2 Per Share","10","18-Aug-2026","18-Aug-2026","-","-"
"NGLFINE","NGL Fine-Chem Limited","EQ","Dividend - Rs 1.75 Per Share","5","18-Aug-2026","18-Aug-2026","-","-"
"RVNL","Rail Vikas Nigam Limited","EQ","Dividend - Re 0.71 Per Share","10","18-Aug-2026","18-Aug-2026","-","-"
"ECOSMOBLTY","Ecos (India) Mobility & Hospitality Limited","EQ","Dividend - Rs 2.38 Per Share","2","18-Aug-2026","18-Aug-2026","-","-"
