"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"815GS2026","GOVERNMENT OF INDIA","GS","Interest Payment","100","23-May-2025","23-May-2025","-","-"
"709GS2074","Government of India","GS","Interest Payment","100","23-May-2025","23-May-2025","-","-"
"HSCL","Himadri Speciality Chemical Limited","EQ","Dividend - Rs 0.60 Per Share","1","23-May-2025","23-May-2025","-","-"
"CMSINFO","CMS Info Systems Limited","EQ","Dividend - Rs 3.25 Per Share/Special Dividend - Rs 3 Per Share","10","23-May-2025","23-May-2025","-","-"
"INTERISE","Interise Trust","IV","Distribution - Rs 0.38 Per Unit Consists Of Dividend - Rs 0.38 Per Unit","100","23-May-2025","24-May-2025","-","-"
"DHAMPURSUG","Dhampur Sugar Mills Limited","EQ","Buy Back","10","23-May-2025","23-May-2025","-","-"
"MAHLIFE","Mahindra Lifespace Developers Limited","EQ","Rights 3:8 @ Premium Rs 247/-","10","23-May-2025","23-May-2025","-","-"
"BSE","BSE Limited","EQ","Bonus 2:1","2","23-May-2025","23-May-2025","-","-"
"SEPC","SEPC Limited","EQ","Rights 11: 50 @ Premium Rs 0/-","10","23-May-2025","23-May-2025","-","-"
"RUSTOMJEE","Keystone Realtors Limited","EQ","Dividend - Rs 1.50 Per Share","10","23-May-2025","23-May-2025","-","-"
"SULA","Sula Vineyards Limited","EQ","Dividend - Rs 3.60 Per Share","2","23-May-2025","23-May-2025","-","-"
"LTIM","LTIMindtree Limited","EQ","Dividend - Rs 45 Per Share","1","23-May-2025","23-May-2025","-","-"
"HAVELLS","Havells India Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Share","1","23-May-2025","25-May-2025","-","-"
