"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BAJAJ-AUTO","Bajaj Auto Limited","EQ","Dividend - Rs 140 Per Share","10","30-Jun-2022","01-Jul-2022","-","-"
"LTM","LTM Limited","EQ","Dividend- Rs 30 Per Share","1","30-Jun-2022","01-Jul-2022","-","-"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","EQ","Dividend - Rs 25 Per Share","10","30-Jun-2022","01-Jul-2022","-","-"
"BAJFINANCE","Bajaj Finance Limited","EQ","Dividend - Rs 20 Per Share","1","30-Jun-2022","01-Jul-2022","-","-"
"MAHSCOOTER","Maharashtra Scooters Limited","EQ","Dividend - Rs 80 Per Share","10","30-Jun-2022","01-Jul-2022","-","-"
"NAM-INDIA","Nippon Life India Asset Management Limited","EQ","Dividend - Rs 7.50 Per Share","10","30-Jun-2022","01-Jul-2022","-","-"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share","5","30-Jun-2022","01-Jul-2022","-","-"
"IOC","Indian Oil Corporation Limited","EQ","Bonus 1:2","10","30-Jun-2022","01-Jul-2022","-","-"
"WELENT","Welspun Enterprises Limited","EQ","Dividend - Rs 1.50 Per Share","10","30-Jun-2022","-","02-Jul-2022","04-Jul-2022"
"PTL","PTL Enterprises Limited","EQ","Dividend - Rs 2 Per Share","1","30-Jun-2022","01-Jul-2022","-","-"
"NUCLEUS","Nucleus Software Exports Limited","EQ","Annual General Meeting/Dividend - Rs 7 Per Share","10","30-Jun-2022","-","02-Jul-2022","08-Jul-2022"
"PAISALO","Paisalo Digital Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","30-Jun-2022","01-Jul-2022","-","-"
"BIOCON","Biocon Limited","EQ","Dividend - Rs 0.50 Per Share","5","30-Jun-2022","01-Jul-2022","-","-"
"SYNGENE","Syngene International Limited","EQ","Dividend - Rs 0.50 Per Share/Special Dividend - Rs 0.50 Per Share","10","30-Jun-2022","01-Jul-2022","-","-"
"IIFL","IIFL Finance Limited","EQ","Annual General Meeting","2","30-Jun-2022","-","02-Jul-2022","08-Jul-2022"
"ESCORTS","Escorts Kubota Limited","EQ","Annual General Meeting/Dividend - Rs 7 Per Share","10","30-Jun-2022","-","02-Jul-2022","14-Jul-2022"
"SWARAJENG","Swaraj Engines Limited","EQ","Dividend - Rs 80 Per Share","10","30-Jun-2022","-","02-Jul-2022","08-Jul-2022"
"RATNAMANI","Ratnamani Metals & Tubes Limited","EQ","Bonus 1:2","2","30-Jun-2022","01-Jul-2022","-","-"
"RAYMOND","Raymond Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","10","30-Jun-2022","-","02-Jul-2022","14-Jul-2022"
"BAJAJFINSV","Bajaj Finserv Limited","EQ","Dividend - Rs 4 Per Share","1","30-Jun-2022","01-Jul-2022","-","-"
