"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"HITECHGEAR","The Hi-Tech Gears Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","10","18-Feb-2020","22-Feb-2020","-","-"
"CESC","CESC Limited","EQ"," Interim Dividend - Rs 20 Per Share","1","18-Feb-2020","20-Feb-2020","-","-"
"VISAKAIND","Visaka Industries Limited","EQ"," Int Dividend - Rs 10 Per Share","2","18-Feb-2020","20-Feb-2020","-","-"
"VRLLOG","VRL Logistics Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","18-Feb-2020","21-Feb-2020","-","-"
"FINEORG","Fine Organic Industries Limited","EQ"," Interim Dividend - Rs 4 Per Share","5","18-Feb-2020","21-Feb-2020","-","-"
"GSCLCEMENT","Gujarat Sidhee Cement Limited","EQ"," Interim Dividend - Re 1 Per Share","10","18-Feb-2020","20-Feb-2020","-","-"
"CENTURYPLY","Century Plyboards (India) Limited","EQ"," Interim Dividend - Re 1 Per Share","1","18-Feb-2020","21-Feb-2020","-","-"
"KITEX","Kitex Garments Limited","EQ"," Interim Dividend - Re 1.50 Per Share","1","18-Feb-2020","22-Feb-2020","-","-"
"NEULANDLAB","Neuland Laboratories Limited","EQ"," Interim Dividend - Rs 2 Per Share","10","18-Feb-2020","20-Feb-2020","-","-"
"NRBBEARING","NRB Bearing Limited","EQ"," Interim Dividend - Rs 0.80 Per Share","2","18-Feb-2020","21-Feb-2020","-","-"
"INDNIPPON","India Nippon Electricals Limited","EQ"," Interim Dividend - Rs 3 Per Share","5","18-Feb-2020","20-Feb-2020","-","-"
"KAJARIACER","Kajaria Ceramics Limited","EQ"," Interim Dividend - Rs 3 Per Share","1","18-Feb-2020","20-Feb-2020","-","-"
"NMDC","NMDC Limited","EQ"," Interim Dividend - Rs 5.29 Per Share","1","18-Feb-2020","21-Feb-2020","-","-"
"MRF","MRF Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","18-Feb-2020","21-Feb-2020","-","-"
"NATIONALUM","National Aluminium Company Limited","EQ"," Interim Dividend - Rs 1.5 Per Share","5","18-Feb-2020","20-Feb-2020","-","-"
"PRECWIRE","Precision Wires India Limited","EQ"," Interim Dividend - Rs 1 Per Share","1","18-Feb-2020","21-Feb-2020","-","-"
"SANDHAR","Sandhar Technologies Limited","EQ"," Interim Dividend - Rs 1.25 Per Share","10","18-Feb-2020","20-Feb-2020","-","-"
"SATIA","Satia Industries Limited","EQ"," Interim Dividend - Re 0.15 Per Share","1","18-Feb-2020","22-Feb-2020","-","-"
"SHREYANIND","Shreyans Industries Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","18-Feb-2020","21-Feb-2020","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ"," Interim Dividend - Re 1.55 Per Share","1","18-Feb-2020","21-Feb-2020","-","-"
"BODALCHEM","Bodal Chemicals Limited","EQ"," Interim Dividend - Re 0.80 Per Share","2","18-Feb-2020","21-Feb-2020","-","-"
"SUNDARMFIN","Sundaram Finance Limited","EQ"," Interim Dividend - Rs 10 Per Share","10","18-Feb-2020","21-Feb-2020","-","-"
"TRIVENI","Triveni Engineering & Industries Limited","EQ"," Interim Dividend - Re 1.1 Per Share","1","18-Feb-2020","20-Feb-2020","-","-"
"LUXIND","Lux Industries Limited","EQ"," Interim Dividend - Rs 10 Per Share","2","18-Feb-2020","21-Feb-2020","-","-"
"MIRZAINT","Mirza International Limited","EQ"," Interim Dividend - Rs 0.90 Per Share","2","18-Feb-2020","20-Feb-2020","-","-"
"NAUKRI","Info Edge (India) Limited","EQ"," Interim Dividend - Rs 3.50 Per Share","2","18-Feb-2020","20-Feb-2020","-","-"
"PAGEIND","Page Industries Limited","EQ"," Interim Dividend - Rs 58 Per Share","10","18-Feb-2020","22-Feb-2020","-","-"
"IPCALAB","IPCA Laboratories Limited","EQ"," Interim Dividend - Rs 5 Per Share","1","18-Feb-2020","20-Feb-2020","-","-"
"MAANALU","Maan Aluminium Limited","EQ"," Interim Dividend - Re 1 Per Share","5","18-Feb-2020","20-Feb-2020","-","-"
"TORNTPOWER","Torrent Power Limited","EQ"," Interim Dividend - Rs 11.60 Per Share","10","18-Feb-2020","20-Feb-2020","-","-"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","EQ"," Interim Dividend - Re 0.40 Per Share","1","18-Feb-2020","21-Feb-2020","-","-"
"DWARKESH","Dwarikesh Sugar Industries Limited","EQ"," Interim Dividend - Re 1 Per Share","1","18-Feb-2020","20-Feb-2020","-","-"
"ALKYLAMINE","Alkyl Amines Chemicals Limited","EQ"," Interim Dividend - Rs 10 Per Share","2","18-Feb-2020","20-Feb-2020","-","-"
"ADVANIHOTR","Advani Hotels & Resorts (India) Limited","EQ"," Interim Dividend - Rs 1.10 Per Share","2","18-Feb-2020","21-Feb-2020","-","-"
"CONCOR","Container Corporation of India Limited","EQ"," Int Dividend - Rs 0.75 Per Share","5","18-Feb-2020","20-Feb-2020","-","-"
