"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"WABAG","VA Tech Wabag Limited","EQ"," Annual General Meeting","2","12-Aug-2021","-","14-Aug-2021","25-Aug-2021"
"NACLIND","NACL Industries Limited","EQ"," Interim Dividend -  Rs 0.10 Per Share","1","12-Aug-2021","13-Aug-2021","-","-"
"GOLDIAM","Goldiam International Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","2","12-Aug-2021","-","14-Aug-2021","28-Aug-2021"
"BALKRISIND","Balkrishna Industries Limited","EQ"," Interim Dividend - Rs 4 Per Share","2","12-Aug-2021","14-Aug-2021","-","-"
"AVADHSUGAR","Avadh Sugar & Energy Limited","EQ"," Dividend - Rs 4 Per Share","10","12-Aug-2021","-","17-Aug-2021","23-Aug-2021"
"DFMFOODS","DFM Foods Limited","EQ"," Annual General Meeting","2","12-Aug-2021","-","17-Aug-2021","23-Aug-2021"
"ARVINDFASN","Arvind Fashions Limited","EQ"," Annual General Meeting","4","12-Aug-2021","-","17-Aug-2021","23-Aug-2021"
"ENDURANCE","Endurance Technologies Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","10","12-Aug-2021","-","14-Aug-2021","25-Aug-2021"
"ASALCBR","Associated Alcohols & Breweries Ltd.","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","10","12-Aug-2021","-","14-Aug-2021","20-Aug-2021"
"824GS2027","GOVERNMENT OF INDIA","GS"," Interest Payment","100","12-Aug-2021","13-Aug-2021","-","-"
"828GS2032","GOVERNMENT OF INDIA","GS"," Interest Payment","100","12-Aug-2021","13-Aug-2021","-","-"
"82GS2022","GOVERNMENT OF INDIA","GS"," Interest Payment","100","12-Aug-2021","13-Aug-2021","-","-"
"GRASIM","Grasim Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 5  Per Share/ Special Dividend - Rs 4 Per Share","2","12-Aug-2021","-","14-Aug-2021","27-Aug-2021"
"GREENPLY","Greenply Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.40 Per Share","1","12-Aug-2021","-","16-Aug-2021","19-Aug-2021"
"TTKHLTCARE","TTK Healthcare Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share","10","12-Aug-2021","-","16-Aug-2021","20-Aug-2021"
"TIRUPATIFL","Tirupati Forge Limited","EQ"," Interim Dividend - Rs 0.10 Per Share","2","12-Aug-2021","14-Aug-2021","-","-"
"JKLAKSHMI","JK Lakshmi Cement Limited","EQ"," Annual General Meeting/Dividend - Rs 3.75 Per Share","5","12-Aug-2021","-","14-Aug-2021","26-Aug-2021"
"JKPAPER","JK Paper Limited","EQ"," Annual General Meeting/Dividend - Rs 4 Per Share","10","12-Aug-2021","-","17-Aug-2021","31-Aug-2021"
"NIBL","NRB Industrial Bearings Limited","EQ"," Annual General Meeting","2","12-Aug-2021","-","15-Aug-2021","21-Aug-2021"
"DHARAN","DHARAN INFRA-EPC LIMITED","EQ"," Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share","1","12-Aug-2021","13-Aug-2021","-","-"
"DHARAN","DHARAN INFRA-EPC LIMITED","EQ"," Bonus 4:1","1","12-Aug-2021","13-Aug-2021","-","-"
"DHARAN","DHARAN INFRA-EPC LIMITED","EQ"," Dividend - Rs 0.05 Per Share","1","12-Aug-2021","13-Aug-2021","-","-"
"MITTAL","Mittal Life Style Limited","EQ"," Annual General Meeting","1","12-Aug-2021","-","14-Aug-2021","20-Aug-2021"
"ALKALI","Alkali Metals Limited","EQ"," Annual General Meeting/Dividend - Rs 0.80 Per Share","10","12-Aug-2021","-","17-Aug-2021","21-Aug-2021"
"AMJLAND","Amj Land Holdings Limited","EQ"," Annual General Meeting/Dividend - Re 0.20  Per Share","2","12-Aug-2021","-","14-Aug-2021","21-Aug-2021"
"BHARATWIRE","Bharat Wire Ropes Limited","EQ"," Annual General Meeting","10","12-Aug-2021","-","17-Aug-2021","23-Aug-2021"
"INDIANHUME","Indian Hume Pipe Company Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","2","12-Aug-2021","-","14-Aug-2021","26-Aug-2021"
"PDMJEPAPER","Pudumjee Paper Products Limited","EQ"," Annual General Meeting/Dividend - Re 0.30 Per Share","1","12-Aug-2021","-","14-Aug-2021","21-Aug-2021"
"HINDALCO","Hindalco Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","1","12-Aug-2021","-","17-Aug-2021","23-Aug-2021"
"MUNJALSHOW","Munjal Showa Limited","EQ"," Annual General Meeting/Dividend - Rs 4.50 Per Share","2","12-Aug-2021","-","14-Aug-2021","25-Aug-2021"
"ROHITFERRO","Rohit Ferro-Tech Limited","EQ"," Annual General Meeting","10","12-Aug-2021","-","14-Aug-2021","20-Aug-2021"
