"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"RPGLIFE","RPG Life Sciences Limited","EQ"," Dividend - Rs 7.20 Per Share","8","13-Aug-2021","17-Aug-2021","-","-"
"RECLTD","REC Limited","EQ"," Interim Dividend - Rs 2 Per Share","10","13-Aug-2021","17-Aug-2021","-","-"
"UNIVASTU","Univastu India Limited","EQ"," Annual General Meeting","10","13-Aug-2021","-","18-Aug-2021","24-Aug-2021"
"COHANCE","Cohance Lifesciences Limited","EQ"," Annual General Meeting/Dividend - Re 1 Per Share","1","13-Aug-2021","17-Aug-2021","-","-"
"INDORAMA","Indo Rama Synthetics (India) Limited","EQ"," Annual General Meeting","10","13-Aug-2021","-","18-Aug-2021","24-Aug-2021"
"JMA","Jullundur Motor Agency (Delhi) Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","2","13-Aug-2021","-","18-Aug-2021","24-Aug-2021"
"MAGADSUGAR","Magadh Sugar & Energy Limited","EQ"," Dividend - Rs 4 Per Share","10","13-Aug-2021","-","18-Aug-2021","24-Aug-2021"
"PITTIENG","Pitti Engineering Limited","EQ"," Interim Dividend - Rs 0.375 Per Share","5","13-Aug-2021","17-Aug-2021","-","-"
"CALSOFT","California Software Company Limited","EQ"," Annual General Meeting","10","13-Aug-2021","-","18-Aug-2021","25-Aug-2021"
"FINEORG","Fine Organic Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 6 Per Share/Special Dividend - Rs 5 Per Share","5","13-Aug-2021","-","18-Aug-2021","24-Aug-2021"
