"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"AUROPHARMA","Aurobindo Pharma Limited","EQ","Buy Back","1","30-Jul-2024","30-Jul-2024","-","-"
"INFOBEAN","InfoBeans Technologies Limited","EQ","Annual General Meeting","10","30-Jul-2024","-","31-Jul-2024","07-Aug-2024"
"INDIGRID","India Grid Trust","IV","Distribution - Rs 3.75 Per Unit Consisting Of Dividend Re 0.2082 Per Unit/ Interest Rs 3.1954 Per Unit/Capital Repayment Re 0.3464","100","30-Jul-2024","30-Jul-2024","-","-"
"KOKUYOCMLN","Kokuyo Camlin Limited","EQ","Annual General Meeting/Dividend - Re 0.50 Per Share","1","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"MANINFRA","Man Infraconstruction Limited","EQ","Annual General Meeting","2","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"ORIENTBELL","Orient Bell Limited","EQ","Annual General Meeting/Dividend - Re 0.50 Per Share","10","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"PIONEEREMB","Pioneer Embroideries Limited","EQ","Annual General Meeting","10","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"SHREMINVIT","Shrem Invit","IV","Distribution - Rs 5.2949 Per Unit Consists Of Re. 0.1719 Per Unit As Dividend/Rs. 2.6464 Per Unit As Interest/ Rs. 2.4766 Per Unit As Return Of Capital","100","30-Jul-2024","30-Jul-2024","-","-"
"SIL","Standard Industries Limited","EQ","Dividend - Rs 0.55 Per Share","5","30-Jul-2024","30-Jul-2024","-","-"
"SUVEN","Suven Life Sciences Limited","EQ","Annual General Meeting","1","30-Jul-2024","-","31-Jul-2024","02-Aug-2024"
"ULTRACEMCO","UltraTech Cement Limited","EQ","Annual General Meeting/Dividend - Rs 70 Per Share","10","30-Jul-2024","-","31-Jul-2024","14-Aug-2024"
"UMANGDAIRY","Umang Dairies Limited","EQ","Annual General Meeting","5","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"AKSHOPTFBR","Aksh Optifibre Limited","EQ","Annual General Meeting","5","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"ASIANTILES","Asian Granito India Limited","EQ","Annual General Meeting","10","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"AVANTIFEED","Avanti Feeds Limited","EQ","Annual General Meeting/Dividend - Rs 6.75 Per Share","1","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"BANSWRAS","Banswara Syntex Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","5","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"BFINVEST","BF Investment Limited","EQ","Annual General Meeting","5","30-Jul-2024","-","31-Jul-2024","31-Jul-2024"
"BRIGADE","Brigade Enterprises Limited","EQ","Dividend - Rs 2 Per Share","10","30-Jul-2024","30-Jul-2024","-","-"
"BSL","BSL Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
"GRANULES","Granules India Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","1","30-Jul-2024","-","31-Jul-2024","06-Aug-2024"
