"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SAKSOFT","Saksoft Limited","EQ","Interim Dividend - Re 0.40 Per Share","1","19-Nov-2024","20-Nov-2024","-","-"
"PGHH","Procter & Gamble Hygiene and Health Care Limited","EQ","Annual General Meeting/Dividend - Rs 95 Per Share","10","19-Nov-2024","-","20-Nov-2024","26-Nov-2024"
"GPPL","Gujarat Pipavav Port Limited","EQ","Interim Dividend - Rs 4 Per Share","10","19-Nov-2024","19-Nov-2024","-","-"
"RSYSTEMS","R Systems International Limited","EQ","Interim Dividend - Rs 6.50 Per Share","1","19-Nov-2024","19-Nov-2024","-","-"
"SAFARI","Safari Industries (India) Limited","EQ","Interim Dividend - Rs 1.50 Per Share","2","19-Nov-2024","19-Nov-2024","-","-"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","EQ","Interim Dividend - Re 1 Per Share","1","19-Nov-2024","20-Nov-2024","-","-"
"MRF","MRF Limited","EQ","Interim Dividend - Rs 3 Per Share","10","19-Nov-2024","19-Nov-2024","-","-"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","EQ","Interim Dividend - Rs 5 Per Share","10","19-Nov-2024","19-Nov-2024","-","-"
"COCHINSHIP","Cochin Shipyard Limited","EQ","Interim Dividend - Rs 4 Per Share","5","19-Nov-2024","20-Nov-2024","-","-"
"ESABINDIA","Esab India Limited","EQ","Interim Dividend - Rs 25 Per Share","10","19-Nov-2024","20-Nov-2024","-","-"
"GESHIP","The Great Eastern Shipping Company Limited","EQ","Interim Dividend - Rs 7.20 Per Share","10","19-Nov-2024","20-Nov-2024","-","-"
"NAUKRI","Info Edge (India) Limited","EQ","Interim Dividend - Rs 12 Per Share","10","19-Nov-2024","20-Nov-2024","-","-"
"NAVNETEDUL","Navneet Education Limited","EQ","Interim Dividend - Rs 1.50 Per Share","2","19-Nov-2024","20-Nov-2024","-","-"
"ONGC","Oil & Natural Gas Corporation Limited","EQ","Interim Dividend - Rs 6 Per Share","5","19-Nov-2024","20-Nov-2024","-","-"
"PPAP","PPAP Automotive Limited","EQ","Interim Dividend - Re 1 Per Share","10","19-Nov-2024","20-Nov-2024","-","-"
"PRECWIRE","Precision Wires India Limited","EQ","Interim Dividend - Re 0.35 Per Share","1","19-Nov-2024","20-Nov-2024","-","-"
"ASIANPAINT","Asian Paints Limited","EQ","Interim Dividend - Rs 4.25 Per Share","1","19-Nov-2024","19-Nov-2024","-","-"
"AKZOINDIA","Akzo Nobel India Limited","EQ","Interim Dividend - Rs 70 Per Share","10","19-Nov-2024","20-Nov-2024","-","-"
"ASHOKLEY","Ashok Leyland Limited","EQ","Interim Dividend - Rs 2 Per Share","1","19-Nov-2024","19-Nov-2024","-","-"
"VAIBHAVGBL","Vaibhav Global Limited","EQ","Interim Dividend - Rs 1.50 Per Share","2","19-Nov-2024","20-Nov-2024","-","-"
