"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"JAYBARMARU","Jay Bharat Maruti Limited","EQ","Dividend - Rs 0.70 Per Share","2","26-Aug-2025","27-Aug-2025","-","-"
"JBMA","JBM Auto Limited","EQ","Dividend - Rs 0.85 Per Share","1","26-Aug-2025","27-Aug-2025","-","-"
"MASFIN","MAS Financial Services Limited","EQ","Dividend - Re 0.70 Per Share","10","26-Aug-2025","27-Aug-2025","-","-"
"MBAPL","Madhya Bharat Agro Products Limited","EQ","Dividend - Rs 0.50 Per Share","10","26-Aug-2025","26-Aug-2025","-","-"
"KARURVYSYA","Karur Vysya Bank Limited","EQ","Bonus 1:5","2","26-Aug-2025","26-Aug-2025","-","-"
"SKMEGGPROD","SKM Egg Products Export (India) Limited","EQ","Dividend - Rs 1.50 Per Share","5","26-Aug-2025","27-Aug-2025","-","-"
"GARFIBRES","Garware Technical Fibres Limited","EQ","Dividend - Rs 1.50 Per Share","10","26-Aug-2025","26-Aug-2025","-","-"
"GILLETTE","Gillette India Limited","EQ","Dividend - Rs 47 Per Share","10","26-Aug-2025","26-Aug-2025","-","-"
"EMAMIPAP","Emami Paper Mills Limited","EQ","Dividend - Rs 1.60 Per Share","2","26-Aug-2025","27-Aug-2025","-","-"
"HDFCBANK","HDFC Bank Limited","EQ","Bonus 1:1","1","26-Aug-2025","27-Aug-2025","-","-"
"VEDL","Vedanta Limited","EQ","Interim Dividend - Rs 16 Per Share","1","26-Aug-2025","27-Aug-2025","-","-"
"KRISHANA","Krishana Phoschem Limited","EQ","Dividend - Rs 0.50 Per Share","10","26-Aug-2025","26-Aug-2025","-","-"
