"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"KOTHARIPET","Kothari Petrochemicals Limited","EQ","Interim Dividend - Re 0.75 Per Share","10","16-Feb-2024","19-Feb-2024","-","-"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","EQ","Interim Dividend - Re 0.60 Per Share","1","16-Feb-2024","16-Feb-2024","-","-"
"ONGC","Oil & Natural Gas Corporation Limited","EQ","Interim Dividend - Rs 4 Per Share","5","16-Feb-2024","17-Feb-2024","-","-"
"SIYSIL","Siyaram Silk Mills Limited","EQ","Interim Dividend - Rs 3 Per Share","2","16-Feb-2024","19-Feb-2024","-","-"
"AARTIPHARM","Aarti Pharmalabs Limited","EQ","Interim Dividend - Rs 2 Per Share","5","16-Feb-2024","19-Feb-2024","-","-"
"ALKEM","Alkem Laboratories Limited","EQ","Interim Dividend - Rs 35 Per Share","2","16-Feb-2024","17-Feb-2024","-","-"
"BAJAJCON","Bajaj Consumer Care Limited","EQ","Interim Dividend - Rs 3 Per Share","1","16-Feb-2024","17-Feb-2024","-","-"
"EMAMILTD","Emami Limited","EQ","Interim Dividend - Rs 4 Per Share","1","16-Feb-2024","19-Feb-2024","-","-"
"ANZEN","Anzen India Energy Yield Plus Trust","IV","Distribution - Rs 2.45 Per Unit Consisting Of Interest Rs 2.41 Per Unit & Other Income Re 0.04 Per Unit","100","16-Feb-2024","17-Feb-2024","-","-"
"AKZOINDIA","Akzo Nobel India Limited","EQ","Interim Dividend - Rs 50 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"BANCOINDIA","Banco Products (I) Limited","EQ","Interim Dividend - Rs 20 Per Share","2","16-Feb-2024","16-Feb-2024","-","-"
"BEML","BEML Limited","EQ","Interim Dividend - Rs 5 Per Share","5","16-Feb-2024","16-Feb-2024","-","-"
"CAMS","Computer Age Management Services Limited","EQ","Interim Dividend - Rs 12 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"DALMIASUG","Dalmia Bharat Sugar and Industries Limited","EQ","Interim Dividend - Rs 3.75 Per Share","2","16-Feb-2024","16-Feb-2024","-","-"
"FSL","Firstsource Solutions Limited","EQ","Interim Dividend - Rs 3.50 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","EQ","Interim Dividend - Rs 5 Per Share","2","16-Feb-2024","16-Feb-2024","-","-"
"IRCON","Ircon International Limited","EQ","Interim Dividend - Rs 1.80 Per Share","2","16-Feb-2024","16-Feb-2024","-","-"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ","Interim Dividend - Rs 5.50 Per Share","1","16-Feb-2024","16-Feb-2024","-","-"
"JKPAPER","JK Paper Limited","EQ","Interim Dividend - Rs 3.50 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"JKTYRE","JK Tyre & Industries Limited","EQ","Interim Dividend - Re 1 Per Share","2","16-Feb-2024","16-Feb-2024","-","-"
"NLCINDIA","NLC India Limited","EQ","Interim Dividend - Rs 1.50 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"ORIENTCEM","Orient Cement Limited","EQ","Interim Dividend - Re 0.75 Per Share","1","16-Feb-2024","16-Feb-2024","-","-"
"PAGEIND","Page Industries Limited","EQ","Interim Dividend - Rs 100 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"SBCL","Shivalik Bimetal Controls Limited","EQ","Interim Dividend - Re 0.70 Per Share","2","16-Feb-2024","16-Feb-2024","-","-"
"STEELCITY","Steel City Securities Limited","EQ","Interim Dividend - Re 1 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"SUNDARMFIN","Sundaram Finance Limited","EQ","Interim Dividend - Rs 14 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"TORNTPOWER","Torrent Power Limited","EQ","Interim Dividend - Rs 12 Per Share","10","16-Feb-2024","16-Feb-2024","-","-"
"TRITURBINE","Triveni Turbine Limited","EQ","Interim Dividend - Rs 1.30 Per Share/ Special Dividend - Re 1 Per Share","1","16-Feb-2024","16-Feb-2024","-","-"
"MANAPPURAM","Manappuram Finance Limited","EQ","Interim Dividend - Re 0.90 Per Share","2","16-Feb-2024","19-Feb-2024","-","-"
