"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"PAGEIND","Page Industries Limited","EQ","Interim Dividend - Rs 150 Per Share","10","13-Aug-2025","13-Aug-2025","-","-"
"PRECOT","Precot Limited","EQ","Dividend - Rs 3 Per Share","10","13-Aug-2025","13-Aug-2025","-","-"
"MPSLTD","MPS Limited","EQ","Dividend - Rs 50 Per Share","10","13-Aug-2025","13-Aug-2025","-","-"
"INDIGO","InterGlobe Aviation Limited","EQ","Dividend - Rs 10 Per Share","10","13-Aug-2025","13-Aug-2025","-","-"
"NBCC","NBCC (India) Limited","EQ","Interim Dividend - Re 0.21 Per Share","1","13-Aug-2025","13-Aug-2025","-","-"
"GODREJCP","Godrej Consumer Products Limited","EQ","Interim Dividend - Rs 5 Per Share","1","13-Aug-2025","13-Aug-2025","-","-"
"HEG","HEG Limited","EQ","Dividend - Rs 1.80 Per Share","2","13-Aug-2025","13-Aug-2025","-","-"
"BRIGADE","Brigade Enterprises Limited","EQ","Dividend - Rs 2.50 Per Share","10","13-Aug-2025","13-Aug-2025","-","-"
"CONCOR","Container Corporation of India Limited","EQ","Interim Dividend - Rs 1.60 Per Share","5","13-Aug-2025","13-Aug-2025","-","-"
"RAILTEL","Railtel Corporation Of India Limited","EQ","Dividend - Re 0.85 Per Share","10","13-Aug-2025","13-Aug-2025","-","-"
"RAIN","Rain Industries Limited","EQ","Interim Dividend - Re 1 Per Share","2","13-Aug-2025","13-Aug-2025","-","-"
"SOUTHBANK","The South Indian Bank Limited","EQ","Dividend - Rs 0.40 Per Share","1","13-Aug-2025","13-Aug-2025","-","-"
"SUNTV","Sun TV Network Limited","EQ","Interim Dividend - Rs 5 Per Sh","5","13-Aug-2025","13-Aug-2025","-","-"
"POWERINDIA","Hitachi Energy India Limited","EQ","Dividend - Rs 6 Per Share","2","13-Aug-2025","13-Aug-2025","-","-"
"PIDILITIND","Pidilite Industries Limited","EQ","Special Dividend - Rs 10 Per Share","1","13-Aug-2025","13-Aug-2025","-","-"
