"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"GLOBE","GLOBE ENTERPRISES (INDIA) LIMITED","EQ","Rights 1:1 @ Premium Rs 1/-","2","23-Feb-2024","23-Feb-2024","-","-"
"KSCL","Kaveri Seed Company Limited","EQ","Buy Back","2","23-Feb-2024","23-Feb-2024","-","-"
"GRSE","Garden Reach Shipbuilders & Engineers Limited","EQ","Interim Dividend - Rs 7.92 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
"INDNIPPON","India Nippon Electricals Limited","EQ","Interim Dividend - Rs  10.25 Per Share","5","23-Feb-2024","23-Feb-2024","-","-"
"KIRLOSENG","Kirloskar Oil Engines Limited","EQ","Interim Dividend - Rs 2.50 Per Share","2","23-Feb-2024","23-Feb-2024","-","-"
"MODISONLTD","MODISON LIMITED","EQ","Interim Dividend - Rs 0.50 Per Share","1","23-Feb-2024","23-Feb-2024","-","-"
"NATIONALUM","National Aluminium Company Limited","EQ","Interim Dividend - Rs  2 Per Share","5","23-Feb-2024","23-Feb-2024","-","-"
"SANDESH","The Sandesh Limited","EQ","Interim Dividend - Rs 5 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
"SUNTV","Sun TV Network Limited","EQ","Interim Dividend - Rs 2.50 Per Sh","5","23-Feb-2024","23-Feb-2024","-","-"
"UNIDT","United Drilling Tools Limited","EQ","Interim Dividend - Rs 0.60 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
"XCHANGING","Xchanging Solutions Limited","EQ","Interim Dividend - Rs 15 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
"AEGISLOG","Aegis Logistics Limited","EQ","Interim Dividend - Rs 2 Per Share","1","23-Feb-2024","23-Feb-2024","-","-"
"BHARATFORG","Bharat Forge Limited","EQ","Interim Dividend - Rs 2.50 Per Share","2","23-Feb-2024","23-Feb-2024","-","-"
"BLS","BLS International Services Limited","EQ","Interim Dividend - Rs 0.50 Per Share","1","23-Feb-2024","23-Feb-2024","-","-"
"BOSCHLTD","Bosch Limited","EQ","Interim Dividend - Rs 205 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
"CANTABIL","Cantabil Retail India Limited","EQ","Interim Dividend - Rs 0.40 Per Share","2","23-Feb-2024","23-Feb-2024","-","-"
"CPCAP","CP Capital Limited","EQ","Interim Dividend - Re 1 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
"ZYDUSLIFE","Zydus Lifesciences Limited","EQ","Buy Back","1","23-Feb-2024","23-Feb-2024","-","-"
"DYNAMATECH","Dynamatic Technologies Limited","EQ","Interim Dividend - Rs  5 Per Share","10","23-Feb-2024","23-Feb-2024","-","-"
