"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SPCENET","Spacenet Enterprises India Limited","EQ","Interim Dividend - Rs. 0.01 Per Sh","1","05-Jun-2026","05-Jun-2026","-","-"
"E2E","E2E Networks Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","05-Jun-2026","05-Jun-2026","-","-"
"ICICIPRULI","ICICI Prudential Life Insurance Company Limited","EQ","Dividend - Rs 1.65 Per Share","10","05-Jun-2026","05-Jun-2026","-","-"
"VERTOZ","Vertoz Limited","EQ","Interim Dividend - Rs 0.10 Per Share","10","05-Jun-2026","05-Jun-2026","-","-"
"JAGRAN","Jagran Prakashan Limited","EQ","Interim Dividend - Rs 7 Per Share & Special Dividend Rs 3 Per Share","2","05-Jun-2026","05-Jun-2026","-","-"
"WIPRO","Wipro Limited","EQ","Buy Back","2","05-Jun-2026","05-Jun-2026","-","-"
"JSWENERGY","JSW Energy Limited","EQ","Dividend - Rs 2 Per Share","10","05-Jun-2026","05-Jun-2026","-","-"
"MAHABANK","Bank of Maharashtra","EQ","Dividend - Rs 1.20 Per Sh","10","05-Jun-2026","05-Jun-2026","-","-"
"ACI","Archean Chemical Industries Limited","EQ","Dividend - Rs 2.50 Per Share","2","05-Jun-2026","05-Jun-2026","-","-"
"PONNIERODE","Ponni Sugars (Erode) Limited","EQ","Dividend - Rs 5 Per Share","10","05-Jun-2026","05-Jun-2026","-","-"
"RELIANCE","Reliance Industries Limited","EQ","Dividend - Rs 6 Per Share","10","05-Jun-2026","05-Jun-2026","-","-"
"BANKBARODA","Bank of Baroda","EQ","Dividend - Rs 8.50 Per Share","2","05-Jun-2026","05-Jun-2026","-","-"
"BEML","BEML Limited","EQ","Interim Dividend - Rs 2.30 Per Share","5","05-Jun-2026","05-Jun-2026","-","-"
"CIPLA","Cipla Limited","EQ","Dividend - Rs 13 Per Share","2","05-Jun-2026","05-Jun-2026","-","-"
"HDFCAMC","HDFC Asset Management Company Limited","EQ","Dividend - Rs 54 Per Share","5","05-Jun-2026","05-Jun-2026","-","-"
