"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"AVONMORE","Avonmore Capital & Management Services Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"AVROIND","AVRO INDIA LIMITED","EQ","Annual General Meeting","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"BAJAJHCARE","Bajaj Healthcare Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","5","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"BBTCL","B&B Triplewall Containers Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","22-Sep-2023","22-Sep-2023","-","-"
"BCLIND","Bcl Industries Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","1","22-Sep-2023","-","23-Sep-2023","26-Sep-2023"
"BHANDARI","Bhandari Hosiery Exports Limited","EQ","Annual General Meeting/Dividend - Re 0.01 Per Share","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"BIL","Bhartiya International Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"BLKASHYAP","B. L. Kashyap and Sons Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"BLUECHIP","Blue Chip India Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"BODALCHEM","Bodal Chemicals Limited","EQ","Annual General Meeting/Dividend - Rs  0.10 Per Share","2","22-Sep-2023","-","23-Sep-2023","28-Sep-2023"
"BSHSL","Bombay Super Hybrid Seeds Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"BTML","Bodhi Tree Multimedia Limited","EQ","Annual General Meeting/Dividend - Rs 0.50 Per Share","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"BVCL","Barak Valley Cements Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"CCHHL","Country Club Hospitality & Holidays Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"CEREBRAINT","Cerebra Integrated Technologies Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"CONFIPET","Confidence Petroleum India Limited","EQ","Annual General Meeting/Dividend - Re 0.10 Per Share","1","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"CREATIVEYE","Creative Eye Limited","EQ","Annual General Meeting","5","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"INTERISE","Interise Trust","IV","Interest Amount - Rs 1.27 Per Unit/Return On Capital - Rs 1.36 Per Unit","100","22-Sep-2023","23-Sep-2023","-","-"
"CYBERTECH","Cybertech Systems And Software Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"DANGEE","Dangee Dums Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"DATAMATICS","Datamatics Global Services Limited","EQ","Annual General Meeting/Dividend - Rs 3.75 Per Share/Special Dividend - Rs 1.25 Per Share","5","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"DBREALTY","Valor Estate Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"DBSTOCKBRO","DB (International) Stock Brokers Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"DCW","DCW Limited","EQ","Annual General Meeting/Dividend - Rs 0.30 Per Share","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"DECCANCE","Deccan Cements Limited","EQ","Dividend - Rs 3.75 Per Share","5","22-Sep-2023","22-Sep-2023","-","-"
"DEVIT","Dev Information Technology Limited","EQ","Annual General Meeting/Dividend - Re 0.25 Per Share","2","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"DHANBANK","Dhanlaxmi Bank Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","25-Sep-2023","30-Sep-2023"
"DIACABS","Diamond Power Infrastructure Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"DIAPOWER","Diamond Power Infra Ltd","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"DIL","Debock Industries Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"DOLATALGO","Dolat Algotech Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"DOLPHIN","Dolphin Offshore Enterprises (India) Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"DPABHUSHAN","D. P. Abhushan Limited","EQ","Dividend - Rs 1 Per Share","10","22-Sep-2023","22-Sep-2023","-","-"
"DPWIRES","D P Wires Limited","EQ","Annual General Meeting/Dividend - Rs 1.20 Per Share","10","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"DSSL","Dynacons Systems & Solutions Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"DUCON","Ducon Infratechnologies Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"E2E","E2E Networks Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"EASTSILK","Eastern Silk Industries Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"EIFFL","Euro India Fresh Foods Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"ELIN","Elin Electronics Limited","EQ","Dividend - Re 1 Per Share","5","22-Sep-2023","22-Sep-2023","-","-"
"ELIN","Elin Electronics Limited","EQ","Annual General Meeting","5","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"ENERGYDEV","Energy Development Company Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","25-Sep-2023","30-Sep-2023"
"EQUIPPP","Equippp Social Impact Technologies Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"ETHOSLTD","Ethos Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"FEDDERELEC","Fedders Electric and Engineering Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"GALLANTT","Gallantt Ispat Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","25-Sep-2023","30-Sep-2023"
"GANESHBE","Ganesh Benzoplast Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"GAYAHWS","Gayatri Highways Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"GENCON","Generic Engineering Construction and Projects Limited","EQ","Annual General Meeting","5","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"GENCON","Generic Engineering Construction and Projects Limited","EQ","Dividend - Re 0.05 Per Share","5","22-Sep-2023","23-Sep-2023","-","-"
"GFSTEELS","Grand Foundry Limited","EQ","Annual General Meeting","4","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"GMDCLTD","Gujarat Mineral Development Corporation Limited","EQ","Annual General Meeting/Dividend - Rs 11.45 Per Share","2","22-Sep-2023","-","25-Sep-2023","30-Sep-2023"
"GOODLUCK","Goodluck India Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"GOODLUCK","Goodluck India Limited","EQ","Dividend - Rs 2.50 Per Share","2","22-Sep-2023","23-Sep-2023","-","-"
"GSS","GSS Infotech Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","30-Sep-2023"
"GTPL","GTPL Hathway Limited","EQ","Dividend - Rs 4 Per Share","10","22-Sep-2023","22-Sep-2023","-","-"
"BERGEPAINT","Berger Paints (I) Limited","EQ","Bonus 1:5","1","22-Sep-2023","23-Sep-2023","-","-"
"GUJAPOLLO","Gujarat Apollo Industries Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"GULPOLY","Gulshan Polyols Limited","EQ","Annual General Meeting//Dividend - Rs  0.50 Per Share","1","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"GVPTECH","GVP Infotech Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"HARDWYN","Hardwyn India Limited","EQ","Annual General Meeting","1","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
"HEADSUP","Heads UP Ventures Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"HECPROJECT","HEC Infra Projects Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"HEXATRADEX","Hexa Tradex Limited","EQ","Annual General Meeting","2","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"HFCL","HFCL Limited","EQ","Annual General Meeting/Dividend - Re 0.20 Per Share","1","22-Sep-2023","-","25-Sep-2023","30-Sep-2023"
"HINDCOMPOS","Hindustan Composites Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","5","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"HMT","HMT Limited","EQ","Annual General Meeting","10","22-Sep-2023","-","23-Sep-2023","29-Sep-2023"
"HPL","HPL Electric & Power Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","22-Sep-2023","-","24-Sep-2023","30-Sep-2023"
