"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BIKAJI","Bikaji Foods International Limited","EQ","Dividend - Re 1 Per Share","1","14-Jun-2024","14-Jun-2024","-","-"
"VSTIND","VST Industries Limited","EQ","Dividend - Rs 150 Per Share","10","14-Jun-2024","-","15-Jun-2024","21-Jun-2024"
"KAMOPAINTS","Kamdhenu Ventures Limited","EQ","Face Value Split (Sub-Division) - From Rs 5/- Per Share To Re 1/- Per Share","1","14-Jun-2024","14-Jun-2024","-","-"
"ATGL","Adani Total Gas Limited","EQ","Dividend - Re 0.25 Per Share","1","14-Jun-2024","14-Jun-2024","-","-"
"BAJAJ-AUTO","Bajaj Auto Limited","EQ","Dividend - Rs 80 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"BSE","BSE Limited","EQ","Dividend - Rs 15 Per Share","2","14-Jun-2024","14-Jun-2024","-","-"
"HAPPSTMNDS","Happiest Minds Technologies Limited","EQ","Dividend - Rs 3.25 Per Share","2","14-Jun-2024","14-Jun-2024","-","-"
"ACC","ACC Limited","EQ","Dividend - Rs 7.50 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"ADANIENT","Adani Enterprises Limited","EQ","Dividend - Rs 1.30 Per Share","1","14-Jun-2024","14-Jun-2024","-","-"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","EQ","Dividend - Rs 6 Per Share","2","14-Jun-2024","14-Jun-2024","-","-"
"AMBUJACEM","Ambuja Cements Limited","EQ","Dividend - Rs 2 Per Share","2","14-Jun-2024","14-Jun-2024","-","-"
"SONACOMS","Sona BLW Precision Forgings Limited","EQ","Dividend - Rs 1.53 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"TORNTPOWER","Torrent Power Limited","EQ","Dividend - Rs 4 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"EIMCOELECO","Eimco Elecon (India) Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","10","14-Jun-2024","-","15-Jun-2024","25-Jun-2024"
"ELECON","Elecon Engineering Company Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","1","14-Jun-2024","-","15-Jun-2024","25-Jun-2024"
"XCHANGING","Xchanging Solutions Limited","EQ","Dividend - Rs 2 Per Share & Special Dividend - Rs 2 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"HINDUNILVR","Hindustan Unilever Limited","EQ","Annual General Meeting/Dividend - Rs 24 Per Share","1","14-Jun-2024","-","15-Jun-2024","21-Jun-2024"
"VISAKAIND","Visaka Industries Limited","EQ","Annual General Meeting/Dividend - Re 0.50  Per Share","2","14-Jun-2024","-","18-Jun-2024","21-Jun-2024"
"MMFL","MM Forgings Limited","EQ","Interim Dividend - Rs 8 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"ADANIENSOL","Adani Energy Solutions Limited","EQ","Annual General Meeting","10","14-Jun-2024","-","18-Jun-2024","25-Jun-2024"
"ADANIGREEN","Adani Green Energy Limited","EQ","Annual General Meeting","10","14-Jun-2024","-","18-Jun-2024","25-Jun-2024"
"ADANIPOWER","Adani Power Limited","EQ","Annual General Meeting","2","14-Jun-2024","-","18-Jun-2024","25-Jun-2024"
"CANBK","Canara Bank","EQ","Dividend - Rs 3.22 Per Share","2","14-Jun-2024","17-Jun-2024","-","-"
"CHEVIOT","Cheviot Company Limited","EQ","Dividend - Rs 5 Per Share","10","14-Jun-2024","14-Jun-2024","-","-"
"CHEVIOT","Cheviot Company Limited","EQ","Buy Back","10","14-Jun-2024","14-Jun-2024","-","-"
"LTTS","L&T Technology Services Limited","EQ","Dividend - Rs 33 Per Share","2","14-Jun-2024","14-Jun-2024","-","-"
