"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"AURIONPRO","Aurionpro Solutions Limited","EQ","Interim Dividend - Re 1 Per Share","10","04-Feb-2025","04-Feb-2025","-","-"
"BIRET","Brookfield India Real Estate Trust","RR","Distribution - Rs 4.90 Per Unit Consisting Of Interest - Rs 1.55 Per Unit/ Repayment Of Spv Debt And Ncds - Rs 2.21 Per Unit/ Dividend - Re 1.05 Per Unit/ Interest On Fixed Deposit - Re 0.09 Per Unit","275","04-Feb-2025","04-Feb-2025","-","-"
"CUBEINVIT","Cube Highways Trust","IV","Distribution - Rs 3.25 Per Unit Consisting Of Rs 1.44 Per Unit As Interest Income & Rs 1.81 Per Unit As Repayment Of Spv Loan","100","04-Feb-2025","04-Feb-2025","-","-"
"SUNDARMHLD","Sundaram Finance Holdings Limited","EQ","Interim Dividend - Rs 3.7 Per Sh","5","04-Feb-2025","04-Feb-2025","-","-"
"AARTIDRUGS","Aarti Drugs Limited","EQ","Interim Dividend - Re 1 Per Share","10","04-Feb-2025","04-Feb-2025","-","-"
"LTFOODS","LT Foods Limited","EQ","Interimdividend - Re 0.50 Per Share","1","04-Feb-2025","04-Feb-2025","-","-"
"ORIENTELEC","Orient Electric Limited","EQ","Interim Dividend - Re 0.75 Per Sh","1","04-Feb-2025","04-Feb-2025","-","-"
"SRF","SRF Limited","EQ","Interim Dividend - Rs 3.6 Per Sh","10","04-Feb-2025","04-Feb-2025","-","-"
"REDTAPE","Redtape Limited","EQ","Bonus 3:1","2","04-Feb-2025","04-Feb-2025","-","-"
"EMAMILTD","Emami Limited","EQ","Interim Dividend - Rs 4 Per Share","1","04-Feb-2025","04-Feb-2025","-","-"
"KPITTECH","KPIT Technologies Limited","EQ","Interim Dividend - Rs 2.5 Per Sh","10","04-Feb-2025","04-Feb-2025","-","-"
