"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"AKCAPIT","AK Capital Services Limited","EQ","Dividend - Rs 22 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"SURYAROSNI","Surya Roshni Limited","EQ","Dividend - Rs 2.50 Per Share","5","21-Aug-2026","21-Aug-2026","-","-"
"AMARJOTHI","Amarjothi Spinning Mills Limited","EQ","Dividend - Rs 2.20 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","Buy Back","5","21-Aug-2026","21-Aug-2026","-","-"
"JINDALSTEL","JINDAL STEEL LIMITED","EQ","Dividend - Rs 2 Per Share","1","21-Aug-2026","21-Aug-2026","-","-"
"GOODLUCK","Goodluck India Limited","EQ","Bonus 2:1","2","21-Aug-2026","21-Aug-2026","-","-"
"GVT&D","GE Vernova T&D India Limited","EQ","Dividend - Rs 10 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"DEEPINDS","Deep Industries Limited","EQ","Dividend - Rs 2.50 Per Share","5","21-Aug-2026","21-Aug-2026","-","-"
"DMCC","DMCC SPECIALITY CHEMICALS LIMITED","EQ","Dividend - Rs 2.50 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"ECLERX","eClerx Services Limited","EQ","Dividend - Re 1 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"KALYANIFRG","Kalyani Forge Limited","EQ","Dividend - Rs 4 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"POWERINDIA","Hitachi Energy India Limited","EQ","Dividend - Rs 8 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"RAJPALAYAM","Rajapalayam Mills Limited","EQ","Dividend - Re  0.50 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"KSE","KSE Limited","EQ","Dividend - Rs 7.50 Per Share","1","21-Aug-2026","21-Aug-2026","-","-"
"LICHSGFIN","LIC Housing Finance Limited","EQ","Dividend - Rs 10 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"SAHYADRI","Sahyadri Industries Limited","EQ","Interim Dividend - Rs 2.50 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"MAYURUNIQ","Mayur Uniquoters Ltd","EQ","Dividend - Rs 6 Per Sh","5","21-Aug-2026","21-Aug-2026","-","-"
"MONARCH","Monarch Networth Capital Limited","EQ","Dividend - Re 1 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"UNIDT","United Drilling Tools Limited","EQ","Interim Dividend - Re 0.60 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"SEAMECLTD","Seamec Limited","EQ","Dividend - Rs 2 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"SHRADHA","Shradha Realty Limited","EQ","Dividend - Re 0.60 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"VADILALIND","Vadilal Industries Limited","EQ","Interim Dividend - Rs 17 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"NICCOPAR","Nicco Parks & Resorts Limited","EQ","Interim Dividend - Re 0.25 Per Share","1","21-Aug-2026","21-Aug-2026","-","-"
"VELJAN","Veljan Denison Limited","EQ","Dividend - Rs 8.50 Per Share","10","21-Aug-2026","22-Aug-2026","-","-"
"VISHNU","Vishnu Chemicals Limited","EQ","Dividend - Re 0.30 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"SIYSIL","Siyaram Silk Mills Limited","EQ","Scheme Of Arrangement - Bonus Ncrps 4:1","2","21-Aug-2026","22-Aug-2026","-","-"
"SIYSIL","Siyaram Silk Mills Limited","EQ","Scheme Of Arrangement - Bonus Ncrps 3:1","2","21-Aug-2026","22-Aug-2026","-","-"
"OMAXAUTO","Omax Autos Limited","EQ","Dividend - Rs 2.50 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
"PATANJALI","Patanjali Foods Limited","EQ","Interim Dividend - Re 0.80 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"SOTL","Savita Oil Technologies Limited","EQ","Dividend - Rs 5 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"ZENTEC","Zen Technologies Limited","EQ","Dividend - Re 1 Per Share","1","21-Aug-2026","21-Aug-2026","-","-"
"PATANJALI","Patanjali Foods Limited","EQ","Interim Dividend - Rs 1.50 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"JSL","Jindal Stainless Limited","EQ","Dividend - Rs 3 Per Share","2","21-Aug-2026","21-Aug-2026","-","-"
"ALFREDHE","Alfred Herbert India Limited","EQ","Dividend - Rs 20 Per Share","10","21-Aug-2026","21-Aug-2026","-","-"
