"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"360ONE","360 ONE WAM LIMITED","EQ","Interim Dividend - Rs 4 Per Share","1","12-May-2023","12-May-2023","-","-"
"APTUS","Aptus Value Housing Finance India Limited","EQ","Interim Dividend - Rs 2 Per Share","2","12-May-2023","12-May-2023","-","-"
"AURIGROW","Auri Grow India Limited","EQ","Rights 2:1 @ Premium Rs 0/-","1","12-May-2023","12-May-2023","-","-"
"574GS2026","Government of India","GS","Interest Payment","100","12-May-2023","12-May-2023","-","-"
"IRBINVIT","IRB InvIT Fund","IV","Interest Amount - Rs 1.70 Per Unit/ Return On Capital - Re 0.30 Per Unit","102","12-May-2023","12-May-2023","-","-"
"915GS2024","GOVERNMENT OF INDIA","GS","Interest Payment","100","12-May-2023","12-May-2023","-","-"
"ACEINTEG","Ace Integrated Solutions Limited","EQ","Extra Ordinary General Meeting","10","12-May-2023","-","13-May-2023","19-May-2023"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","EQ","Extra Ordinary General Meeting","1","12-May-2023","-","13-May-2023","20-May-2023"
"SHREMINVIT","Shrem Invit","IV","Distribution Rs 2.700 Per Unitconsists Of Dividend - Rs 1.1194 Per Unit/Interst Amount - Rs 0.2493 Per Unit/Return On Capital - Rs 1.3313 Per Unit","100","12-May-2023","13-May-2023","-","-"
"679GS2027","GOVERNMENT OF INDIA","GS","Interest Payment","100","12-May-2023","12-May-2023","-","-"
