"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"MFSL","Max Financial Services Limited","EQ","Annual General Meeting","2","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"MELSTAR","Melstar Information Technologies Limited","EQ","Capital Reduction","10","16-Aug-2024","16-Aug-2024","-","-"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","EQ","Annual General Meeting","10","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"NDGL","Naga Dhunseri Group Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"NHIT","National Highways Infra Trust","IV","Distribution - Rs 1.805 Per Unit Consisting Of Rs 1.792 As Interest / Re 0.013 Per Unit As Other Income","101","16-Aug-2024","16-Aug-2024","-","-"
"NRAIL","N R Agarwal Industries Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","10","16-Aug-2024","-","17-Aug-2024","22-Aug-2024"
"RADIOCITY","Music Broadcast Limited","EQ","Annual General Meeting","2","16-Aug-2024","-","17-Aug-2024","21-Aug-2024"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","Dividend - Rs 0.40 Per Share/Special Dividend - Rs. 0.20 Per Share","1","16-Aug-2024","-","19-Aug-2024","30-Aug-2024"
"ALKALI","Alkali Metals Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","16-Aug-2024","-","17-Aug-2024","21-Aug-2024"
"BATAINDIA","Bata India Limited","EQ","Interim Dividend - Rs 10 Per Share","5","16-Aug-2024","16-Aug-2024","-","-"
"BHINVIT","Bharat Highways INVIT","IV","Distribution - Rs 3 Per Unit Consisting Of Interest - Re 0.72 Per Unit/ Dividend - Rs 2.28 Per Unit","100","16-Aug-2024","16-Aug-2024","-","-"
"CAPITALSFB","Capital Small Finance Bank Limited","EQ","Annual General Meeting/Dividend - Re 1.2 Per Share","10","16-Aug-2024","-","17-Aug-2024","30-Aug-2024"
"COMPUSOFT","Compucom Software Limited","EQ","Annual General Meeting/Dividend - Rs  0.40 Per Share","2","16-Aug-2024","-","18-Aug-2024","24-Aug-2024"
"CSBBANK","CSB Bank Limited","EQ","Annual General Meeting","10","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"CYBERMEDIA","Cyber Media (India) Limited","EQ","Annual General Meeting","10","16-Aug-2024","-","17-Aug-2024","22-Aug-2024"
"DELTACORP","Delta Corp Limited","EQ","Annual General Meeting","1","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"ELECTCAST","Electrosteel Castings Limited","EQ","Dividend - Re 0.90 Per Share","1","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"GANGESSECU","Ganges Securities Limited","EQ","Annual General Meeting","10","16-Aug-2024","-","17-Aug-2024","23-Aug-2024"
"GPIL","Godawari Power And Ispat limited","EQ","Dividend - Rs 5 Per Share/Special Dividend - Rs 1.25 Per Share","1","16-Aug-2024","17-Aug-2024","-","-"
"LODHA","Macrotech Developers Limited","EQ","Dividend - Rs 2.25 Per Share","10","16-Aug-2024","16-Aug-2024","-","-"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share","5","16-Aug-2024","17-Aug-2024","-","-"
"ASTRAL","Astral Limited","EQ","Dividend - Rs 2.25 Per Share","1","16-Aug-2024","16-Aug-2024","-","-"
"BHARTIHEXA","Bharti Hexacom Limited","EQ","Dividend - Rs 4 Per Share","5","16-Aug-2024","16-Aug-2024","-","-"
"COALINDIA","Coal India Limited","EQ","Dividend - Rs 5 Per Share","10","16-Aug-2024","16-Aug-2024","-","-"
"CONCOR","Container Corporation of India Limited","EQ","Interim Dividend - Rs 2 Per Share","5","16-Aug-2024","17-Aug-2024","-","-"
"GLAND","Gland Pharma Limited","EQ","Annual General Meeting/Dividend - Rs 20 Per Share","1","16-Aug-2024","16-Aug-2024","-","-"
"GODREJCP","Godrej Consumer Products Limited","EQ","Interim Dividend - Rs 5 Per Share","1","16-Aug-2024","16-Aug-2024","-","-"
"CERA","Cera Sanitaryware Limited","EQ","Buy Back","5","16-Aug-2024","16-Aug-2024","-","-"
"DHANUKA","Dhanuka Agritech Limited","EQ","Buy Back","2","16-Aug-2024","16-Aug-2024","-","-"
"SOTL","Savita Oil Technologies Limited","EQ","Buy Back","2","16-Aug-2024","16-Aug-2024","-","-"
"NGLFINE","NGL Fine-Chem Limited","EQ","Annual General Meeting/Dividend - Rs 1.75 Per Share","5","16-Aug-2024","16-Aug-2024","-","-"
"PAGEIND","Page Industries Limited","EQ","Interim Dividend - Rs 300 Per Share","10","16-Aug-2024","17-Aug-2024","-","-"
"POWERGRID","Power Grid Corporation of India Limited","EQ","Annual General Meeting/Dividend - Rs 2.75 Per Share","10","16-Aug-2024","16-Aug-2024","-","-"
