"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SIL","Standard Industries Limited","EQ","Dividend - Re 0.25 Per Share","5","11-Aug-2026","11-Aug-2026","-","-"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","EQ","Dividend - Rs 5 Per Share","2","11-Aug-2026","11-Aug-2026","-","-"
"SYMPHONY","Symphony Limited","EQ","Interim Dividend - Re 1  Per Share","2","11-Aug-2026","11-Aug-2026","-","-"
"TAINWALCHM","Tainwala Chemical and Plastic (I) Limited","EQ","Interim Dividend - Rs 3 Per Share","10","11-Aug-2026","11-Aug-2026","-","-"
"RATNAMANI","Ratnamani Metals & Tubes Limited","EQ","Dividend - Rs 10 Per Share","2","11-Aug-2026","11-Aug-2026","-","-"
"CASTROLIND","Castrol India Limited","EQ","Interim Dividend - Rs 6.25 Per Share","5","11-Aug-2026","11-Aug-2026","-","-"
"GODFRYPHLP","Godfrey Phillips India Limited","EQ","Dividend - Rs 33 Per Sh","2","11-Aug-2026","11-Aug-2026","-","-"
"DVL","Dhunseri Ventures Limited","EQ","Dividend - Rs 1.50 Per Share","10","11-Aug-2026","11-Aug-2026","-","-"
"GATEWAY","Gateway Distriparks Limited","EQ","Interim Dividend - Rs 1.25 Per Share","10","11-Aug-2026","11-Aug-2026","-","-"
"GLAND","Gland Pharma Limited","EQ","Dividend - Rs 20 Per Sh","1","11-Aug-2026","11-Aug-2026","-","-"
"KIRLOSIND","Kirloskar Industries Limited","EQ","Dividend - Rs 13 Per Share","10","11-Aug-2026","11-Aug-2026","-","-"
"KOPRAN","Kopran Limited","EQ","Dividend - Rs 3 Per Share","10","11-Aug-2026","11-Aug-2026","-","-"
"CHAMBLFERT","Chambal Fertilizers & Chemicals Limited","EQ","Dividend - Rs 6 Per Share","10","11-Aug-2026","11-Aug-2026","-","-"
