"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"JINDALPOLY","Jindal Poly Films Limited","EQ","Dividend - Rs 5.90 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"SERVOTECH","Servotech Renewable Power System Limited","EQ","Dividend - Re 0.05 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"MOLDTECH","Mold-Tek Technologies Limited","EQ","Dividend - Re 1 Per Share","2","23-Sep-2025","23-Sep-2025","-","-"
"MOLDTKPAC","Mold-Tek Packaging Limited","EQ","Dividend - Rs 2 Per Share","5","23-Sep-2025","23-Sep-2025","-","-"
"PIDILITIND","Pidilite Industries Limited","EQ","Bonus 1:1","1","23-Sep-2025","23-Sep-2025","-","-"
"INDIAGLYCO","India Glycols Limited","EQ","Dividend - Rs 5 Per Share","5","23-Sep-2025","23-Sep-2025","-","-"
"NAVKARURB","Navkar Urbanstructure Limited","EQ","Dividend - Re 0.005 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"INTENTECH","Intense Technologies Limited","EQ","Dividend - Re 1 Per Share","2","23-Sep-2025","23-Sep-2025","-","-"
"NIBE","NIBE Limited","EQ","Dividend - Rs 1.25 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"CONFIPET","Confidence Petroleum India Limited","EQ","Dividend - Rs 0.10 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"CREST","Crest Ventures Limited","EQ","Dividend - Re 1 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"AGROPHOS","Agro Phos India Limited","EQ","Dividend - Re 1 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"DEVIT","Dev Information Technology Limited","EQ","Dividend - Re 0.10 Per Share","2","23-Sep-2025","23-Sep-2025","-","-"
"GUJAPOLLO","Gujarat Apollo Industries Limited","EQ","Dividend - Rs 2 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"HARIOMPIPE","Hariom Pipe Industries Limited","EQ","Dividend - Re 0.61 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"AVG","AVG Logistics Limited","EQ","Dividend - Rs 1.20 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"HPAL","HP Adhesives Limited","EQ","Dividend - Re 0.40 Per Share","2","23-Sep-2025","23-Sep-2025","-","-"
"BESTAGRO","Best Agrolife Limited","EQ","Dividend - Rs 3 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"CNL","Creative Newtech Limited","EQ","Dividend - Re 0.50 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"AARTECH","Aartech Solonics Limited","EQ","Dividend - Re 0.125 Per Share","5","23-Sep-2025","23-Sep-2025","-","-"
"SIGIND","Signet Industries Limited","EQ","Dividend - Re 0.50 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"RPPINFRA","R.P.P. Infra Projects Limited","EQ","Dividend - Re 0.50 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"SSWL","Steel Strips Wheels Limited","EQ","Dividend - Re 1.25 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"SUNTECK","Sunteck Realty Limited","EQ","Dividend - Rs 1.50 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"TI","Tilaknagar Industries Limited","EQ","Dividend - Re 1 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
"TIMETECHNO","Time Technoplast Limited","EQ","Bonus 1:1","1","23-Sep-2025","23-Sep-2025","-","-"
"PREMEXPLN","Premier Explosives Limited","EQ","Dividend - Re 0.50 Per Share","2","23-Sep-2025","23-Sep-2025","-","-"
"SATIA","Satia Industries Limited","EQ","Dividend - Re 0.20 Per Share","1","23-Sep-2025","23-Sep-2025","-","-"
"PASHUPATI","Pashupati Cotspin Limited","EQ","Dividend - Re 0.50 Per Share","10","23-Sep-2025","23-Sep-2025","-","-"
