"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"DEEPAKNTR","Deepak Nitrite Limited","EQ","Annual General Meeting/Dividend - Rs 7.50 Per Share","2","29-Jul-2024","-","30-Jul-2024","06-Aug-2024"
"IEX","Indian Energy Exchange Limited","EQ","Annual General Meeting","1","29-Jul-2024","-","30-Jul-2024","06-Aug-2024"
"NAUKRI","Info Edge (India) Limited","EQ","Dividend - Rs 12 Per Share","10","29-Jul-2024","29-Jul-2024","-","-"
"SUBEXLTD","Subex Limited","EQ","Annual General Meeting","5","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"IIFLSEC","IIFL Securities Limited","EQ","Annual General Meeting","2","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"ORIENTCEM","Orient Cement Limited","EQ","Dividend - Rs 1.50 Per Share","1","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"DBCORP","D.B.Corp Limited","EQ","Interim Dividend - Rs 7 Per Share","10","29-Jul-2024","29-Jul-2024","-","-"
"SHREYANIND","Shreyans Industries Limited","EQ","Dividend - Rs 3 Per Share/Special Dividend - Rs 2 Per Share","10","29-Jul-2024","29-Jul-2024","-","-"
"FAIRCHEMOR","Fairchem Organics Limited","EQ","Dividend - Rs 7.50 Per Sh","10","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"AUTOAXLES","Automotive Axles Limited","EQ","Annual General Meeting/Dividend - Rs 32 Per Share","10","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"BIRLACORPN","Birla Corporation Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share","10","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"CAREERP","Career Point Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
"SHREYANIND","Shreyans Industries Limited","EQ","Annual General Meeting","10","29-Jul-2024","-","30-Jul-2024","05-Aug-2024"
