"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"M&MFIN","Mahindra & Mahindra Financial Services Limited","EQ","Annual General Meeting/Dividend - Rs 3.60 Per Share","2","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"KARMAENG","Karma Energy Limited","EQ","Annual General Meeting","10","20-Jul-2022","21-Jul-2022","-","-"
"GPTINFRA","GPT Infraprojects Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"ORIENTHOT","Oriental Hotels Limited","EQ","Annual General Meeting","1","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"ORIENTCEM","Orient Cement Limited","EQ","Annual General Meeting/Dividend - Rs 1.75 Per Share","1","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"USHAMART","Usha Martin Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","1","20-Jul-2022","-","22-Jul-2022","29-Jul-2022"
"SPENCERS","Spencer's Retail Limited","EQ","Annual General Meeting","5","20-Jul-2022","-","22-Jul-2022","29-Jul-2022"
"ADSL","Allied Digital Services Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","5","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"IFBIND","IFB Industries Limited","EQ","Annual General Meeting","10","20-Jul-2022","-","22-Jul-2022","29-Jul-2022"
"CESC","CESC Limited","EQ","Annual General Meeting","1","20-Jul-2022","-","22-Jul-2022","29-Jul-2022"
"CORALFINAC","Coral India Finance & Housing Limited","EQ","Annual General Meeting/Dividend - Rs 0.30 Per Share","2","20-Jul-2022","-","22-Jul-2022","05-Aug-2022"
"NOCIL","NOCIL Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"NOVARTIND","Novartis India Limited","EQ","Dividend - Rs 10 Per Share","5","20-Jul-2022","-","22-Jul-2022","29-Jul-2022"
"DOLLAR","Dollar Industries Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","2","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"QUINTEGRA","Quintegra Solutions Limited","EQ","Annual General Meeting","10","20-Jul-2022","-","21-Jul-2022","27-Jul-2022"
"TATAMETALI","Tata Metaliks Limited","EQ","Annual General Meeting/Dividend - Rs 8 Per Share","10","20-Jul-2022","-","22-Jul-2022","02-Aug-2022"
"SWELECTES","Swelect Energy Systems Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"TIINDIA","Tube Investments of India Limited","EQ","Dividend - Rs 1.50 Per Sh","1","20-Jul-2022","-","22-Jul-2022","02-Aug-2022"
"VGUARD","V-Guard Industries Limited","EQ","Annual General Meeting/Dividend - Rs  1.30 Per Share","1","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"BAFNAPH","Bafna Pharmaceuticals Limited","EQ","Annual General Meeting","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"WEIZMANIND","Weizmann Limited","EQ","Annual General Meeting/Dividend - Rs 0.50 Per Share","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"HINDZINC","Hindustan Zinc Limited","EQ","Interim Dividend- Rs 21 Per Share","2","20-Jul-2022","21-Jul-2022","-","-"
"GOACARBON","Goa Carbon Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"RPSGVENT","RPSG VENTURES LIMITED","EQ","Annual General Meeting","10","20-Jul-2022","-","22-Jul-2022","29-Jul-2022"
"IVP","IVP Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","10","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
"COLPAL","Colgate Palmolive (India) Limited","EQ","Annual General Meeting","1","20-Jul-2022","-","22-Jul-2022","28-Jul-2022"
