"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ORIENTELEC","Orient Electric Limited","EQ","Annual General Meeting/Dividend - Re 0.75 Per Share","1","26-Jul-2023","-","27-Jul-2023","02-Aug-2023"
"3MINDIA","3M India Limited","EQ","Dividend - Rs 100 Per Share","10","26-Jul-2023","26-Jul-2023","-","-"
"CUMMINSIND","Cummins India Limited","EQ","Annual General Meeting/Dividend - Rs 13 Per Share","2","26-Jul-2023","26-Jul-2023","-","-"
"20MICRONS","20 Microns Limited","EQ","Annual General Meeting/Dividend - Re 0.75 Per Share","5","26-Jul-2023","-","27-Jul-2023","04-Aug-2023"
"ASALCBR","Associated Alcohols & Breweries Ltd.","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","26-Jul-2023","-","27-Jul-2023","02-Aug-2023"
"VINYLINDIA","Vinyl Chemicals (India) Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share/Special Dividend - Rs 5 Per Share","1","26-Jul-2023","-","27-Jul-2023","08-Aug-2023"
"FSL","Firstsource Solutions Limited","EQ","Annual General Meeting","10","26-Jul-2023","-","27-Jul-2023","02-Aug-2023"
"GOODYEAR","Goodyear India Limited","EQ","Annual General Meeting/Dividend - Rs 26.50 Per Share","10","26-Jul-2023","-","27-Jul-2023","02-Aug-2023"
"GPPL","Gujarat Pipavav Port Limited","EQ","Annual General Meeting/Dividend - Rs 3.40 Per Share","10","26-Jul-2023","-","27-Jul-2023","04-Aug-2023"
"STEELCAS","Steelcast Limited","EQ","Annual General Meeting/Dividend - Rs 2.70 Per Share","1","26-Jul-2023","-","27-Jul-2023","03-Aug-2023"
"TIINDIA","Tube Investments of India Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","1","26-Jul-2023","-","27-Jul-2023","03-Aug-2023"
"EVEREADY","Eveready Industries India Limited","EQ","Annual General Meeting","5","26-Jul-2023","-","27-Jul-2023","02-Aug-2023"
