"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"UMESLTD","Usha Martin Education & Solutions Limited","EQ"," Annual General Meeting","1","25-Aug-2021","-","27-Aug-2021","02-Sep-2021"
"DBCORP","D.B.Corp Limited","EQ"," Interim Dividend - Rs 2 Per Share","10","25-Aug-2021","26-Aug-2021","-","-"
"795GS2032","GOVERNMENT OF INDIA","GS"," Interest Payment","100","25-Aug-2021","26-Aug-2021","-","-"
"TVSSRICHAK","TVS Srichakra Limited","EQ"," Annual General Meeting/Dividend - Rs 30 Per Share","10","25-Aug-2021","-","27-Aug-2021","09-Sep-2021"
"POLYPLEX","Polyplex Corporation Limited","EQ"," Interim Dividend - Rs 33 Per Share","10","25-Aug-2021","26-Aug-2021","-","-"
"STARCEMENT","Star Cement Limited","EQ"," Buy Back","1","25-Aug-2021","26-Aug-2021","-","-"
"ACE","Action Construction Equipment Limited","EQ"," Annual General Meeting/Dividend - Rs 0.50 Per Share","2","25-Aug-2021","-","27-Aug-2021","03-Sep-2021"
"KAKATCEM","Kakatiya Cement Sugar & Industries Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","10","25-Aug-2021","-","27-Aug-2021","02-Sep-2021"
"KOKUYOCMLN","Kokuyo Camlin Limited","EQ"," Annual General Meeting","1","25-Aug-2021","-","27-Aug-2021","31-Aug-2021"
"KANPRPLA","Kanpur Plastipack Limited","EQ"," Annual General Meeting/Dividend - Rs 1.80 Per Share","10","25-Aug-2021","-","27-Aug-2021","03-Sep-2021"
"HIKAL","Hikal Limited","EQ"," Dividend - Re 1 Per Share","2","25-Aug-2021","26-Aug-2021","-","-"
"587GS2022","GOVERNMENT OF INDIA","GS"," Interest Payment","100","25-Aug-2021","26-Aug-2021","-","-"
"MRPL","Mangalore Refinery and Petrochemicals Limited","EQ"," Annual General Meeting","10","25-Aug-2021","-","27-Aug-2021","04-Sep-2021"
"IEX","Indian Energy Exchange Limited","EQ"," Annual General Meeting","1","25-Aug-2021","-","27-Aug-2021","02-Sep-2021"
