"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"OSEINTRUST","Oriental InfraTrust","IV","Distribution - Rs 2.5706 Per Unit Consists Of Rs 0.8533 Interest Per Unit & Rs 0.6895 Dividend Per Unit/ Rs 1.0278 Per Unit As Return Of Capital","100","14-Feb-2024","14-Feb-2024","-","-"
"824GS2027","GOVERNMENT OF INDIA","GS","Interest Payment","100","14-Feb-2024","14-Feb-2024","-","-"
"828GS2032","GOVERNMENT OF INDIA","GS","Interest Payment","100","14-Feb-2024","14-Feb-2024","-","-"
"ACI","Archean Chemical Industries Limited","EQ","Interim Dividend - Re 1 Per Share","2","14-Feb-2024","14-Feb-2024","-","-"
"SUMICHEM","Sumitomo Chemical India Limited","EQ","Special Interim Dividend - Rs 5 Per Share","10","14-Feb-2024","14-Feb-2024","-","-"
"GOODLUCK","Goodluck India Limited","EQ","Interim Dividend - Rs 3 Per Share","2","14-Feb-2024","14-Feb-2024","-","-"
"BIRLANU","BirlaNu Limited","EQ","Interim Dividend - Rs 15 Per Share","10","14-Feb-2024","14-Feb-2024","-","-"
"MINDACORP","Minda Corporation Limited","EQ","Interim Dividend - Re 0.50 Per Share","2","14-Feb-2024","14-Feb-2024","-","-"
"PGHL","Procter & Gamble Health Limited","EQ","Interim Dividend - Rs 50 Per Share & Special Dividend Rs 150 Per Share","10","14-Feb-2024","14-Feb-2024","-","-"
"DHANUKA","Dhanuka Agritech Limited","EQ","Interim Dividend - Rs 8 Per Share","2","14-Feb-2024","14-Feb-2024","-","-"
