"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ECLERX","eClerx Services Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","31-Aug-2023","-","01-Sep-2023","14-Sep-2023"
"JISLJALEQS","Jain Irrigation Systems Limited","EQ","Annual General Meeting","2","31-Aug-2023","-","01-Sep-2023","08-Sep-2023"
"NDLVENTURE","NDL Ventures Limited","EQ","Annual General Meeting","10","31-Aug-2023","-","01-Sep-2023","08-Sep-2023"
"BAIDFIN","Baid Finserv Limited","EQ","Dividend - Rs 0.10 Per Share","2","31-Aug-2023","31-Aug-2023","-","-"
"UMIYA-MRO","UMIYA BUILDCON LIMITED","EQ","Annual General Meeting","5","31-Aug-2023","-","01-Sep-2023","07-Sep-2023"
"NSLNISP","NMDC Steel Limited","EQ","Annual General Meeting","10","31-Aug-2023","-","01-Sep-2023","07-Sep-2023"
"JISLDVREQS","Jain Irrigation Systems Limited","EQ","Annual General Meeting","2","31-Aug-2023","-","01-Sep-2023","08-Sep-2023"
"NMDC","NMDC Limited","EQ","Annual General Meeting/Dividend - Rs 2.85 Per Share","1","31-Aug-2023","-","01-Sep-2023","07-Sep-2023"
"SIGACHI","Sigachi Industries Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","1","31-Aug-2023","-","01-Sep-2023","07-Sep-2023"
"UNOMINDA","UNO Minda Limited","EQ","Dividend - Re 1 Per Sh","2","31-Aug-2023","31-Aug-2023","-","-"
"GEECEE","GeeCee Ventures Limited","EQ","Dividend - Rs 2 Per Share","10","31-Aug-2023","31-Aug-2023","-","-"
"GEECEE","GeeCee Ventures Limited","EQ","Annual General Meeting","10","31-Aug-2023","-","01-Sep-2023","08-Sep-2023"
"BAIDFIN","Baid Finserv Limited","EQ","Annual General Meeting","2","31-Aug-2023","-","01-Sep-2023","07-Sep-2023"
