"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"PATINTLOG","Patel Integrated Logistics Limited","EQ","Annual General Meeting/Dividend - Re 0.10 Per Share","10","01-Sep-2023","-","02-Sep-2023","08-Sep-2023"
"VISHWARAJ","Vishwaraj Sugar Industries Limited","EQ","Annual General Meeting","2","01-Sep-2023","-","04-Sep-2023","12-Sep-2023"
"SANSERA","Sansera Engineering Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","2","01-Sep-2023","-","02-Sep-2023","08-Sep-2023"
"THEMISMED","Themis Medicare Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","1","01-Sep-2023","-","02-Sep-2023","09-Sep-2023"
"UJJIVAN","Ujjivan Financial Services Limited","EQ","Interim Dividend - Rs 3.5 Per Share","10","01-Sep-2023","01-Sep-2023","-","-"
"AROGRANITE","Aro Granite Industries Limited","EQ","Annual General Meeting","10","01-Sep-2023","-","02-Sep-2023","08-Sep-2023"
"BHAGERIA","Bhageria Industries Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","5","01-Sep-2023","-","02-Sep-2023","09-Sep-2023"
"BOMDYEING","Bombay Dyeing & Mfg Company Limited","EQ","Annual General Meeting","2","01-Sep-2023","-","02-Sep-2023","08-Sep-2023"
"GANESHHOU","GANESH HOUSING LIMITED","EQ","Dividend - Rs 2.40 Per Share","10","01-Sep-2023","01-Sep-2023","-","-"
"GNA","GNA Axles Limited","EQ","Dividend - Rs 6 Per Share","10","01-Sep-2023","02-Sep-2023","-","-"
"HATSUN","Hatsun Agro Product Limited","EQ","Annual General Meeting","1","01-Sep-2023","-","04-Sep-2023","05-Sep-2023"
"PALREDTEC","Palred Technologies Limited","EQ","Annual General Meeting","10","01-Sep-2023","-","03-Sep-2023","09-Sep-2023"
"FOODSIN","Foods & Inns Limited","EQ","Annual General Meeting/Dividend - Re 0.25 Per Share/Special Dividend Re 0.25 Per Share","1","01-Sep-2023","-","04-Sep-2023","11-Sep-2023"
"ARVINDFASN","Arvind Fashions Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","4","01-Sep-2023","-","02-Sep-2023","12-Sep-2023"
"APLAPOLLO","APL Apollo Tubes Limited","EQ","Dividend - Rs 5 Per Share","2","01-Sep-2023","02-Sep-2023","-","-"
"GSPL","Gujarat State Petronet Limited","EQ","Dividend - Rs 5 Per Share","10","01-Sep-2023","01-Sep-2023","-","-"
"METROBRAND","Metro Brands Limited","EQ","Dividend - Rs 1.50 Per Share","5","01-Sep-2023","01-Sep-2023","-","-"
"GNA","GNA Axles Limited","EQ","Bonus 1:1","10","01-Sep-2023","02-Sep-2023","-","-"
"NBCC","NBCC (India) Limited","EQ","Dividend - Re 0.54 Per Share","1","01-Sep-2023","01-Sep-2023","-","-"
"SCI","Shipping Corporation Of India Limited","EQ","Annual General Meeting/Dividend - Re 0.44 Per Share","10","01-Sep-2023","-","02-Sep-2023","13-Sep-2023"
"SYRMA","Syrma SGS Technology Limited","EQ","Dividend - Rs 1.50 Per Share","10","01-Sep-2023","01-Sep-2023","-","-"
"SYRMA","Syrma SGS Technology Limited","EQ","Annual General Meeting","10","01-Sep-2023","-","02-Sep-2023","08-Sep-2023"
"TRIVENI","Triveni Engineering & Industries Limited","EQ","Annual General Meeting/Dividend - Rs  Per Share","1","01-Sep-2023","01-Sep-2023","-","-"
"VINATIORGA","Vinati Organics Limited","EQ","Annual General Meeting/Dividend - Rs 7 Per Share","1","01-Sep-2023","-","02-Sep-2023","08-Sep-2023"
"PGIL","Pearl Global Industries Limited","EQ","Interim Dividend - Rs 5 Per Share","5","01-Sep-2023","01-Sep-2023","-","-"
"RAMRAT","Ram Ratna Wires Limited","EQ","Dividend - Rs 2.50 Per Share","5","01-Sep-2023","01-Sep-2023","-","-"
"HINDCON","Hindcon Chemicals Limited","EQ","Interim Dividend - Re 0.50 Per Share","2","01-Sep-2023","01-Sep-2023","-","-"
"VAKRANGEE","Vakrangee Limited","EQ","Dividend - Re 0.05 Per Share","1","01-Sep-2023","-","03-Sep-2023","08-Sep-2023"
"PSPPROJECT","PSP Projects Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","01-Sep-2023","02-Sep-2023","-","-"
