"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"74GS2035","GOVERNMENT OF INDIA","GS","Interest Payment","100","08-Sep-2025","09-Sep-2025","-","-"
"TEGA","Tega Industries Limited","EQ","Dividend - Rs 2 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"AEROENTER","Aeroflex Enterprises Limited","EQ","Dividend - Rs 0.30 Per Share","2","08-Sep-2025","09-Sep-2025","-","-"
"JASH","Jash Engineering Limited","EQ","Dividend - Rs 1.20 Per Share","2","08-Sep-2025","09-Sep-2025","-","-"
"APOLLO","Apollo Micro Systems Limited","EQ","Dividend - Re 0.25 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"KDDL","KDDL Limited","EQ","Dividend - Rs 5 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"DBL","Dilip Buildcon Limited","EQ","Dividend - Re 1 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"BELLACASA","Bella Casa Fashion & Retail Limited","EQ","Dividend - Rs 2 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"DIVGIITTS","Divgi Torqtransfer Systems Limited","EQ","Dividend - Rs 2.60 Per Share","5","08-Sep-2025","09-Sep-2025","-","-"
"GSFC","Gujarat State Fertilizers & Chemicals Limited","EQ","Dividend - Rs 5 Per Share","2","08-Sep-2025","09-Sep-2025","-","-"
"ISGEC","Isgec Heavy Engineering Limited","EQ","Dividend - Rs 5 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"ITDC","India Tourism Development Corporation Limited","EQ","Dividend - Rs 2.90 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"BIRLACORPN","Birla Corporation Limited","EQ","Dividend - Rs 10 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"BLS","BLS International Services Limited","EQ","Dividend - Re 1 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"BLSE","BLS E-Services Limited","EQ","Dividend - Re 1 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"HFCL","HFCL Limited","EQ","Dividend - Re 0.10 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"HISARMETAL","Hisar Metal Industries Limited","EQ","Dividend - Re 1 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"TITAGARH","TITAGARH RAIL SYSTEMS LIMITED","EQ","Dividend - Re 1 Per Share","2","08-Sep-2025","09-Sep-2025","-","-"
"TNPETRO","Tamilnadu PetroProducts Limited","EQ","Dividend - Rs 1.20 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"SBCL","Shivalik Bimetal Controls Limited","EQ","Dividend - Rs 1.50 Per Share","2","08-Sep-2025","09-Sep-2025","-","-"
"RBLBANK","RBL Bank Limited","EQ","Dividend - Re 1 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"RICOAUTO","Rico Auto Industries Limited","EQ","Dividend - Re 0.50 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"RMDRIP","R M Drip and Sprinklers Systems Limited","EQ","Dividend - Re 0.50 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"SAIL","Steel Authority of India Limited","EQ","Dividend - Rs 1.60 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
"TAJGVK","Taj GVK Hotels & Resorts Limited","EQ","Dividend - Rs 2 Per Share","2","08-Sep-2025","09-Sep-2025","-","-"
"MANAKALUCO","Manaksia Aluminium Company Limited","EQ","Dividend - Re 0.07 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"MANAKCOAT","Manaksia Coated Metals & Industries Limited","EQ","Dividend - Re 0.05 Per Share","1","08-Sep-2025","09-Sep-2025","-","-"
"MANALIPETC","Manali Petrochemicals Limited","EQ","Dividend - Re 0.50 Per Share","5","08-Sep-2025","09-Sep-2025","-","-"
"HUDCO","Housing & Urban Development Corporation Limited","EQ","Dividend - Re 1.05 Per Share","10","08-Sep-2025","09-Sep-2025","-","-"
