"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"WIPRO","Wipro Limited","EQ"," Annual General Meeting","2","08-Jul-2021","-","12-Jul-2021","13-Jul-2021"
"MAHSCOOTER","Maharashtra Scooters Limited","EQ"," Annual General Meeting/Dividend - Rs 50 Per Sh","10","08-Jul-2021","-","10-Jul-2021","21-Jul-2021"
"759GS2026","GOVERNMENT OF INDIA","GS"," Interest Payment","100","08-Jul-2021","09-Jul-2021","-","-"
"CROMPTON","Crompton Greaves Consumer Electricals Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share","2","08-Jul-2021","09-Jul-2021","-","-"
"BAJAJ-AUTO","Bajaj Auto Limited","EQ"," Annual General Meeting/Dividend - Rs 140 Per Share","10","08-Jul-2021","-","10-Jul-2021","22-Jul-2021"
"BAJAJFINSV","Bajaj Finserv Limited","EQ"," Annual General Meeting/Dividend - Rs 3 Per Share","1","08-Jul-2021","-","10-Jul-2021","21-Jul-2021"
"BAJAJHLDNG","Bajaj Holdings & Investment Limited","EQ"," Annual General Meeting/Dividend - Rs 40 Per Share","10","08-Jul-2021","-","10-Jul-2021","22-Jul-2021"
"BAJFINANCE","Bajaj Finance Limited","EQ"," Annual General Meeting/Dividend - Rs 10 Per Share","1","08-Jul-2021","-","10-Jul-2021","20-Jul-2021"
"DCMSHRIRAM","DCM Shriram Limited","EQ"," Dividend - Rs 3.80 Per Share","2","08-Jul-2021","09-Jul-2021","-","-"
"FCL","Fineotex Chemical Limited","EQ"," Annual General Meeting/Dividend - Rs 0.30 Per Share","1","08-Jul-2021","09-Jul-2021","-","-"
"21STCENMGM","21st Century Management Services Limited","EQ"," Annual General Meeting","10","08-Jul-2021","-","10-Jul-2021","16-Jul-2021"
"INDIANB","Indian Bank","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","10","08-Jul-2021","09-Jul-2021","-","-"
"PIONEEREMB","Pioneer Embroideries Limited","EQ"," Annual General Meeting/Dividend - Rs 0.25 Per Share","10","08-Jul-2021","-","10-Jul-2021","19-Jul-2021"
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ"," Dividend - Rs 22.75  Per Share","10","08-Jul-2021","-","12-Jul-2021","16-Jul-2021"
"JINDALSAW","Jindal Saw Limited","EQ"," Annual General Meeting/Dividend - Rs 2 Per Share","1","08-Jul-2021","-","10-Jul-2021","16-Jul-2021"
"LTTS","L&T Technology Services Limited","EQ"," Annual General Meeting/Dividend - Rs 14.50 Per Share","2","08-Jul-2021","-","10-Jul-2021","16-Jul-2021"
"SHANTIGEAR","Shanthi Gears Limited","EQ"," Annual General Meeting","1","08-Jul-2021","-","10-Jul-2021","21-Jul-2021"
