"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"DABUR","Dabur India Limited","EQ","Interim Dividend - Rs 2.75 Per Share","1","10-Nov-2023","10-Nov-2023","-","-"
"SURYAROSNI","Surya Roshni Limited","EQ","Interim Dividend - Rs 2.50 Per Share","5","10-Nov-2023","10-Nov-2023","-","-"
"NAVINFLUOR","Navin Fluorine International Limited","EQ","Interim Dividend - Rs 5 Per Share/ Special Dividend - Rs 3 Per Share","2","10-Nov-2023","10-Nov-2023","-","-"
"SAFARI","Safari Industries (India) Limited","EQ","Interim Dividend - Rs 2.50 Per Share","2","10-Nov-2023","10-Nov-2023","-","-"
"WANBURY","Wanbury Limited","EQ","Extra Ordinary General Meeting","10","10-Nov-2023","-","11-Nov-2023","18-Nov-2023"
"MKPL","M K Proteins Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","10-Nov-2023","10-Nov-2023","-","-"
"ANZEN","Anzen India Energy Yield Plus Trust","IV","Distribution - Rs 2.45 Per Unit Consisting Interest - Rs 2.37 Per Unit And Other Income - Rs 0.08 Per Unit","100","10-Nov-2023","10-Nov-2023","-","-"
"NIITMTS","NIIT Learning Systems Limited","EQ","Interim Dividend - Rs 2.50 Per Share","2","10-Nov-2023","10-Nov-2023","-","-"
"PETRONET","Petronet LNG Limited","EQ","Interim Dividend - Rs 7 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
"ALLDIGI","Alldigi Tech Limited","EQ","Inteirm Dividend - Rs 30 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
"CARERATING","CARE Ratings Limited","EQ","Interim Dividend - Rs 7 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
"IOC","Indian Oil Corporation Limited","EQ","Interim Dividend - Rs 5 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
"ADFFOODS","ADF Foods Limited","EQ","Special Dividend - Rs 4 Per Share","2","10-Nov-2023","10-Nov-2023","-","-"
"NHIT","National Highways Infra Trust","IV","Distribution- Rs 1.816 Comprising Interest- Rs 1.774 Per Unit/Other Income On Surplus Funds- Re 0.042 Per Unit","101","10-Nov-2023","10-Nov-2023","-","-"
"IMFA","Indian Metals & Ferro Alloys Limited","EQ","Interim Dividend - Rs 7.50 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
"INSECTICID","Insecticides (India) Limited","EQ","Interim Dividend - Rs 3 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
"HINDCON","Hindcon Chemicals Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","2","10-Nov-2023","10-Nov-2023","-","-"
"360ONE","360 ONE WAM LIMITED","EQ","Interim Dividend - Rs 4 Per Share","1","10-Nov-2023","10-Nov-2023","-","-"
"ARE&M","Amara Raja Energy & Mobility Limited","EQ","Interim Dividend - Rs 4.80 Per Share","1","10-Nov-2023","10-Nov-2023","-","-"
"NIITLTD","NIIT Limited","EQ","Interim Dividend - Re 0.50 Per Share","2","10-Nov-2023","10-Nov-2023","-","-"
"IRFC","Indian Railway Finance Corporation Limited","EQ","Interim Dividend - Re 0.80 Per Share","10","10-Nov-2023","10-Nov-2023","-","-"
