"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ADANIGREEN","Adani Green Energy Limited","EQ","Annual General Meeting","10","11-Jul-2023","-","12-Jul-2023","19-Jul-2023"
"ADANIPOWER","Adani Power Limited","EQ","Annual General Meeting","2","11-Jul-2023","-","12-Jul-2023","19-Jul-2023"
"ADANIENSOL","Adani Energy Solutions Limited","EQ","Annual General Meeting","10","11-Jul-2023","-","12-Jul-2023","19-Jul-2023"
"DRREDDY","Dr. Reddy's Laboratories Limited","EQ","Annual General Meeting/Dividend - Rs 40 Per Share","1","11-Jul-2023","-","12-Jul-2023","14-Jul-2023"
"JSWSTEEL","JSW Steel Limited","EQ","Annual General Meeting/Dividend - Rs 3.40 Per Share","1","11-Jul-2023","-","12-Jul-2023","14-Jul-2023"
"BALKRISIND","Balkrishna Industries Limited","EQ","Dividend - Rs 4 Per Share","2","11-Jul-2023","11-Jul-2023","-","-"
"NEULANDLAB","Neuland Laboratories Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share","10","11-Jul-2023","-","12-Jul-2023","14-Jul-2023"
"PERSISTENT","Persistent Systems Limited","EQ","Annual General Meeting/Dividend - Rs 12 Per Share/ Special Dividend - Rs 10 Per Share","5","11-Jul-2023","-","12-Jul-2023","18-Jul-2023"
"AEROENTER","Aeroflex Enterprises Limited","EQ","Annual General Meeting","2","11-Jul-2023","-","12-Jul-2023","18-Jul-2023"
"AEROENTER","Aeroflex Enterprises Limited","EQ","Dividend - Re 0.10 Per Share","2","11-Jul-2023","11-Jul-2023","-","-"
"PIXTRANS","Pix Transmissions Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Share","10","11-Jul-2023","-","12-Jul-2023","19-Jul-2023"
