"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"PITTIENG","Pitti Engineering Limited","EQ","Interim Dividend - Rs 1.50 Per Share","5","24-Feb-2023","24-Feb-2023","-","-"
"UNIPARTS","Uniparts India Limited","EQ","Interim Dividend - Rs 8.25 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"BANCOINDIA","Banco Products (I) Limited","EQ","Interim Dividend - Rs 8 Per Share","2","24-Feb-2023","25-Feb-2023","-","-"
"CPCAP","CP Capital Limited","EQ","Interim Dividend - Re 1 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"INDNIPPON","India Nippon Electricals Limited","EQ","Interim Dividend - Rs 9.25 Per Share","5","24-Feb-2023","24-Feb-2023","-","-"
"INSECTICID","Insecticides (India) Limited","EQ","Interim Dividend - Rs 3 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"PRECWIRE","Precision Wires India Limited","EQ","Interim Dividend - Re 0.30 Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
"SATIA","Satia Industries Limited","EQ","Interim Dividend - Re 0.20 Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
"TALBROAUTO","Talbros Automotive Components Limited","EQ","Interim Dividend - Re 1 Per Share","2","24-Feb-2023","24-Feb-2023","-","-"
"TMB","Tamilnad Mercantile Bank Limited","EQ","Interim Dividend - Rs 5 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"SANDESH","The Sandesh Limited","EQ","Interim Dividend - Rs  5 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"CESC","CESC Limited","EQ","Interim Dividend - Rs 4.50 Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
"VINNY","Vinny Overseas Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
"VINNY","Vinny Overseas Limited","EQ","Bonus 13:10","1","24-Feb-2023","24-Feb-2023","-","-"
"PFC","Power Finance Corporation Limited","EQ","Interim Dividend - Rs  3.50 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"POLYPLEX","Polyplex Corporation Limited","EQ","Interim Dividend - Rs  30 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"ONGC","Oil & Natural Gas Corporation Limited","EQ","Interim Dividend - Rs 4 Per Share","5","24-Feb-2023","24-Feb-2023","-","-"
"PIIND","PI Industries Limited","EQ","Interim Dividend - Rs  4.5 Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
"BEML","BEML Limited","EQ","Interim Dividend - Rs  5 Per Share","5","24-Feb-2023","24-Feb-2023","-","-"
"NLCINDIA","NLC India Limited","EQ","Dividend - Rs 1.50 Per Share","10","24-Feb-2023","24-Feb-2023","-","-"
"NMDC","NMDC Limited","EQ","Interim Dividend - Rs 3.75 Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","EQ","Interim Dividend - Rs  6 Per Share","5","24-Feb-2023","24-Feb-2023","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ","Interim Dividend - Re 1 Per Share","1","24-Feb-2023","24-Feb-2023","-","-"
