"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"OMAXAUTO","Omax Autos Limited","EQ","Annual General Meeting","10","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"RADIOCITY","Music Broadcast Limited","EQ","Annual General Meeting","2","17-Aug-2023","-","18-Aug-2023","22-Aug-2023"
"BEL","Bharat Electronics Limited","EQ","Annual General Meeting/Dividend - Re 0.60 Per Share","1","17-Aug-2023","-","18-Aug-2023","20-Aug-2023"
"INDIGO","InterGlobe Aviation Limited","EQ","Annual General Meeting","10","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ","Dividend - Rs 9.25 Per Share","1","17-Aug-2023","17-Aug-2023","-","-"
"MRPL","Mangalore Refinery and Petrochemicals Limited","EQ","Annual General Meeting","10","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"SOUTHBANK","The South Indian Bank Limited","EQ","Annual General Meeting/Dividend - Re 0.30 Per Share","1","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"J&KBANK","The Jammu & Kashmir Bank Limited","EQ","Annual General Meeting/Dividend - Rs  0.50 Per Share","1","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"MANYAVAR","Vedant Fashions Limited","EQ","Annual General Meeting/Dividend - Rs  9 Per Share","1","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"RELAXO","Relaxo Footwears Limited","EQ","Annual General Meeting/Dividend - Rs  2.50 Per Share","1","17-Aug-2023","-","18-Aug-2023","23-Aug-2023"
"VENUSREM","Venus Remedies Limited","EQ","Annual General Meeting","10","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"VGUARD","V-Guard Industries Limited","EQ","Dividend - Rs 1.30 Per Share","1","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"HERANBA","Heranba Industries Limited","EQ","Annual General Meeting/Dividend - Rs 1.25 Per Share","10","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"HINDMOTORS","Hindustan Motors Limited","EQ","Annual General Meeting","5","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"IGPL","IG Petrochemicals Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share","10","17-Aug-2023","-","18-Aug-2023","21-Aug-2023"
"IPL","India Pesticides Limited","EQ","Annual General Meeting/Dividend - Re 0.75 Per Share","1","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"IVC","IL&FS Investment Managers Limited","EQ","Annual General Meeting/Dividend - Re 0.80 Per Share","2","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"MEDICO","Medico Remedies Limited","EQ","Annual General Meeting","2","17-Aug-2023","-","18-Aug-2023","24-Aug-2023"
"ACE","Action Construction Equipment Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","2","17-Aug-2023","-","18-Aug-2023","25-Aug-2023"
