"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BIRLACABLE","Birla Cable Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"ELECTCAST","Electrosteel Castings Limited","EQ","Annual General Meeting/Dividend - Re 0.90 Per Share","1","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"AHLEAST","Asian Hotels (East) Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"JAICORPLTD","Jai Corp Limited","EQ","Annual General Meeting/Dividend - Re 0.50 Per Share","1","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"MALLCOM","Mallcom (India) Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","10","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"PFC","Power Finance Corporation Limited","EQ","Annual General Meeting","10","04-Sep-2023","-","05-Sep-2023","12-Sep-2023"
"VINDHYATEL","Vindhya Telelinks Limited","EQ","Annual General Meeting/Dividend - Rs 15 Per Share","10","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"GRAVITA","Gravita India Limited","EQ","Annual General Meeting","2","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"GRAVITA","Gravita India Limited","EQ","Dividend - Rs.4.35  Per Share","2","04-Sep-2023","04-Sep-2023","-","-"
"TVSSRICHAK","TVS Srichakra Limited","EQ","Annual General Meeting/Dividend - Rs 32.05 Per Share","10","04-Sep-2023","-","05-Sep-2023","20-Sep-2023"
"UMANGDAIRY","Umang Dairies Limited","EQ","Annual General Meeting","5","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"UNIVCABLES","Universal Cables Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","10","04-Sep-2023","-","05-Sep-2023","11-Sep-2023"
"RADIANTCMS","Radiant Cash Management Services Limited","EQ","Dividend - Rs 2 Per Share","1","04-Sep-2023","04-Sep-2023","-","-"
