"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SUPPETRO","Supreme Petrochem Limited","EQ"," Interim Dividend - Rs 4 Per Share","10","02-Nov-2021","03-Nov-2021","-","-"
"MACPOWER","Macpower CNC Machines Limited","EQ"," Interim Dividend - Rs 0.50 Per Share","10","02-Nov-2021","05-Nov-2021","-","-"
"VAIBHAVGBL","Vaibhav Global Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","2","02-Nov-2021","06-Nov-2021","-","-"
"SHREDIGCEM","Shree Digvijay Cement Co.Ltd","EQ"," Interim Dividend - Rs 1.50 Per Share","10","02-Nov-2021","04-Nov-2021","-","-"
"SIYSIL","Siyaram Silk Mills Limited","EQ"," Interim Dividend - Rs 3 Per Share","2","02-Nov-2021","03-Nov-2021","-","-"
"VTL","Vardhman Textiles Limited","EQ"," Interim Dividend - Rs 34 Per Share","2","02-Nov-2021","05-Nov-2021","-","-"
"TECHM","Tech Mahindra Limited","EQ"," Special Dividend - Rs 15 Per Share","5","02-Nov-2021","05-Nov-2021","-","-"
"STEELXIND","STEEL EXCHANGE INDIA LIMITED","EQ"," Extra General Meeting","1","02-Nov-2021","-","04-Nov-2021","10-Nov-2021"
"CONCOR","Container Corporation of India Limited","EQ"," Interim Dividend - Rs 4 Per Share","5","02-Nov-2021","03-Nov-2021","-","-"
"BSOFT","BIRLASOFT LIMITED","EQ"," Interim Dividend - Rs 1.50 Per Share","2","02-Nov-2021","03-Nov-2021","-","-"
"BUTTERFLY","Butterfly Gandhimathi Appliances Limited","EQ"," Interim Dividend - Rs 3 Per Share","10","02-Nov-2021","05-Nov-2021","-","-"
"618GS2024","Government of India","GS"," Interest Payment","100","02-Nov-2021","03-Nov-2021","-","-"
"ONELIFECAP","Onelife Capital Advisors Limited","EQ"," Annual General Meeting","10","02-Nov-2021","-","04-Nov-2021","10-Nov-2021"
"PGHL","Procter & Gamble Health Limited","EQ"," Annual General Meeting/Dividend - Rs 40 Per Share/Special Dividend - Rs 90 Per Share","10","02-Nov-2021","-","05-Nov-2021","11-Nov-2021"
"ITI","ITI Limited","EQ"," Annual General Meeting","10","02-Nov-2021","-","04-Nov-2021","10-Nov-2021"
"KAJARIACER","Kajaria Ceramics Limited","EQ"," Interim Dividend - Rs 8 Per Share","1","02-Nov-2021","03-Nov-2021","-","-"
"KENNAMET","Kennametal India Limited","EQ"," Annual General Meeting","10","02-Nov-2021","-","04-Nov-2021","10-Nov-2021"
"SYMPHONY","Symphony Limited","EQ"," Interim Dividend - Rs 2 Per Share","2","02-Nov-2021","05-Nov-2021","-","-"
