"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"WEALTH","Wealth First Portfolio Managers Limited","EQ","Dividend - Re 1 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"EXCELINDUS","Excel Industries Limited","EQ","Dividend - Rs 13.75 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"INDOAMIN","Indo Amines Limited","EQ","Dividend - Re 0.50 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"PATINTLOG","Patel Integrated Logistics Limited","EQ","Dividend - Re 0.20 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"SANSERA","Sansera Engineering Limited","EQ","Dividend - Rs 4 Per Share","2","17-Sep-2026","17-Sep-2026","-","-"
"KCPSUGIND","KCP Sugar and Industries Corporation Limited","EQ","Dividend - Re 0.10 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
"INTLCONV","International Conveyors Limited","EQ","Dividend - Re 0.50 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
"PREMIERPOL","Premier Polyfilm Limited","EQ","Dividend - Re 0.15 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
"IRCON","Ircon International Limited","EQ","Dividend - Re 0.70 Per Share","2","17-Sep-2026","17-Sep-2026","-","-"
"SHRJAGP","Shri Jagdamba Polymers Limited","EQ","Dividend - Re 1 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
"LANDMARK","Landmark Cars Limited","EQ","Dividend - Rs 1.50 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"ROSSTECH","Rossell Techsys Limited","EQ","Dividend - Re 0.30 Per Share","2","17-Sep-2026","17-Sep-2026","-","-"
"STARPAPER","Star Paper Mills Limited","EQ","Dividend - Rs 2.50 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"RUBYMILLS","The Ruby Mills Limited","EQ","Dividend - Rs 2.5 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"SUNTECK","Sunteck Realty Limited","EQ","Dividend - Rs 1.50 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
"HIMATSEIDE","Himatsingka Seide Limited","EQ","Dividend - Re 0.25 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"HPL","HPL Electric & Power Limited","EQ","Dividend - Re 1 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"MIIL","Meghna Infracon Infrastructure Limited","EQ","Dividend - Re 0.25 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"MSTCLTD","Mstc Limited","EQ","Dividend - Rs 8.10 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"TNPETRO","Tamilnadu PetroProducts Limited","EQ","Dividend - Rs 1.50 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"TNPL","Tamil Nadu Newsprint & Papers Limited","EQ","Dividend - Rs 4 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"ASIANENE","Asian Energy Services Limited","EQ","Dividend - Rs 1.25 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"FLUOROCHEM","Gujarat Fluorochemicals Limited","EQ","Dividend - Rs 3 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
"AUSOMENT","Ausom Enterprise Limited","EQ","Dividend - Re 1 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"BALPHARMA","Bal Pharma Limited","EQ","Dividend - Rs 1.20 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"BHARATRAS","Bharat Rasayan Limited","EQ","Dividend - Re 0.50 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"ACUTAAS","Acutaas Chemicals Limited","EQ","Dividend - Rs 2.50 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"AGARIND","Agarwal Industrial Corporation Limited","EQ","Dividend - Rs 3.30 Per Share","10","17-Sep-2026","17-Sep-2026","-","-"
"ESTER","Ester Industries Limited","EQ","Dividend - Re 0.25 Per Share","5","17-Sep-2026","17-Sep-2026","-","-"
"ORIENTCER","ORIENT CERATECH LIMITED","EQ","Dividend - Re 0.35 Per Share","1","17-Sep-2026","17-Sep-2026","-","-"
