"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"BALKRISIND","Balkrishna Industries Limited","EQ"," Interim Dividend - Rs 16 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"AVTNPL","AVT Natural Products Limited","EQ"," Interim Dividend - Rs 0.25 Per Share","1","24-Feb-2020","25-Feb-2020","-","-"
"BDL","Bharat Dynamics Limited","EQ"," Interim Dividend - Rs 6.25 Per Share","5","24-Feb-2020","25-Feb-2020","-","-"
"AARTIIND","Aarti Industries Limited","EQ"," Interim Dividend - Rs 2.5 Per Share","5","24-Feb-2020","25-Feb-2020","-","-"
"GOLDIAM","Goldiam International Limited","EQ"," Interim Dividend - Rs 3 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"MAYURUNIQ","Mayur Uniquoters Ltd","EQ"," Interim Dividend - Rs 1.50 Per Share","5","24-Feb-2020","25-Feb-2020","-","-"
"INFOBEAN","InfoBeans Technologies Limited","EQ"," Interim Dividend - Re 1 Per Share","10","24-Feb-2020","25-Feb-2020","-","-"
"IRCTC","Indian Railway Catering And Tourism Corporation Limited","EQ"," Interim Dividend - Rs 10 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"NATCOPHARM","Natco Pharma Limited","EQ"," Interim Dividend - Rs 3.5 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"PIIND","PI Industries Limited","EQ"," Interim Dividend - Rs 3 Per Share","1","24-Feb-2020","25-Feb-2020","-","-"
"TDPOWERSYS","TD Power Systems Limited","EQ"," Interim Dividend - Rs 1.50 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"SWSOLAR","Sterling and Wilson Renewable Energy Limited","EQ"," Interim Dividend - Rs 6 Per Share","1","24-Feb-2020","25-Feb-2020","-","-"
"SHREECEM","SHREE CEMENT LIMITED","EQ"," Interim Dividend - Rs 110 Per Share","10","24-Feb-2020","25-Feb-2020","-","-"
"VIPIND","VIP Industries Limited","EQ"," Interim Dividend - Rs 3.2 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"SUNTV","Sun TV Network Limited","EQ"," Interim Dividend-Rs 7.5 Per Share","5","24-Feb-2020","25-Feb-2020","-","-"
"VEEDOL","Veedol Corporation Limited","EQ"," Interim Dividend - Rs 60 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"APCOTEXIND","Apcotex Industries Limited","EQ"," Interim Dividend - Rs 3 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
"BALAJITELE","Balaji Telefilms Limited","EQ"," Interim Dividend - Rs 0.40 Per Share","2","24-Feb-2020","25-Feb-2020","-","-"
