"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"MAHABANK","Bank of Maharashtra","EQ","Dividend - Rs 1.40 Per Share","10","10-May-2024","10-May-2024","-","-"
"OSEINTRUST","Oriental InfraTrust","IV","Distribution - Rs 4.7313 Per Unit Consisting Of Rs 2.1837 Per Unit Of Interest/ Rs 1.2435 Per Unit Of Dividend / Rs 1.3045 Per Unit Of Return Of Capital","100","10-May-2024","10-May-2024","-","-"
"TARIL","Transformers And Rectifiers (India) Limited","EQ","Annual General Meeting/Dividend - Re 0.20 Per Share","1","10-May-2024","-","11-May-2024","13-May-2024"
"725GR2028","Government of India","GS","Interest Payment","100","10-May-2024","10-May-2024","-","-"
"732GS2030","Government of India","GS","Interest Payment","100","10-May-2024","10-May-2024","-","-"
"SONAMLTD","SONAM LIMITED","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","5","10-May-2024","10-May-2024","-","-"
"DCBBANK","DCB Bank Limited","EQ","Dividend - Rs 1.25 Per Share","10","10-May-2024","10-May-2024","-","-"
"HDFCBANK","HDFC Bank Limited","EQ","Dividend - Rs 19.50 Per Share","1","10-May-2024","10-May-2024","-","-"
"RKFORGE","Ramkrishna Forgings Limited","EQ","Interim Dividend - Re 1 Per Share","2","10-May-2024","10-May-2024","-","-"
"UCOBANK","UCO Bank","EQ","Dividend - Re 0.28 Per Share","10","10-May-2024","10-May-2024","-","-"
"APTECHT","Aptech Limited","EQ","Interim Dividend - Rs 4.50 Per Share","10","10-May-2024","10-May-2024","-","-"
