"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SUNDRMFAST","Sundram Fasteners Limited","EQ","Interim Dividend - Rs 2.68 Per Share","1","16-Nov-2023","16-Nov-2023","-","-"
"CUBEINVIT","Cube Highways Trust","IV","Distribution - Rs 2 Per Unit Comprising Of Interest Income - Rs 1.98 Per Unit & Treasury Income Re 0.02 Per Unit","100","16-Nov-2023","16-Nov-2023","-","-"
"CIGNITITEC","Cigniti Technologies Limited","EQ","Interim Dividend - Rs 3 Per Share","10","16-Nov-2023","16-Nov-2023","-","-"
"CONCOR","Container Corporation of India Limited","EQ","Interim Dividend - Rs 3 Per Share","5","16-Nov-2023","16-Nov-2023","-","-"
"BAYERCROP","Bayer Cropscience Limited","EQ","Interim Dividend - Rs  105 Per Share","10","16-Nov-2023","16-Nov-2023","-","-"
"MSTCLTD","Mstc Limited","EQ","Interim Dividend - Rs 5.50 Per Share","10","16-Nov-2023","16-Nov-2023","-","-"
"POWERGRID","Power Grid Corporation of India Limited","EQ","Interim Dividend - Rs 4 Per Share","10","16-Nov-2023","16-Nov-2023","-","-"
"ATALREAL","Atal Realtech Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","2","16-Nov-2023","16-Nov-2023","-","-"
"SAKSOFT","Saksoft Limited","EQ","Interim Dividend - Re 0.40 Per Share","1","16-Nov-2023","16-Nov-2023","-","-"
"OSEINTRUST","Oriental InfraTrust","IV","Distribution - Rs 3.3434 Per Unit Consists Of Rs 1.4435 Interest Per Unit & Rs 1.2975 Dividend Per Unit/ Re 0.6024 Per Unit As Return Of Capital","100","16-Nov-2023","16-Nov-2023","-","-"
