"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ITDCEM","ITD Cementation India Limited","EQ","Annual General Meeting/Dividend - Rs 1.70 Per Share","1","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"URJA","Urja Global Limited","EQ","Annual General Meeting","1","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"BBL","Bharat Bijlee Limited","EQ","Annual General Meeting/Dividend - Rs 35 Per Share","5","21-Aug-2024","-","22-Aug-2024","29-Aug-2024"
"VIDHIING","Vidhi Specialty Food Ingredients Limited","EQ","Interim Dividend - Re 1 Per Share","1","21-Aug-2024","21-Aug-2024","-","-"
"INDIAGLYCO","India Glycols Limited","EQ","Annual General Meeting/Dividend - Rs  8 Per Share","10","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"KPIGREEN","KPI Green Energy Limited","EQ","Interim Dividend - Re 0.20 Per Share","5","21-Aug-2024","21-Aug-2024","-","-"
"LINC","Linc Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","10","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"MICEL","MIC Electronics Limited","EQ","Annual General Meeting","2","21-Aug-2024","-","22-Aug-2024","27-Aug-2024"
"MUFTI","Credo Brands Marketing Limited","EQ","Dividend - Re 0.50 Per Share","2","21-Aug-2024","21-Aug-2024","-","-"
"SYMPHONY","Symphony Limited","EQ","Interim Dividend - Re 1 Per Share","2","21-Aug-2024","21-Aug-2024","-","-"
"SYMPHONY","Symphony Limited","EQ","Buy Back","2","21-Aug-2024","21-Aug-2024","-","-"
"UNIPARTS","Uniparts India Limited","EQ","Interim Dividend - Rs 6.75 Per Share","10","21-Aug-2024","21-Aug-2024","-","-"
"SATIA","Satia Industries Limited","EQ","Interim Dividend - Re 0.10 Per Share","1","21-Aug-2024","21-Aug-2024","-","-"
"EMAMIPAP","Emami Paper Mills Limited","EQ","Annual General Meeting/Dividend - Rs 1.60 Per Share","2","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"ENGINERSIN","Engineers India Limited","EQ","Dividend - Re 1 Per Share","5","21-Aug-2024","21-Aug-2024","-","-"
"GATEWAY","Gateway Distriparks Limited","EQ","Interim Dividend - Rs 1.25 Per Share","10","21-Aug-2024","21-Aug-2024","-","-"
"HAL","Hindustan Aeronautics Limited","EQ","Dividend - Rs 13 Per Share","5","21-Aug-2024","21-Aug-2024","-","-"
"HAL","Hindustan Aeronautics Limited","EQ","Annual General Meeting","5","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"IL&FSENGG","IL&FS Engineering and Construction Company Limited","EQ","Annual General Meeting","10","21-Aug-2024","-","22-Aug-2024","29-Aug-2024"
"ISGEC","Isgec Heavy Engineering Limited","EQ","Dividend - Rs 4 Per Share","1","21-Aug-2024","21-Aug-2024","-","-"
"ISGEC","Isgec Heavy Engineering Limited","EQ","Annual General Meeting","1","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"PCBL","PCBL LIMITED","EQ","Annual General Meeting","1","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
"PFIZER","Pfizer Limited","EQ","Dividend - Rs 35 Per Share","10","21-Aug-2024","21-Aug-2024","-","-"
"SHEMAROO","Shemaroo Entertainment Limited","EQ","Annual General Meeting","10","21-Aug-2024","-","22-Aug-2024","29-Aug-2024"
"SNOWMAN","Snowman Logistics Limited","EQ","Interim Dividend - Re 1 Per Share","10","21-Aug-2024","21-Aug-2024","-","-"
"BAGFILMS","B.A.G Films and Media Limited","EQ","Annual General Meeting","2","21-Aug-2024","-","22-Aug-2024","28-Aug-2024"
